file,combo,benchmark,idx,question_preview,gt_answer,guided_final_answer,baseline_final_answer,guided_confidence,baseline_confidence,vote_consistency,refiner_used,refiner_correct,plan_present,step_count,correct_vote_present,root_cause,guided_vote_counts,baseline_vote_counts
week04_Adnan/results/PIQA/SAMPLE_100/results_PIQA_QWEN2.5-1.5B_100.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,68,Goal: To remotely control your computer.  Which solution is more physically correct or practical?  A) Connect a wireless mouse to the computer and use it within the range specified B) use a remote controlled controller t,A,B,A,1.0,1.0,0.0,False,False,True,2,False,solver_instability_or_sampling,"{""B"": 5}","{""A"": 5}"
week04_Adnan/results/PIQA/SAMPLE_100/results_PIQA_QWEN2.5-1.5B_100.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,71,"Goal: To make a BLT,  Which solution is more physically correct or practical?  A) place bacon, lettuce, and tomato onto a sandwich. B) place bacon, lettuce, and toast onto a sandwich.",A,B,A,1.0,1.0,0.0,False,False,True,2,False,solver_instability_or_sampling,"{""B"": 5}","{""A"": 5}"
week04_Adnan/results/PIQA/SAMPLE_100/results_PIQA_QWEN2.5-1.5B_100.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,84,Goal: table top  Which solution is more physically correct or practical?  A) can be broken by a gorilla B) can be broken by a finger,A,B,A,1.0,1.0,0.0,False,False,True,2,False,solver_instability_or_sampling,"{""B"": 5}","{""A"": 5}"
week04_Adnan/results/PIQA/SAMPLE_100/results_PIQA_QWEN2.5-1.5B_100.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,93,Goal: mold  Which solution is more physically correct or practical?  A) can cover a shovel . B) is more useful than a shovel .,A,B,A,1.0,1.0,0.0,False,False,True,3,False,solver_instability_or_sampling,"{""B"": 5}","{""A"": 5}"
week04_Adnan/results/PIQA/SAMPLE_100/results_PIQA_QWEN2.5-1.5B_100.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,95,Goal: How do you clean a sponge?  Which solution is more physically correct or practical?  A) Put a wet sponge (emphasis on wet) in the microwave and heat it on High for 2 minutes. B) Put a dry sponge (emphasis on wet) i,A,B,A,1.0,1.0,0.0,False,False,True,2,False,solver_instability_or_sampling,"{""B"": 5}","{""A"": 5}"
week04_Adnan/results/PIQA/SAMPLE_500/results_PIQA_QWEN2.5-1.5B_500.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,106,"Goal: To reshape a steel buckle.  Which solution is more physically correct or practical?  A) Heat up the buckle and then heat with hammer to reshape B) To reshape a steel buckle, you have to pull it apart to desired sha",A,B,A,1.0,1.0,0.0,False,False,True,2,False,solver_instability_or_sampling,"{""B"": 5}","{""A"": 5}"
week04_Adnan/results/PIQA/SAMPLE_500/results_PIQA_QWEN2.5-1.5B_500.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,108,Goal: How to beautify a hanging basket.  Which solution is more physically correct or practical?  A) Tie skinny ribbons around the plant here and there to add color B) Hang christmas ornaments from the plant.,A,B,A,1.0,1.0,0.0,False,False,True,3,False,solver_instability_or_sampling,"{""B"": 5}","{""A"": 5}"
week04_Adnan/results/PIQA/SAMPLE_500/results_PIQA_QWEN2.5-1.5B_500.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,139,"Goal: What is the best way to get rid of hiccups?  Which solution is more physically correct or practical?  A) Actually try to hiccup, it will cure you. B) Actually try to stop your hiccup, it will cure you.",A,B,A,1.0,1.0,0.0,False,False,True,2,False,solver_instability_or_sampling,"{""B"": 5}","{""A"": 5}"
week04_Adnan/results/PIQA/SAMPLE_500/results_PIQA_QWEN2.5-1.5B_500.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,162,Goal: How to remove garlic odor from hands?  Which solution is more physically correct or practical?  A) Rub your hands on your stainless steel sink B) use lye soap with a little lemon juice mixed in and rub for two hour,A,B,A,1.0,1.0,0.0,False,False,True,2,False,solver_instability_or_sampling,"{""B"": 5}","{""A"": 5}"
week04_Adnan/results/PIQA/SAMPLE_500/results_PIQA_QWEN2.5-1.5B_500.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,166,Goal: How do you light a match?  Which solution is more physically correct or practical?  A) quickly run the black end over the matchbox to ignite it. B) dip it onto asphalt for 2 seconds and it should ignite.,A,B,A,1.0,1.0,0.0,False,False,True,2,False,solver_instability_or_sampling,"{""B"": 5}","{""A"": 5}"
week04_Adnan/results/PIQA/SAMPLE_500/results_PIQA_QWEN2.5-1.5B_500.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,17,"Goal: What are the benefits of anti-allergen vacuum cleaners?  Which solution is more physically correct or practical?  A) Even though they are much more expensive, anti-allergen vacuum cleaners, by preventing allergens ",A,B,A,1.0,1.0,0.0,False,False,True,2,False,solver_instability_or_sampling,"{""B"": 5}","{""A"": 5}"
week04_Adnan/results/PIQA/SAMPLE_500/results_PIQA_QWEN2.5-1.5B_500.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,181,"Goal: how do I locate Circinus constellation  Which solution is more physically correct or practical?  A) Circinus is a small, faint constellation in the southern sky, first defined in 1756 by the French astronomer Nicol",A,B,A,1.0,1.0,0.0,False,False,True,2,False,solver_instability_or_sampling,"{""B"": 5}","{""A"": 5}"
week04_Adnan/results/PIQA/SAMPLE_500/results_PIQA_QWEN2.5-1.5B_500.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,182,"Goal: Seal a sucking chest wound.  Which solution is more physically correct or practical?  A) To seal a sucking chest wound, you can bandage your drivers license from your wallet to the wound. B) To seal a sucking chest",A,B,A,1.0,1.0,0.0,False,False,True,3,False,solver_instability_or_sampling,"{""B"": 5}","{""A"": 5}"
week04_Adnan/results/PIQA/SAMPLE_500/results_PIQA_QWEN2.5-1.5B_500.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,187,Goal: A power washer  Which solution is more physically correct or practical?  A) can clean an aging cruise liner clear of grime B) can clean a dirty white t shirt clear of grime,A,B,A,1.0,1.0,0.0,False,False,True,3,False,solver_instability_or_sampling,"{""B"": 5}","{""A"": 5}"
week04_Adnan/results/PIQA/SAMPLE_500/results_PIQA_QWEN2.5-1.5B_500.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,189,"Goal: To start the bed bench project for your bed,  Which solution is more physically correct or practical?  A) Gather all the tools and the wood pallet for the bench and measure the bed needing the bench. B) Get all the",A,B,A,1.0,1.0,0.0,False,False,True,2,False,solver_instability_or_sampling,"{""B"": 5}","{""A"": 5}"
week04_Adnan/results/PIQA/SAMPLE_500/results_PIQA_QWEN2.5-1.5B_500.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,190,Goal: To repair a cracked cranberry cookie dough log while cutting  Which solution is more physically correct or practical?  A) let it soften a bit on the counter and pinch back together B) let it cook in the oven for a ,A,B,A,1.0,1.0,0.0,False,False,True,2,False,solver_instability_or_sampling,"{""B"": 5}","{""A"": 5}"
week04_Adnan/results/PIQA/SAMPLE_500/results_PIQA_QWEN2.5-1.5B_500.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,197,Goal: how do you power through something?  Which solution is more physically correct or practical?  A) keep going no matter what. B) turn it on.,A,B,A,1.0,1.0,0.0,False,False,True,2,False,solver_instability_or_sampling,"{""B"": 5}","{""A"": 5}"
week04_Adnan/results/PIQA/SAMPLE_500/results_PIQA_QWEN2.5-1.5B_500.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,199,Goal: Make SOS signal.  Which solution is more physically correct or practical?  A) Make large foil sheet to reflect off planes in distance. B) Make small foil ball to reflect off planes in distance.,A,B,A,1.0,1.0,0.0,False,False,True,2,False,solver_instability_or_sampling,"{""B"": 5}","{""A"": 5}"
week04_Adnan/results/PIQA/SAMPLE_500/results_PIQA_QWEN2.5-1.5B_500.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,209,Goal: q-tip  Which solution is more physically correct or practical?  A) cleans ears gently. B) cleans ear canal gently.,A,B,A,1.0,1.0,0.0,False,False,True,3,False,solver_instability_or_sampling,"{""B"": 5}","{""A"": 5}"
week04_Adnan/results/PIQA/SAMPLE_500/results_PIQA_QWEN2.5-1.5B_500.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,210,"Goal: How to ensure all parts of the wall are insulated.  Which solution is more physically correct or practical?  A) Using a can of spray insulation, spray parts in wall that have missed insulation until everything is c",A,B,A,1.0,1.0,0.0,False,False,True,2,False,solver_instability_or_sampling,"{""B"": 5}","{""A"": 5}"
week04_Adnan/results/PIQA/SAMPLE_500/results_PIQA_QWEN2.5-1.5B_500.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,213,Goal: To easily thread rope through a bag to act as a drawstring.  Which solution is more physically correct or practical?  A) Attach a safety pin to one end and pull through the tube in the fabric. B) Tie a knot to one ,A,B,A,1.0,1.0,0.0,False,False,True,3,False,solver_instability_or_sampling,"{""B"": 5}","{""A"": 5}"
week04_Adnan/results/PIQA/SAMPLE_500/results_PIQA_QWEN2.5-1.5B_500.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,216,Goal: bowl  Which solution is more physically correct or practical?  A) a can be used  to eat  cereal B) a can be used  to talk to cereal,A,B,A,1.0,1.0,0.0,False,False,True,3,False,solver_instability_or_sampling,"{""B"": 5}","{""A"": 5}"
week04_Adnan/results/PIQA/SAMPLE_500/results_PIQA_QWEN2.5-1.5B_500.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,21,Goal: A spit  Which solution is more physically correct or practical?  A) cooks carrots B) cooks A whole pig,B,A,B,1.0,1.0,0.0,False,False,True,2,False,solver_instability_or_sampling,"{""A"": 5}","{""B"": 5}"
week04_Adnan/results/PIQA/SAMPLE_500/results_PIQA_QWEN2.5-1.5B_500.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,233,"Goal: To assemble cardboard together to make a shelf, you can  Which solution is more physically correct or practical?  A) Tape the cardboard together B) Sew the cardboard together",A,B,A,1.0,1.0,0.0,False,False,True,3,False,solver_instability_or_sampling,"{""B"": 5}","{""A"": 5}"
week04_Adnan/results/PIQA/SAMPLE_500/results_PIQA_QWEN2.5-1.5B_500.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,234,Goal: How can I make a funnel?  Which solution is more physically correct or practical?  A) Cut an empty plastic soda bottle in half and use the top. B) Cut an empty plastic soda bottle in half and use the bottom.,A,B,A,1.0,1.0,0.0,False,False,True,2,False,solver_instability_or_sampling,"{""B"": 5}","{""A"": 5}"
week04_Adnan/results/PIQA/SAMPLE_500/results_PIQA_QWEN2.5-1.5B_500.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,246,Goal: crayon  Which solution is more physically correct or practical?  A) can color a paper towel roll green B) can color a bottle green,A,B,A,1.0,1.0,0.0,False,False,True,3,False,solver_instability_or_sampling,"{""B"": 5}","{""A"": 5}"
week04_Adnan/results/PIQA/SAMPLE_500/results_PIQA_QWEN2.5-1.5B_500.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,251,Goal: To shape the Popsicle sticks into a sunflower shape.  Which solution is more physically correct or practical?  A) Glue the Popsicle sticks to an embroidery ring. B) Tie the Popsicle sticks together using string.,A,B,A,1.0,1.0,0.0,False,False,True,2,False,solver_instability_or_sampling,"{""B"": 5}","{""A"": 5}"
week04_Adnan/results/PIQA/SAMPLE_500/results_PIQA_QWEN2.5-1.5B_500.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,252,Goal: how to clean a cast iron skillet  Which solution is more physically correct or practical?  A) pour some coarse salt into the pan and use half a potato to rub it in until that mess has broken up and can be rinsed aw,A,B,A,1.0,1.0,0.0,False,False,True,3,False,solver_instability_or_sampling,"{""B"": 5}","{""A"": 5}"
week04_Adnan/results/PIQA/SAMPLE_500/results_PIQA_QWEN2.5-1.5B_500.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,26,Goal: pan  Which solution is more physically correct or practical?  A) can cook bacon B) can cook dough,A,B,A,1.0,1.0,0.0,False,False,True,3,False,solver_instability_or_sampling,"{""B"": 5}","{""A"": 5}"
week04_Adnan/results/PIQA/SAMPLE_500/results_PIQA_QWEN2.5-1.5B_500.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,271,Goal: How can a person use images from the internet to create a Candy advent calendar?  Which solution is more physically correct or practical?  A) Use a printer to print the image B) Use a pen and paper and recreate the,A,B,A,1.0,1.0,0.0,False,False,True,3,False,solver_instability_or_sampling,"{""B"": 5}","{""A"": 5}"
week04_Adnan/results/PIQA/SAMPLE_500/results_PIQA_QWEN2.5-1.5B_500.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,289,"Goal: What is a good inner-garment for a lady to wear with a strapless dress?  Which solution is more physically correct or practical?  A) Strapless bras are the ones that go best with strapless dresses, so that there ov",A,B,A,1.0,1.0,0.0,False,False,True,3,False,solver_instability_or_sampling,"{""B"": 5}","{""A"": 5}"
week04_Adnan/results/PIQA/SAMPLE_500/results_PIQA_QWEN2.5-1.5B_500.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,293,Goal: Create paper microwave cover.  Which solution is more physically correct or practical?  A) Place coffee filter over food. B) Place coffee can over food.,A,B,A,1.0,1.0,0.0,False,False,True,2,False,solver_instability_or_sampling,"{""B"": 5}","{""A"": 5}"
week04_Adnan/results/PIQA/SAMPLE_500/results_PIQA_QWEN2.5-1.5B_500.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,309,"Goal: How to roll chocolate truffles.  Which solution is more physically correct or practical?  A) Wet the palm of your hands with some water. Using a spoon, spoon some of the mixture onto your palm and roll the mixture ",A,B,A,1.0,1.0,0.0,False,False,True,2,False,solver_instability_or_sampling,"{""B"": 5}","{""A"": 5}"
week04_Adnan/results/PIQA/SAMPLE_500/results_PIQA_QWEN2.5-1.5B_500.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,310,Goal: Maximize full toothpaste.  Which solution is more physically correct or practical?  A) Attach a binder clip to tube end. B) Attach a clothespin to tube end.,A,B,A,1.0,1.0,0.0,False,False,True,2,False,solver_instability_or_sampling,"{""B"": 5}","{""A"": 5}"
week04_Adnan/results/PIQA/SAMPLE_500/results_PIQA_QWEN2.5-1.5B_500.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,317,Goal: How do I take the best group selfie on your phone.  Which solution is more physically correct or practical?  A) Use the timer on your phone so you have time to get in place and then hold your arm as far out as you ,A,B,A,1.0,1.0,0.0,False,False,True,2,False,solver_instability_or_sampling,"{""B"": 5}","{""A"": 5}"
week04_Adnan/results/PIQA/SAMPLE_500/results_PIQA_QWEN2.5-1.5B_500.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,322,Goal: How should I use a sumatriptan injector?  Which solution is more physically correct or practical?  A) Load the sumatriptan into the injector pen. Hold it firmly to your arm and press the button. Leave the needle in,A,B,A,1.0,1.0,0.0,False,False,True,3,False,solver_instability_or_sampling,"{""B"": 5}","{""A"": 5}"
week04_Adnan/results/PIQA/SAMPLE_500/results_PIQA_QWEN2.5-1.5B_500.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,352,Goal: To smooth the edge of the bar stool seat.  Which solution is more physically correct or practical?  A) Take the router with round over bit. Go around the edges of the bar stool seat. Round the edges on the top of t,A,B,A,1.0,1.0,0.0,False,False,True,2,False,solver_instability_or_sampling,"{""B"": 5}","{""A"": 5}"
week04_Adnan/results/PIQA/SAMPLE_500/results_PIQA_QWEN2.5-1.5B_500.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,360,Goal: Make temporary hair dye for kids.  Which solution is more physically correct or practical?  A) Spray kids hair with hair spray and then sprinkle Kool-Aid powder. B) Spray kids hair with hair spray and then sprinkle,A,B,A,1.0,1.0,0.0,False,False,True,3,False,solver_instability_or_sampling,"{""B"": 5}","{""A"": 5}"
week04_Adnan/results/PIQA/SAMPLE_500/results_PIQA_QWEN2.5-1.5B_500.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,364,Goal: To determine how much iodine needs to be added to test the water for drink-ability.  Which solution is more physically correct or practical?  A) If the water is cloudy add more drops. B) If the water is clear add m,A,B,A,1.0,1.0,0.0,False,False,True,2,False,solver_instability_or_sampling,"{""B"": 5}","{""A"": 5}"
week04_Adnan/results/PIQA/SAMPLE_500/results_PIQA_QWEN2.5-1.5B_500.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,374,Goal: toilet tissue  Which solution is more physically correct or practical?  A) is the same color as flour most of the time B) is the same color as t-shirt most of the time,A,B,A,1.0,1.0,0.0,False,False,True,3,False,solver_instability_or_sampling,"{""B"": 5}","{""A"": 5}"
week04_Adnan/results/PIQA/SAMPLE_500/results_PIQA_QWEN2.5-1.5B_500.jsonl,Qwen/Qwen2.5-3B-Instruct -> Qwen/Qwen2.5-1.5B-Instruct,PIQA,376,Goal: clothing  Which solution is more physically correct or practical?  A) can be laid on a wood plank for ironing B) can be laid on a bed for ironing,A,B,A,1.0,1.0,0.0,False,False,True,2,False,solver_instability_or_sampling,"{""B"": 5}","{""A"": 5}"
