,mode,idx,question,gt_answer,final_answer,correct,strategy,confidence,correct_votes,total_votes,vote_consistency,wasted_votes,refiner_used,refiner_correct,vote_counts,plan,fineTunedOn,guideModel
10,guided,10,An industrial machine made 9 shirts yesterday and 44 shirts today. It can make 3 shirts a minute How many minutes did the machine work yesterday?,3,,False,refiner_tiebreak,0.5,1,6,0.1667,3,True,False,"{'3': 1, '': 3, '9': 1, '53': 1}","Step 1: 9 - 0 = 9 (assuming ""yesterday"" meant no shirts were made)
Step 2: 9 ÷ 3 = ?",GSM8K,QWEN
11,guided,11,Bryan took a look at his books and magazines. If he has 9 books and 46 magazines in each of his 10 bookshelves How many magazines does he have in total?,460,460,True,majority,0.4,2,5,0.4,3,False,,"{'46': 1, '460': 2}",Step 1: 46 x 10 = ?,GSM8K,QWEN
12,guided,12,Dave had 17 apps on his phone. After adding some he had 18 left How many apps did he add?,1,1,True,majority,0.8,4,5,0.8,1,False,,"{'18': 1, '1': 4}",Step 1: Added = Final - Initial = x - 17 = ?,GSM8K,QWEN
13,guided,13,Dan has $ 4. He bought a candy bar for $ 7 and a chocolate for $ 6 How much money did he spend buying the candy bar and chocolate?,13,13,True,majority,1.0,5,5,1.0,0,False,,{'13': 5},Step 1: Candy bar + Chocolate = $7 + $6 = $?,GSM8K,QWEN
14,guided,14,The bananas in Philip's collection are organized into 196 groups. If there are a total of 392 bananas in Philip's banana collection How big is each group?,2,2,True,majority,0.4,2,5,0.4,3,False,,"{'3.5': 1, '2': 2, '392': 1}",Step 1: Total Bananas ÷ Groups = 392 ÷ 196 = ?,GSM8K,QWEN
15,guided,15,The cave is 1218 feet deep and they are already at 849 feet. If they are travelling at speed of 17 How much farther until they reach the end of the cave?,369,369,True,majority,0.6,3,5,0.6,2,False,,{'369': 3},Step 1: 1218 - 849 = ?,GSM8K,QWEN
16,guided,16,The Ferris wheel in paradise park has 4 seats. If 20 people can ride the wheel at the same time How many people can each seat hold?,5,5,True,majority,0.6,3,5,0.6,2,False,,{'5': 3},Step 1: Total capacity / Seats = 20 / 4 = ?,GSM8K,QWEN
17,guided,17,A farmer had 177 tomatoes and 12 potatoes in his garden. If he picked 53 tomatoes How many tomatoes and potatoes does he have left?,136,53,False,majority,0.4,0,5,0.0,3,False,,"{'53': 2, '65': 1, '124': 1, '289': 1}","Step 1: Picked - Tomatoes = 53 - 0 = ?
Step 2: Answer = Tomatoes - Picked",GSM8K,QWEN
18,guided,18,Danny collects bottle caps. He lost 66 bottle caps at the park. Now he has 25 bottle caps in his collection How many bottle caps did danny have at first?,91,91,True,majority,1.0,5,5,1.0,0,False,,{'91': 5},Step 1: Lost + Remaining = First = 66 + 25 =,GSM8K,QWEN
19,guided,19,"Jack received 4 emails in the morning, 5 emails in the afternoon and 8 emails in the evening How many emails did Jack receive in the afternoon and evening?",13,13,True,majority,1.0,5,5,1.0,0,False,,{'13': 5},Step 1: Emails in afternoon + Emails in evening = 5 + 8 = ?,GSM8K,QWEN
20,guided,20,Paco had 22 sweet cookies and 75 salty cookies. He ate 15 sweet cookies and 54 salty cookies How many sweet cookies did Paco have left?,7,7,True,majority,0.6,3,5,0.6,2,False,,{'7': 3},Step 1: 22 - 15 = ?,GSM8K,QWEN
21,guided,21,The ring toss game at the carnival made the same amount of money each day. In total in 5 days they earned 165 dollars How much did they make per day?,33,33,True,majority,0.6,3,5,0.6,2,False,,{'33': 3},Step 1: Total earnings / Days = 165 / 5 = ?,GSM8K,QWEN
22,guided,22,Dave had 24 files and 13 apps on his phone. After deleting some apps and files he had 17 apps and 21 files left How many files did he delete?,3,24,False,coin_flip,0.3333,2,6,0.3333,4,True,False,"{'24': 2, '': 2, '3': 2}",Step 1: Initial Files - Leftover Files = 24 - 21 = ?,GSM8K,QWEN
23,guided,23,In a school there are 569 girls and 236 boys How many more girls than boys does the school have?,333,333,True,majority,0.4,2,5,0.4,3,False,,"{'333': 2, '3': 1}",Step 1: Girls - Boys = 569 - 236 = ?,GSM8K,QWEN
24,guided,24,Rebecca wants to split a collection of eggs into groups of 11. If each group has 2 eggs How many eggs does Rebecca have?,22,,False,refiner_tiebreak,0.6667,1,6,0.1667,2,True,False,"{'': 4, '2': 1, '22': 1}",Step 1: Eggs per group * Number of groups = 2 * Group count = Total eggs,GSM8K,QWEN
25,guided,25,Mary is baking a cake. The recipe calls for 7 cups of sugar and 10 cups of flour. She already put in 4 cups of sugar How many more cups of sugar does she need to add?,3,3,True,majority,0.4,2,5,0.4,3,False,,"{'3': 2, '7': 1}",Step 1:  Needed - Added = 7 - 4 = ?,GSM8K,QWEN
26,guided,26,Dave had 21 apps on his phone. He added 89 new apps. After deleting some he had 24 left How many more apps did he add than he deleted?,3,0,False,majority,0.6,0,5,0.0,2,False,,"{'0': 3, '21': 1, '65': 1}","Step 1: Added - Deleted = New Apps + Left Apps - Original Apps
          89 - D = 21 + 24 - 21",GSM8K,QWEN
27,guided,27,During summer break 202958 kids from Lawrence county go to camp and the other 777622 kids stay home How many more kids stayed home compared to those who went to the camp?,574664,574664,True,majority,0.6,3,5,0.6,2,False,,{'574664': 3},Stayed_home - Went_to_camp = 777622 - 202958 = ?,GSM8K,QWEN
28,guided,28,The grasshopper and the frog had a jumping contest. The grasshopper jumped 13 inches. The grasshopper jumped 2 inches farther than the grasshopper How far did the frog jump?,11,15,False,majority,0.8,0,5,0.0,1,False,,{'15': 4},"Step 1: Grasshopper_jump + Extra_distance = Frog_jump
         13 + 2 = ?",GSM8K,QWEN
29,guided,29,Allan brought 3 balloons and 20 balls while Jake brought 5 balloons and 59 balls to the park How many balloons did Allan and Jake have in the park?,8,8,True,majority,0.8,4,5,0.8,1,False,,"{'8': 4, '16': 1}",Step 1: 3 + 5 = 8,GSM8K,QWEN
30,guided,30,He then went to see the oranges being harvested. He found out that they harvest 8 sacks per day How many days will it take to harvest 24 sacks of oranges?,3,3,True,majority,1.0,5,5,1.0,0,False,,{'3': 5},Step 1: 24 ÷ 8 = 3,GSM8K,QWEN
31,guided,31,Every day Ryan spends 6 hours on learning english and 5 hours on learning chinese. If he learns for 2 days How many hours does he spend on learning english in all?,12,12,True,majority,0.4,2,5,0.4,3,False,,"{'2': 1, '12': 2}",Step 1: 6 * 2 = 12,GSM8K,QWEN
32,guided,32,Baker made 144 cakes. He sold 71 of them. Then he made 111 more cakes How many more cakes did baker make than those he sold?,184,84,False,coin_flip,0.1667,1,6,0.1667,5,True,False,"{'84': 1, '184': 1, '73': 1, '38': 1, '40': 1, '': 1}",Step 1: Sold - Made = 71 - 144 = -73,GSM8K,QWEN
33,guided,33,There were 12 people on the bus. At the next stop 4 more people got on the bus. Each bus can not have more than 36 people How many people are there on the bus now?,16,16,True,majority,0.8,4,5,0.8,1,False,,{'16': 4},Step 1: 12 + 4 = ?,GSM8K,QWEN
34,guided,34,Allan brought 5 balloons and Jake brought 6 balloons to the park. Jake then bought 3 more balloons at the park How many balloons did Jake bring to the park?,9,9,True,majority,1.0,5,5,1.0,0,False,,{'9': 5},Step 1: 6 + 3 = 9,GSM8K,QWEN
35,guided,35,An industrial machine worked for 5 minutes. It can make 4 shirts a minute How many shirts did machine make?,20,20,True,majority,0.6,3,5,0.6,2,False,,{'20': 3},Step 1:   4 * 5 = 20,GSM8K,QWEN
36,guided,36,Paco had 9 sweet cookies and 6 salty cookies. He ate 36 sweet cookies and 3 salty cookies How many salty cookies did Paco have left?,3,3,True,majority,0.4,2,5,0.4,3,False,,{'3': 2},Step 1: 6 - 3 = ?,GSM8K,QWEN
37,guided,37,A book has 3 chapters. The first chapter is 66 pages long the second chapter is 35 pages long and the third chapter is 24 pages long How many pages does the book have altogether?,125,125,True,majority,0.4,2,5,0.4,3,False,,"{'125': 2, '101': 1}","Step 1: 66 + 35 = ?  
Step 2: ? + 24 = Total Pages",GSM8K,QWEN
38,guided,38,Some children were riding on the bus. At the bus stop 2 more children got on the bus. Then there were 41 children altogether on the bus How many children were riding on the bus before the bus stop?,39,39,True,refiner_tiebreak,0.5,3,6,0.5,3,True,True,"{'': 1, '41': 2, '39': 3}",Step 1: 2 + Given = 41,GSM8K,QWEN
39,guided,39,Rebecca wants to split a collection of eggs into 3 groups. Rebecca has 4 marbles and 15 eggs How many eggs will each group have?,5,5,True,majority,0.4,2,5,0.4,3,False,,"{'5': 2, '3': 1}",Step 1: 15 ÷ 3 = 5,GSM8K,QWEN
40,guided,40,After finding some bottle caps at the park danny has 32 bottle caps in his collection. If he had 25 bottle caps in his collection earlier How many bottle caps did he find at the park?,7,32,False,majority,0.6,1,5,0.2,2,False,,"{'32': 3, '7': 1}","Step 1: Earlier count + Found = Current count
   25 + F = 32",GSM8K,QWEN
41,guided,41,"Julia played tag with 15 kids on monday, 18 kids on tuesday and 97 kids on wednesday How many kids did she play with on monday and tuesday?",33,33,True,majority,0.6,3,5,0.6,2,False,,"{'13': 1, '33': 3}",Step 1: 15 + 18 = ?,GSM8K,QWEN
42,guided,42,In Haley's class some boys love to play marbles. If Haley has 10 marbles and she gave 5 marbles to each boy How many boys did she give the marbles to?,2,2,True,majority,0.8,4,5,0.8,1,False,,{'2': 4},Step 1: 10 ÷ 5 = ?,GSM8K,QWEN
43,guided,43,After resting they decided to go for a swim. If the depth of the water is 10 times Dean's height and he stands at 9 feet How much deeper is the water than Dean's height?,81,90,False,majority,0.4,1,5,0.2,3,False,,"{'90': 2, '81': 1}",Step 1: 10 * 9 = ?,GSM8K,QWEN
44,guided,44,A book has 3 chapters. The first chapter is 91 pages long the second chapter is 23 pages long and the third chapter is 25 pages long How many more pages does the first chapter have than the second chapter?,68,68,True,majority,0.6,3,5,0.6,2,False,,{'68': 3},"First chapter - Second chapter = ?  
91 - 23 = ?",GSM8K,QWEN
45,guided,45,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 317 visitors came to the Buckingham palace that day. If there were 295 visitors the previous day How many more visitors visited the Buckingham palace on that day than on the previous day?",22,22,True,majority,0.4,2,5,0.4,3,False,,{'22': 2},Step 1: 317 - 295 = ?,GSM8K,QWEN
46,guided,46,The Razorback t-shirt shop made $ 51 dollars from selling 3 t-shirt during the Arkansas and Texas tech game they What is the cost of each t-shirt?,17,17,True,majority,0.8,4,5,0.8,1,False,,{'17': 4},"Cost per shirt = Total revenue / Number sold
Step 1: 51 / 3 = ?",GSM8K,QWEN
47,guided,47,"Jack received 3 emails in the morning, 4 emails in the afternoon and 8 emails in the evening How many emails did Jack receive in the morning and evening?",11,11,True,majority,0.6,3,5,0.6,2,False,,"{'11': 3, '10': 1, '13': 1}","Step 1: Morning Emails + Evening Emails = ?  
          3 + 8 = ?",GSM8K,QWEN
48,guided,48,Lawrence county has 313473 kids. During summer break 274865 kids stay home and the rest go to camp How many kids go to the camp during the break?,38608,38608,True,majority,0.2,1,5,0.2,4,False,,{'38608': 1},Step 1: 313473 - 274865 = ?,GSM8K,QWEN
49,guided,49,The grasshopper and the frog had a jumping contest. The grasshopper jumped 35 inches. The grasshopper jumped 4 inches farther than the frog How much did they jump altogether?,66,66,True,majority,0.4,2,5,0.4,3,False,,{'66': 2},"Step 1: Frog_jump = Grasshopper_jump - 4 = 35 - 4 = ?  
Step 2: Total_jumped = Grasshopper_jump + Frog_jump = 35 + (35 - 4) = ?",GSM8K,QWEN
50,guided,50,Winter is almost here and most animals are migrating to warmer countries. There are 3 bird families living near the mountain. 26 new bird families came to live near the mountain from the arctic while 2 bird families flew away further south for winter How many bird families were left near the mountain?,27,27,True,majority,0.4,2,5,0.4,3,False,,"{'29': 1, '27': 2}",Step 1: New arrivals + Original families - Departures = 26 + 3 - 2 = ?,GSM8K,QWEN
51,guided,51,Adam could fit 8 action figures and 10 cabinets on each shelf in his room. His room has 4 shelves How many total items could his shelves hold?,72,72,True,majority,0.6,3,5,0.6,2,False,,"{'72': 3, '32': 1}","Step 1: Shelves * Figures/Shelf + Shelves * Cabinets/Shelf = Total Capacity
         4 * 8 + 4 * 10 = ?",GSM8K,QWEN
52,guided,52,Robin's hair was 16 inches long. He cut off 11 inches. Then it again grew by 12 inches How long is his hair now?,17,17,True,majority,0.6,3,5,0.6,2,False,,"{'17': 3, '28': 1, '5': 1}",Step 1: (Original length) - (Cut length) + (Grown length) = 16 - 11 + 12 = ?,GSM8K,QWEN
53,guided,53,Friends of Katie had 57 games and she had 63 ds games How many more games does Katie have than her friends?,6,6,True,majority,0.4,2,5,0.4,3,False,,{'6': 2},Step 1: 63 - 57 = ?,GSM8K,QWEN
54,guided,54,Lucy went to the grocery store. She bought 10 packs of cookie and 4 packs of cake How many more packs of cookie did she buy over cake?,6,6,True,majority,0.6,3,5,0.6,2,False,,{'6': 3},Step 1: 10 - 4 = ?,GSM8K,QWEN
55,guided,55,"6 red peaches, 90 yellow peaches and 16 green peaches are in the basket How many red and green peaches are in the basket?",22,22,True,majority,0.8,4,5,0.8,1,False,,{'22': 4},Step 1: Red + Green = 6 + 16 = ?,GSM8K,QWEN
56,guided,56,Mary is baking a cake. The recipe calls for 10 cups of flour 2 cups of sugar and 80 cups of salt. She already put in 7 cups of flour How many more cups of flour than cups of sugar does she need to add now?,1,3,False,majority,1.0,0,5,0.0,0,False,,{'3': 5},Step 1: Needed Flour - Added Flour = 10 - 7 = ?,GSM8K,QWEN
57,guided,57,Paco had 17 cookies. He ate 14 cookies and gave 13 of them to his friend How many more cookies did he eat than those he gave to his friend?,1,1,True,majority,0.6,3,5,0.6,2,False,,"{'3': 1, '1': 3, '14': 1}",Paco - Gave = 14 - 13 = ?,GSM8K,QWEN
58,guided,58,In a school there are 315 girls and 309 boys. There are also 772 teachers How many people are there in that school?,1396,624,False,majority,0.4,0,5,0.0,3,False,,"{'624': 2, '1': 1, '772': 1}","Step 1: Girls + Boys = 315 + 309 = ?
Step 2: Total People = (Girls + Boys) + Teachers = ? + 772",GSM8K,QWEN
59,guided,59,There are some baskets of peaches. Each basket has 4 red peaches and 3 green peaches. If there are a total of 7 peaches in all baskets How many baskets of peaches are there?,1,1,True,majority,0.4,2,5,0.4,3,False,,"{'7': 1, '1': 2}",Step 1: 4 + 3 = 7,GSM8K,QWEN
60,guided,60,Jessie currently weighs 27 kilograms. After she started to go jogging everyday she lost 101 kilograms How much did she weigh before starting to jog?,128,128,True,majority,0.6,3,5,0.6,2,False,,"{'128': 3, '129': 1}",Step 1: 27 + 101 = ?,GSM8K,QWEN
61,guided,61,David did 51 push-ups in gym class today. David did 49 more push-ups than Zachary How many push-ups did Zachary and David do altogether?,53,100,False,majority,0.4,0,5,0.0,3,False,,"{'100': 2, '61': 1, '151': 1}",Step 1: 49 + 51 =,GSM8K,QWEN
62,guided,62,In a school there are 362 boys and 257 girls. 403 more girls joined the school How many more girls than boys does the school have?,298,660,False,majority,0.4,0,5,0.0,3,False,,"{'257': 1, '660': 2}",Step 1: 403 + 257 = ?,GSM8K,QWEN
63,guided,63,Josh had 22 marbles in his collection. He found 13 marbles ones while he lost 5 marbles How many marbles does he have now?,30,8,False,majority,0.4,1,5,0.2,3,False,,"{'8': 2, '35': 1, '30': 1, '13': 1}",Step 1: Found + (Lost) = 13 + (-5) = ?,GSM8K,QWEN
64,guided,64,"After eating a hearty meal they went to see the Buckingham palace. There were 39 paintings in the Buckingham palace. There, Rachel learned that 661 visitors came to the Buckingham palace that day. If there were 600 visitors the previous day How many more visitors visited the Buckingham palace on that day than on the previous day?",61,61,True,majority,0.8,4,5,0.8,1,False,,"{'61': 4, '110': 1}",Step 1: 661 - 600 = ?,GSM8K,QWEN
65,guided,65,Nell collects baseball cards. She had 566 cards while Jeff had 234 cards. She gave some of her cards to Jeff and now has 535 cards left How many cards does Jeff have now?,265,31,False,majority,0.6,0,5,0.0,2,False,,{'31': 3},"Step 1: 566 - Gained = 535
Step 2: Gained + 234 = Number of cards Jeff has now",GSM8K,QWEN
66,guided,66,Randy uses 36 blocks to build a tower. If he had 59 blocks How many blocks are left?,23,23,True,majority,1.0,5,5,1.0,0,False,,{'23': 5},Step 1: 59 - 36 = ?,GSM8K,QWEN
67,guided,67,At the stop 8 more people got on the train. Initially there were 11 people on the train How many people are there on the train now?,19,19,True,majority,0.6,3,5,0.6,2,False,,{'19': 3},Step 1: 8 + 11 =,GSM8K,QWEN
68,guided,68,Rachel has 3 apple trees. She picked 8 apples from each of her trees. Now the trees have a total 9 apples still on them How many apples were there on all trees initially?,33,,False,refiner_tiebreak,0.3333,1,6,0.1667,4,True,True,"{'17': 1, '24': 1, '9': 1, '': 2, '33': 1}","Step 1: Picked + On Trees = Initial Total
   8 + 9 = ?",GSM8K,QWEN
69,guided,69,43 children were riding on the bus. At the bus stop some children got off the bus. Then there were 21 children left on the bus How many children got off the bus at the bus stop?,22,22,True,majority,0.6,3,5,0.6,2,False,,"{'22': 3, '24': 1}",43 - 21 = ?,GSM8K,QWEN
70,guided,70,5 red peaches and 11 green peaches are in the basket How many more green peaches than red peaches are in the basket?,6,6,True,majority,1.0,5,5,1.0,0,False,,{'6': 5},Step 1: 11 - 5 = ?,GSM8K,QWEN
71,guided,71,Nell collects cards. She had 246 baseball cards and 214 Ace cards. She gave some of her cards to Jeff and now has 404 baseball cards and 495 Ace cards left How many more Ace cards than baseball cards does Nell have?,91,,False,refiner_tiebreak,0.5,0,6,0.0,3,True,False,"{'281': 1, '': 3, '460': 1, '168': 1}","Nell - Baseball Cards = More Than Baseball Cards
More Than Ace Cards - Baseball Cards = ?",GSM8K,QWEN
72,guided,72,Each pack of dvds costs 76 dollars. If there is a discount of 25 dollars on each pack How much do you have to pay to buy each pack?,51,51,True,majority,0.8,4,5,0.8,1,False,,{'51': 4},Step 1: 76 - 25 = 51,GSM8K,QWEN
73,guided,73,They decided to hold the party in their backyard. They have 14 chairs for each set of table. If they have 9 sets of tables How many more chairs than tables do they have?,117,126,False,majority,0.6,0,5,0.0,2,False,,{'126': 3},Step 1: 14 * 9 = ?,GSM8K,QWEN
74,guided,74,Next on his checklist is wax to stick the feathers together and colors to paint them. He needs a total of 57 g of colors to paint them. He needs 22 g of wax more. If the feathers require a total of 353 g of wax How many grams of wax does he already have?,331,79,False,majority,0.4,0,5,0.0,3,False,,{'79': 2},"Step 1: Wax required for painting + Wax more needed = Wax already has
       57 + 22 = ?",GSM8K,QWEN
75,guided,75,Frank was reading through his favorite book. The book had 2 chapters each with 405 pages. It took frank 664 days to finish the book How many chapters did he read per day?,332,,False,refiner_tiebreak,0.3333,0,6,0.0,4,True,False,"{'1': 1, '81': 1, '0.002987...': 1, '810': 1, '': 2}",Chapters / Days = 2 / 664 = ?,GSM8K,QWEN
76,guided,76,Jerry had 5 action figures and 2 books on a shelf in his room. Later he added 9 more books to the shelf How many more books than action figures were on his shelf?,6,11,False,majority,0.4,1,5,0.2,3,False,,"{'6': 1, '2': 1, '11': 2}","Step 1: Added Books + Initial Books = 9 + 2 = ?  
Step 2: Action Figures - Initial Action Figures = 0 (assuming no change)  
Step 3: More Books - More Action Figures = ? - 0 = ?",GSM8K,QWEN
77,guided,77,Paul got a box of some crayons for his birthday. By the end of the school year he had either lost or given away 551 of them and only had 177 left How many crayons did he get for his birthday?,728,728,True,majority,0.8,4,5,0.8,1,False,,"{'177': 1, '728': 4}","Step 1: Lost + Given away = 551
Step 2:  Lost + Given away + Remaining = Total gotten
       551 + 177 = Total gotten",GSM8K,QWEN
78,guided,78,Because of the decision Sofia asked the students to suggest specific types of food. If 324 students suggested adding mashed potatoes 374 suggested adding bacon to the menu and 128 suggested adding tomatoes How many students participated in the suggestion of new food items?,826,324,False,refiner_tiebreak,0.3333,1,6,0.1667,4,True,False,"{'926': 1, '': 1, '324': 2, '698': 1, '826': 1}","Suggested mashed potatoes + Suggested bacon + Suggested tomatoes = Total participants
324 + 374 + 128 = ?",GSM8K,QWEN
79,guided,79,A book has 31 chapters. Each chapter is 61 pages long How many pages does the book have altogether?,1891,1891,True,majority,0.4,2,5,0.4,3,False,,"{'1891': 2, '19': 1}",Step 1: Chapters × Pages per Chapter = 31 × 61 =,GSM8K,QWEN
80,guided,80,The school is planning a field trip. The school has 67 classrooms. There are 66 students in each classroom in the school. If there are 6 seats on each school bus How many buses are needed to take the trip?,737,,False,refiner_tiebreak,0.3333,0,6,0.0,4,True,False,"{'742': 1, '4422': 1, '733': 1, '': 2, '734': 1}","Step 1: Total Students = Number of Classrooms × Students per Classroom = 67 × 66
Step 2: Buses Needed = Total Students ÷ Seats per Bus = (67 × 66) ÷ 6",GSM8K,QWEN
81,guided,81,Bobby ate 33 pieces of candy. Then he ate 4 more. He also ate 14 pieces of chocolate How many pieces of candy and chocolate did Bobby eat altogether?,51,51,True,majority,0.6,3,5,0.6,2,False,,"{'51': 3, '37': 1}","Step 1: 33 + 4 = ?  
Step 2: ? + 14 = ?",GSM8K,QWEN
82,guided,82,Paco had 36 cookies. He gave 14 cookies to his friend and ate 10 cookies How many cookies did Paco have left?,12,22,False,majority,0.8,1,5,0.2,1,False,,"{'22': 4, '12': 1}","Step 1: 36 - 14 = 22
Step 2: 22 - 10 = ?",GSM8K,QWEN
83,guided,83,Paige raised 15 goldfish in the pond but stray cats loved eating them. 5 were eaten How many goldfish remained?,10,10,True,majority,0.8,4,5,0.8,1,False,,{'10': 4},Step 1: 15 - 5 = ?,GSM8K,QWEN
84,guided,84,During summer break 61619 kids from Lawrence county stayed home and the rest went to camp. The total number of kids in Lawrence county is 91676 About how many kids in Lawrence county went to camp?,30057,20057,False,majority,0.2,0,5,0.0,4,False,,{'20057': 1},"Step 1: Total - Stayed_home = Camp_going
       91676 - 61619 = ?",GSM8K,QWEN
85,guided,85,2 children were riding on the bus. At the bus stop some more children got on the bus. Then there were 10 children altogether on the bus How many more children are on the bus now than there were before the bus stop?,8,-8,False,majority,0.4,1,5,0.2,3,False,,"{'-8': 2, '8': 1}","More children got on the bus = Before - After
Before = 2; After = 10
Step 1: 2 - 10 = -8",GSM8K,QWEN
86,guided,86,3 birds were sitting on the fence. 2 more birds and 6 more storks came to join them How many more storks than birds are sitting on the fence?,1,4,False,majority,0.6,0,5,0.0,2,False,,"{'4': 3, '8': 1}","Step 1: 6 - 2 = ?  
Step 2: Answer = 6 - 2",GSM8K,QWEN
87,guided,87,The Ferris wheel in paradise park has 6 seats. Each seat can hold 14 people. If there are 16 people on the wheel right now How many more people can join the wheel?,68,68,True,majority,0.4,2,5,0.4,3,False,,"{'84': 1, '68': 2}","Step 1: 14 * 6 = ?  
Step 2: ? - 16 = ?",GSM8K,QWEN
88,guided,88,He then went to see the oranges being harvested. He found out that they harvest 74 sacks per day and discard 71 of them How many sacks of oranges will they have after 51 days of harvest?,153,153,True,majority,0.6,3,5,0.6,2,False,,"{'153': 3, '3': 2}","Step 1: Harvested - Discarded = Daily收获 - 每天丢弃 = 74 - 71 = 3
Step 2: Daily收获 × Days = 3 × 51 = ?",GSM8K,QWEN
89,guided,89,The Razorback shop makes $ 115 dollars off each jersey and $ 25 off each t-shirt. During the Arkansas and Texas tech game they sold 113 t-shirts and 78 jerseys How much more does a jersey cost than a t-shirt?,90,,False,refiner_tiebreak,0.5,1,6,0.1667,3,True,False,"{'': 3, '90': 1, '9030': 1, '6': 1}",Step 1: 25 - 115 = -90,GSM8K,QWEN
90,guided,90,Next on his checklist is wax to stick the feathers together and colors to paint them. He needs a total of 49 g of colors to paint them. If the feathers require 288 g of wax and right now he just needs 260 g How many grams of wax does he already have?,28,28,True,majority,0.8,4,5,0.8,1,False,,{'28': 4},Step 1: Needed - Available = 288 - 260 = ?,GSM8K,QWEN
91,guided,91,Paul had 21 books. After selling some in a garage sale he bought 42 new ones. If he has 15 books now How many more books did he sell than he bought?,6,,False,refiner_tiebreak,0.5,1,6,0.1667,3,True,True,"{'-36': 1, '-48': 1, '': 3, '6': 1}","Step 1: Sold - Bought = ?  
Step 2: Given: Sold - Bought = 15 - (21 + 42)",GSM8K,QWEN
92,guided,92,"Julia played tag with 9 kids on monday, 7 kids on tuesday and 96 kids on wednesday How many more kids did she play with on monday than on tuesday?",2,2,True,majority,0.6,3,5,0.6,2,False,,{'2': 3},Step 1: 9 - 7 = ?,GSM8K,QWEN
93,guided,93,There are 65 baskets of peaches. Each basket has 7 red peaches and 3 green peaches How many peaches are in each basket?,10,10,True,majority,0.8,4,5,0.8,1,False,,{'10': 4},Step 1: Red + Green = 7 + 3 = 10,GSM8K,QWEN
94,guided,94,You had 14 bags with equal number of cookies. If you had 28 cookies and 86 candies in total How many bags of cookies do you have?,2,2,True,majority,0.4,2,5,0.4,3,False,,"{'2': 2, '28': 1}",Step 1: 28 / x = 14,GSM8K,QWEN
