,mode,idx,question,gt_answer,op_type,final_answer,correct,strategy,confidence,correct_votes,total_votes,vote_consistency,wasted_votes,refiner_used,refiner_correct,vote_counts,plan,fineTunedOn,guideModel
14,guided,14,Lou's Shoes must sell 80 pairs of shoes each month. They sold 27 pairs last week and 12 pairs this week How many more pairs of shoes must they sell?,41,Multi-step,80,False,coin_flip,0.5,1,2,0.5,1,True,False,"{'80': 1, '41': 1}",Step 1: Total required - Sold so far = ?,ASDIV,QWEN
15,guided,15,Radio station Z-100 was giving away a $100 bill to every 100th caller during a contest and gave Jingle Ball tickets to every 40th caller How many callers must call before someone wins both a $100 bill and a Jingle Ball ticket?,200,Multi-step,200,True,majority,0.5,2,4,0.5,2,False,,"{'800': 1, '200': 2, '448': 1}",Step 1: Find LCM of 100 & 40,ASDIV,QWEN
16,guided,16,"Tommy had some balloons. His mom gave him 34 more balloons for his birthday. Then, Tommy had 60 balloons How many balloons did Tommy have to start with?",26,Subtraction,26,True,majority,0.6,3,5,0.6,2,False,,"{'26': 3, '60': 2}","Step 1: Initial + Received = Total
       ? + 34 = 60",ASDIV,QWEN
17,guided,17,"Virginia has 40 bananas and 4 marbles. If she shares the bananas among 40 friends, how many bananas does each friend get?",1,Division,1,True,majority,0.6667,2,3,0.6667,1,False,,"{'1': 2, '40': 1}",Step 1: Divide total bananas by number of friends.,ASDIV,QWEN
18,guided,18,"A farmer bought 164 rabbits. If the farmer wanted to fill 17 cages with the same number of rabbits, how many more rabbits should the farmer buy?",6,Subtraction,161,False,coin_flip,0.3333,0,3,0.0,2,True,False,"{'161': 1, '-11': 1, '164': 1}",Step 1: Cages * Rabbits per cage - Current rabbits = Additional rabbits needed.,ASDIV,QWEN
19,guided,19,"Roger had sixty-three dollars. If he spent forty-eight bucks on a new game, how many three dollar toys could he buy with the money he had left?",5,Division,15,False,majority,0.75,1,4,0.25,1,False,,"{'15': 3, '5': 1}",Step 1: Subtract spent amount from initial amount.,ASDIV,QWEN
20,guided,20,"Billy bought five boxes of books at a yard sale. If each box had seven books, how many books did he buy?",35,Multiplication,35,True,majority,1.0,4,4,1.0,0,False,,{'35': 4},Step 1: 5 × 7 = ?,ASDIV,QWEN
21,guided,21,Annette and Caitlin weigh 95 pounds together. Caitlin and Sara weigh 87 pounds together How much more does Annette weigh than Sara?,8,Subtraction,95,False,majority,1.0,0,1,0.0,0,False,,{'95': 1},Step 1: Total weight of Annette + Caitlin - (Total weight of Caitlin + Sara),ASDIV,QWEN
22,guided,22,Rachel picked three apples from her tree. Now the tree has four apples still on it How many apples did the tree have to begin with?,7,Addition,7,True,majority,0.6,3,5,0.6,2,False,,"{'7': 3, '4': 2}",Step 1: Apples left + Apples picked = Initial amount.,ASDIV,QWEN
23,guided,23,22 students are going on a field trip and 18 students are staying at school What is the ratio of the number of students who are going on the field trip to the number of students who are staying at school?,11,Multi-step,40,False,coin_flip,0.25,1,4,0.25,3,True,False,"{'40': 1, '11': 1, '4': 1, '22': 1}",Step 1: 22 - 18 = ?,ASDIV,QWEN
24,guided,24,3 owls were sitting on the fence. 2 more owls joined them How many owls are on the fence now?,5,Addition,5,True,majority,0.6,3,5,0.6,2,False,,"{'3': 2, '5': 3}",Step 1: Initial + New arrivals = ?,ASDIV,QWEN
25,guided,25,"Ron and Chanarong had breakfast at a cafe. Muffins cost $2 each, and fruit cups cost $2 each. Ron had 1 muffin and 2 fruit cups. Chanarong had 1 muffin and 2 fruit cups How much did their breakfast cost?",12,Addition,4,False,majority,0.6,0,5,0.0,2,False,,"{'4': 3, '14': 1, '10': 1}",Step 1: 2 + 2 = ?,ASDIV,QWEN
26,guided,26,Adam could fit nine action figures on each shelf in his room. His room has three shelves How many action figures total could his shelves hold?,27,Multiplication,27,True,majority,1.0,1,1,1.0,0,False,,{'27': 1},Step 1: 9 action figures/shelf × 3 shelves = ?,ASDIV,QWEN
27,guided,27,"A man is thrice as old as his son. After 12 years, he will be twice as old as his son Find their present ages.",36,Multi-step,12,False,refiner_tiebreak,0.4,1,5,0.2,3,True,False,"{'24': 1, '12': 2, '2': 1, '36': 1}",Step 1: Let current age of father = F and son = S. Then F = 3S.,ASDIV,QWEN
28,guided,28,"In a telephone poll, 7 people said they like shopping and 20 people said they do not like shopping What is the ratio of the number of people who do not like shopping to the number of people who like shopping?",20,Multi-step,20,True,coin_flip,0.3333,1,3,0.3333,2,True,False,"{'20': 1, '27': 1, '7': 1}",Step 1: 20 : 7,ASDIV,QWEN
29,guided,29,Mrs. Hilt bought a notebook for $1.30. She paid with nickels How many nickels did she use to buy the notebook?,26,Multi-step,26,True,majority,0.6667,2,3,0.6667,1,False,,"{'26': 2, '2.6': 1}",Step 1: Find value per nickel in cents.,ASDIV,QWEN
30,guided,30,A comic book costs 37 cents. The store owner reversed the digits by mistake. He wrote that number on the comic book How much did the store owner overcharge his customer?,36,Multi-step,73,False,majority,1.0,0,1,0.0,0,False,,{'73': 1},Step 1: Original price as digit reversal.,ASDIV,QWEN
31,guided,31,Mary is baking a cake. The recipe calls for 9 cups of flour and 3 cups of sugar. She already put in 2 cups of flour How many more cups of flour does she need to add ?,7,Subtraction,7,True,majority,1.0,3,3,1.0,0,False,,{'7': 3},Step 1: 9 - 2 = ?,ASDIV,QWEN
32,guided,32,"Before reaching the mountains, Stanley stopped over a car shop to buy new tires for the road. If he bought four tires each for $60.00, how much did he spend for tires in total?",240,Multiplication,240,True,majority,0.8,4,5,0.8,1,False,,"{'24': 1, '240': 4}",Step 1: 4 × $60.00 = ?,ASDIV,QWEN
33,guided,33,"At the end of the party, Mona gave away some souvenirs to her 6 closest friends. If each of them received 2 souvenir items, how many souvenirs did Mona give away?",12,Multiplication,12,True,majority,1.0,4,4,1.0,0,False,,{'12': 4},Step 1: 6 × 2 = ?,ASDIV,QWEN
34,guided,34,"A clown needed two hundred twenty-seven balloons for a party he was going to, but the balloons only came in packs of two How many packs of balloons would he need to buy?",114,Division,114,True,refiner_tiebreak,0.5,2,4,0.5,2,True,True,"{'11': 1, '114': 2, '113': 1}",Step 1: Divide total needed by pack size.,ASDIV,QWEN
35,guided,35,"Being his favorite, Michael has 4 times more flying robots than Tom. If Tom has 3 flying robots, how many flying robots does Michael have?",12,Multiplication,12,True,refiner_tiebreak,0.6,3,5,0.6,2,True,True,"{'3': 2, '12': 3}",Step 1: Favorite multiplier * Tom's flying robots = Michael's flying robots.,ASDIV,QWEN
36,guided,36,The third angle of a triangle is the same size as the first. The second angle is 4 times the third Find the measure of the angles.,30,Multi-step,90,False,coin_flip,0.5,0,2,0.0,1,True,False,"{'90': 1, '180': 1}",Step 1: Let Third Angle be T. Then First Angle also equals T. Second Angle is 4T. So we have T + T + 4T = Total Degrees in Triangle (which always sum to 180°).,ASDIV,QWEN
37,guided,37,A is two years older than B. A's father D is twice as old as A and B is twice old as his sister C. The ages of D and C differ by 40 years Find the ages of A and B.,26,Multi-step,40,False,majority,1.0,0,2,0.0,0,False,,{'40': 2},Step 1: Let age of B be x. Then age of A=x+2.,ASDIV,QWEN
38,guided,38,Miki bought 4 packs of red bouncy balls and 3 packs of yellow bouncy balls. Each package contained 7 bouncy balls How many more packs of red bouncy balls than yellow bouncy balls did Miki buy?,1,Subtraction,4,False,coin_flip,0.4,2,5,0.4,3,True,False,"{'4': 2, '1': 2, '49': 1}",Step 1: PacksRed - PacksYellow = ?,ASDIV,QWEN
39,guided,39,Joy will see her grandma in two days How many hours until she sees her?,48,Multiplication,48,True,majority,0.8,4,5,0.8,1,False,,"{'48': 4, '96': 1}",Step 1: Days to hours * 24 = ?,ASDIV,QWEN
40,guided,40,"Adam put eighteen items in the shopping cart. After deleting some, he had eight left How many items did Adam delete?",10,Subtraction,18,False,refiner_tiebreak,0.5,2,6,0.3333,3,True,False,"{'18': 3, '8': 1, '10': 2}",Step 1: Initial quantity - Deleted quantity = Remaining quantity.,ASDIV,QWEN
41,guided,41,"Ned was helping the cafeteria workers pick up lunch trays, but he could only carry eight trays at a time. If he had to pick up twenty-seven trays from one table and five trays from another, how many trips will he make?",4,Division,54,False,coin_flip,0.1667,1,6,0.1667,5,True,True,"{'54': 1, '27': 1, '24': 1, '32': 1, '20': 1, '4': 1}",Step 1: Total trays minus initial small pickup = 27 + 5 - 8 = ?,ASDIV,QWEN
42,guided,42,"Allen, Charles, Lex and Shiela spent days reading books for their book report. The texts were printed very small so they were only able to cover very few pages a day. Allen read about the Solar System. He read 10 pages a day of a book which has 120 pages How many days did it take Allen to finish reading the book?",12,Division,12,True,majority,1.0,5,5,1.0,0,False,,{'12': 5},Step 1: Total pages / Pages per day = Days,ASDIV,QWEN
43,guided,43,"A restaurant needs to buy three hundred eighty-seven new plates. If each box has five plates in it, how many boxes will they need to buy?",78,Division,387,False,majority,1.0,0,1,0.0,0,False,,{'387': 1},Step 1: Divide total plates by plates per box.,ASDIV,QWEN
44,guided,44,"The exit door leads to a river 487 inches across, if the bridge he needs to cross is only 295 inches, how much longer does he need to build if he wants to cross the river using the bridge?",192,Subtraction,192,True,majority,1.0,4,4,1.0,0,False,,{'192': 4},Step 1: River width - Bridge length = Additional length needed.,ASDIV,QWEN
45,guided,45,"Sam invited 9 friends to a birthday party, but 6 couldn't come. If he wanted to buy enough cupcakes so each person could have exactly 2, how many should he buy?",6,Multiplication,3,False,coin_flip,0.25,0,4,0.0,3,True,False,"{'3': 1, '18': 1, '15': 1, '8': 1}",Step 1: Total people attending = Invited + Remaining = 9 + 0 = ?,ASDIV,QWEN
46,guided,46,"A P.E. teacher needs to divide 14 male students and 7 female students into teams, each with the same combination of male students and female students and nobody left out What is the greatest number of teams that can be formed?",7,Multi-step,7,True,majority,1.0,4,4,1.0,0,False,,{'7': 4},"Step 1: Find common team size = GCD(14, 7) = ?",ASDIV,QWEN
47,guided,47,A lab technician cuts a 12 inch piece of tubing into two pieces in such a way that one piece is 2 times longer than the other How long are the pieces?,4,Multi-step,,False,majority,1.0,0,5,0.0,0,False,,{'': 5},Step 1: Let x be shorter piece length; then 2x is longer piece length.,ASDIV,QWEN
48,guided,48,Divide 39 balloons into 7 equal groups How many balloons are there in each group?,5,Division,5,True,majority,1.0,3,3,1.0,0,False,,{'5': 3},Step 1: 39 ÷ 7 = ?,ASDIV,QWEN
49,guided,49,"Even the chipmunks are trying to get away to find other warmer places to stay. If 21 chipmunk families were left from the original 86 families, how many chipmunk families went away?",65,Subtraction,65,True,majority,1.0,3,3,1.0,0,False,,{'65': 3},Step 1: Original Families - Left Families = 86 - 21 = ?,ASDIV,QWEN
50,guided,50,Randy has 78 blocks. He uses 19 blocks to build a tower How many blocks are left?,59,Subtraction,48,False,majority,1.0,0,1,0.0,0,False,,{'48': 1},Step 1: 78 - 19 = ?,ASDIV,QWEN
51,guided,51,Zoe is on vacation. She has already taken 28 pictures. She has enough film left to take 32 more pictures. Zoe took 16 more pictures at the dolphin show How many pictures has Zoe taken altogether?,44,Addition,44,True,majority,0.4,2,5,0.4,3,False,,"{'76': 1, '44': 2, '60': 1, '28': 1}",Step 1: Initial photos + Dolphin Show photos = ?,ASDIV,QWEN
52,guided,52,"While sorting some change into piggy banks, Diane put 72 coins in the first piggy bank, 81 coins in the second piggy bank, 90 coins in the third piggy bank, 99 coins in the fourth piggy bank, and 108 coins in the fifth piggy bank. If this pattern continues, how many coins will Diane put in the sixth piggy bank?",117,Multi-step,117,True,majority,1.0,1,1,1.0,0,False,,{'117': 1},Step 1: Find difference between consecutive amounts.,ASDIV,QWEN
53,guided,53,"Next on his checklist are wax glues to stick the feathers together. If the feathers require 469 g of wax and right now he just needs 257 g, how many grams of wax glue does he already have?",212,Subtraction,212,True,majority,0.75,3,4,0.75,1,False,,"{'212': 3, '400': 1}",Step 1: Needed - Have = ?,ASDIV,QWEN
54,guided,54,"Alissa picked 16 flowers. Her twin sister, Melissa, also picked 16 flowers. They gave their mother 18 flowers How many flowers did the sisters have left?",14,Subtraction,32,False,majority,1.0,0,4,0.0,0,False,,{'32': 4},Step 1: Total flowers picked by both = 16 + 16 = ?,ASDIV,QWEN
55,guided,55,"When she got to school, she saw that the school is composed of 9 buildings, each having 30 classrooms How many classrooms does the school have?",270,Multiplication,270,True,majority,0.6667,2,3,0.6667,1,False,,"{'270': 2, '9': 1}",Step 1: Buildings * Classrooms per building = Total classrooms.,ASDIV,QWEN
56,guided,56,Jenny was told to clean up her room in fourteen days or she could not go to her best friend's birthday party. It is three days left but Jenny has cleaned up her room How many days did she spend?,11,Subtraction,11,True,majority,1.0,3,3,1.0,0,False,,{'11': 3},Step 1: Total time minus remaining time = Days spent cleaning.,ASDIV,QWEN
57,guided,57,Doug built a tent in the shape of a regular pentagon. Its perimeter is 60 feet What is the length of each side of the tent?,12,Multi-step,5,False,majority,0.75,1,4,0.25,1,False,,"{'5': 3, '12': 1}",Step 1: Total sides * Length per side = Perimeter.,ASDIV,QWEN
58,guided,58,A group of science students went on a field trip. They took 2 vans and 3 buses. There were 8 people in each van and 20 people in each bus How many people went on the field trip?,76,Addition,76,True,majority,0.8,4,5,0.8,1,False,,"{'76': 4, '16': 1}",Step 1: Vans * People per Van + Buses * People per Bus = Total People,ASDIV,QWEN
59,guided,59,"During a senate campaign, a volunteer passed out a ""Vote for Hatfield"" button. The campaign button has a diameter of 8 centimeters What is the button's circumference?",25.12,Multi-step,,False,majority,1.0,0,5,0.0,0,False,,{'': 5},Step 1: π × Diameter = Circumference,ASDIV,QWEN
60,guided,60,Fifteen more than three times a number is the same as ten less than six times the number What is the number?,25,Multi-step,15,False,majority,1.0,0,3,0.0,0,False,,{'15': 3},Step 1: 6n - 10 = 3n + 15,ASDIV,QWEN
61,guided,61,An egg seller finds 432 eggs are either spoiled or broken and 1080 eggs are in good condition Find the ratio of bad eggs to good eggs.,2,Multi-step,432,False,majority,0.6,0,5,0.0,2,False,,"{'432': 3, '1512': 1, '6': 1}","Step 1: Bad Eggs + Broken Eggs = Total Bad = 432
Step 2: Good Eggs = 1080",ASDIV,QWEN
62,guided,62,Tony made 14 L of lemonade for a party. His guests drank 9500 mL of the lemonade How many milliliters of lemonade did Tony have left over?,4500,Subtraction,4500,True,majority,1.0,1,1,1.0,0,False,,{'4500': 1},Step 1: Convert liters to milliliters.,ASDIV,QWEN
63,guided,63,"After New York, she decided to visit the Smithsonian in Washington DC. If she has 63 miniature aircrafts and she gave away 49 to the National Air and Space Museum, how many are left with her?",14,Subtraction,14,True,majority,0.6667,2,3,0.6667,1,False,,"{'14': 2, '63': 1}",Step 1: Initial count - Given = 63 - ?,ASDIV,QWEN
64,guided,64,"There were 36 dogs and 29 cats in a pet center. After 20 of the dogs were adopted by people, the pet center collected another 12 cats How many pets were there in the pet center in the end?",57,Multi-step,16,False,majority,1.0,0,4,0.0,0,False,,{'16': 4},Step 1: Adopted dogs removed from total = 36 - 20 = ?,ASDIV,QWEN
65,guided,65,"Paul made forty-four dollars mowing lawns and twenty-eight dollars weed eating. If he only spent nine dollar a week, how long would the money last him?",8,Division,72,False,majority,0.8,1,5,0.2,1,False,,"{'8': 1, '72': 4}",Step 1: Total earnings = $44 + $28,ASDIV,QWEN
66,guided,66,Amelia works at the candy store. She has to sell 90 Jet Bars each week. She sold 45 on Monday. She sold 16 fewer Jet Bars on Tuesday How many more Jet Bars does Ameila have to sell?,16,Subtraction,90,False,coin_flip,0.4,0,5,0.0,3,True,False,"{'90': 2, '25': 1, '45': 2}",Step 1: Sold on Monday + Sold on Tuesday = Needed minus so far.,ASDIV,QWEN
67,guided,67,It takes 3 eggs to make a cake How many cakes can you make with 37 eggs?,12,Division,12,True,refiner_tiebreak,0.6667,2,3,0.6667,1,True,True,"{'1': 1, '12': 2}",Step 1: 37 ÷ 3 = ?,ASDIV,QWEN
68,guided,68,"A farmer had ninety-seven tomatoes from his garden. If he picked eighty-three of them, how many would he have left?",14,Subtraction,14,True,majority,0.75,3,4,0.75,1,False,,"{'14': 3, '-14': 1}",Step 1: Picked - Total = ?,ASDIV,QWEN
69,guided,69,"A grocery store needed eight hundred ten cans of peas. If the peas come in boxes with four cans in each box, how many boxes would they need to order?",203,Division,810,False,majority,0.4,0,5,0.0,3,False,,"{'2000.25': 1, '810': 2, '200': 1, '201': 1}",Step 1: Total cans needed ÷ Cans per box = Boxes needed.,ASDIV,QWEN
70,guided,70,Gina mixed paint to make her favorite shade of purple. She filled up one third of the container with red paint. Then she filled the remaining space with 4 L of blue paint How many milliliters of paint did Gina mix?,6000,Multiplication,3,False,coin_flip,0.3333,0,3,0.0,2,True,False,"{'3': 1, '2': 1, '12000': 1}",Step 1: (Total volume) / 3 = ?,ASDIV,QWEN
71,guided,71,The school is planning a field trip. There are 60 students and 10 seats on each school bus How many buses are needed to take the trip?,6,Division,6,True,majority,0.8,4,5,0.8,1,False,,"{'6': 4, '60': 1}",Step 1: Divide total students by seats per bus.,ASDIV,QWEN
72,guided,72,Tina had a large collection of beanie babies. She gave 8 beanie babies to her cousin. She gave half that amount to her sister. She gave 36 beanie babies to needy children. She kept 12 for herself How many beanie babies were in Tina's collection at first?,60,Addition,12,False,majority,0.6,0,5,0.0,2,False,,"{'12': 3, '8': 1, '72': 1}",Step 1: Cousin + Sister = 8 + 4 =,ASDIV,QWEN
73,guided,73,"The difference of two numbers is 70. If the larger number is 6 times the smaller number, find the numbers.",84,Multi-step,84,True,coin_flip,0.5,2,4,0.5,2,True,False,"{'84': 2, '70': 2}",Step 1: Let S be the smaller number and L be the larger number. Then L = 6S.,ASDIV,QWEN
74,guided,74,"If the group was able to make 65 recycled materials from what they gathered and the teachers were able to make 28, how many recycled products will they be able to sell at the fair?",93,Addition,93,True,majority,0.75,3,4,0.75,1,False,,"{'93': 3, '65': 1}",Step 1: Gathered + Made by Teachers = ?,ASDIV,QWEN
75,guided,75,Mrs. Randall has taught third grade for 18 years. She has 26 students this year. She also taught second grade for 8 years How many years has Mrs. Randall been teaching?,26,Addition,26,True,majority,1.0,3,3,1.0,0,False,,{'26': 3},Step 1: 18 + 8 = ?,ASDIV,QWEN
76,guided,76,Paco had 35 cookies. He ate 6 of them How many cookies did Paco have left?,29,Subtraction,29,True,majority,1.0,4,4,1.0,0,False,,{'29': 4},Step 1: 35 - 6 = ?,ASDIV,QWEN
77,guided,77,A fast food restaurant had ninety-one hotdogs. After selling some they had twenty left What's the difference between the number of hotdogs before selling and after selling?,71,Subtraction,71,True,majority,1.0,4,4,1.0,0,False,,{'71': 4},Step 1: Ninety-one minus Twenty = ?,ASDIV,QWEN
78,guided,78,A book had a length of 5 inches and a total area of 50 square inches How wide is the book?,10,Multi-step,10,True,majority,1.0,2,2,1.0,0,False,,{'10': 2},Step 1: Area / Length = Width,ASDIV,QWEN
79,guided,79,"Issa jogged two-thirds of the way home from school. Then he was tired, so he walked the remaining 3200 m How many kilometers did Issa travel from school to his house?",9.6,Multiplication,3.2,False,coin_flip,0.5,1,2,0.5,1,True,False,"{'3.2': 1, '9.6': 1}",Step 1: Let x be the total distance in meters. We know that 2/3x + 3200m = x,ASDIV,QWEN
80,guided,80,Next on his list is the famous Empire State Building. There he learned that the building stands 1250 feet to the top floor and the antenna spire is 204 feet How tall is the Empire State Building?,1454,Addition,1454,True,majority,1.0,1,1,1.0,0,False,,{'1454': 1},Step 1: Top Floor + Antenna Spire = ?,ASDIV,QWEN
81,guided,81,The distance travelled by Ben and Tim is in the ratio 3:4. The distance travelled by Ben is 18 miles Find the distance travelled by Tim.,24,Multi-step,6,False,coin_flip,0.3333,1,3,0.3333,2,True,True,"{'6': 1, '126': 1, '24': 1}",Step 1: 3x = 18,ASDIV,QWEN
82,guided,82,"For a party Janet bought some cupcakes. She bought 2 chocolate, 13 vanilla and 2 strawberry What's the difference between the number of cupcakes of chocolate flavor and the vanilla flavor?",11,Subtraction,2,False,majority,1.0,0,2,0.0,0,False,,{'2': 2},Step 1: Chocolate - Vanilla = ?,ASDIV,QWEN
83,guided,83,"At the gym, Hillary swims every 6 days, runs every 4 days and cycles every 16 days. If she did all three activities today, in how many days will she do all three activities again on the same day?",48,Multi-step,48,True,majority,1.0,3,3,1.0,0,False,,{'48': 3},"Step 1: Find LCM of swimming (6), running (4) & cycling periods (16).",ASDIV,QWEN
84,guided,84,"There are 72 boys and 90 girls on the math team. For the next math competition, Mr. Johnson would like to arrange all of the students in equal rows with only girls or only boys in each row What is the greatest number of students that can be in each row?",18,Multi-step,18,True,coin_flip,0.25,1,4,0.25,3,True,False,"{'18': 1, '6': 1, '4': 1, '72': 1}",Step 1: Find common factors between 72 (boys) & 90 (girls).,ASDIV,QWEN
85,guided,85,A movie poster was 4 inches wide and 7 inches tall What is the area of the poster?,28,Multi-step,28,True,majority,1.0,2,2,1.0,0,False,,{'28': 2},Step 1: Width × Height = Area.,ASDIV,QWEN
86,guided,86,Sally memorized eight poems. After some time she could only recite three of them How many poems did she forget?,5,Subtraction,5,True,majority,0.75,3,4,0.75,1,False,,"{'8': 1, '5': 3}",Step 1: Total poems - Recited poems = Forgotten poems,ASDIV,QWEN
87,guided,87,"Ellen had 380 legos, but she lost 57 of them How many legos does she have now?",323,Subtraction,323,True,majority,1.0,3,3,1.0,0,False,,{'323': 3},Step 1: 380 - 57 = ?,ASDIV,QWEN
88,guided,88,"3 tons of mulch cost $15,000.00 What is the price per pound?",2.5,Division,2.5,True,refiner_tiebreak,0.6667,2,3,0.6667,1,True,True,"{'2.5': 2, '3': 1}",Step 1: Convert tons to pounds.,ASDIV,QWEN
89,guided,89,Joey checked his pockets for money. He found 17 cents in his pants pocket. He found 24 cents more than that in his jacket pocket How much money did Joey find altogether?,58,Addition,41,False,majority,0.6667,1,3,0.3333,1,False,,"{'41': 2, '58': 1}",Step 1: Pants + Jacket = 17 + (17+24) = ?,ASDIV,QWEN
90,guided,90,"There are 5929 Skittles in Steven's Skittle collection. Steven also has 11 erasers. If the Skittles are organized into 77 groups, how big is each group?",77,Division,5929,False,refiner_tiebreak,0.5,0,4,0.0,2,True,False,"{'5929': 2, '80': 1, '76': 1}",Step 1: Divide total Skittles by the number of groups.,ASDIV,QWEN
91,guided,91,"At Billy's Restaurant a group with two adults and five children came in to eat. If each meal cost three dollars, how much was the bill?",21,Multiplication,21,True,majority,0.6667,2,3,0.6667,1,False,,"{'21': 2, '7': 1}",Step 1: Meals for adults + Meals for kids = Total meals.,ASDIV,QWEN
92,guided,92,"On a modern art painting, there are 3 green dots in the first row, 6 green dots in the second row, 9 green dots in the third row, and 12 green dots in the fourth row. If this pattern continues, how many green dots will there be in the fifth row?",15,Multi-step,15,True,majority,0.75,3,4,0.75,1,False,,"{'12': 1, '15': 3}",Step 1: +3 = ?,ASDIV,QWEN
93,guided,93,Olivia was collecting cans for recycling. She had four bags with five cans inside each bag How many cans did she have?,20,Multiplication,20,True,majority,1.0,5,5,1.0,0,False,,{'20': 5},Step 1: 5 x 4 = ?,ASDIV,QWEN
94,guided,94,A window had a length of 6 feet and a width of 10 feet What is the area of the window?,60,Multi-step,60,True,majority,1.0,2,2,1.0,0,False,,{'60': 2},Step 1: Length × Width = Area.,ASDIV,QWEN
95,guided,95,"A 6 ft board is cut into two pieces, one twice as long as the other How long are the pieces?",2,Multi-step,6,False,majority,1.0,0,1,0.0,0,False,,{'6': 1},Step 1: Let x be half-length piece length → 2x for double-length piece.,ASDIV,QWEN
96,guided,96,Maria and her sister want to buy a present for their mother. Maria has $17. Her sister has double that amount. They want to buy their mom a coat that costs $80 How much more money do they need?,29,Subtraction,29,True,coin_flip,0.3333,1,3,0.3333,2,True,False,"{'29': 1, '17': 1, '34': 1}",Step 1: Find total money.,ASDIV,QWEN
