,mode,idx,question,gt_answer,op_type,final_answer,correct,strategy,confidence,correct_votes,total_votes,vote_consistency,wasted_votes,refiner_used,refiner_correct,vote_counts,plan,fineTunedOn,guideModel
49,guided,49,"Even the chipmunks are trying to get away to find other warmer places to stay. If 21 chipmunk families were left from the original 86 families, how many chipmunk families went away?",65,Subtraction,65,True,majority,0.8,4,5,0.8,1,False,,"{'65': 4, '86': 1}","Step 1: Original - Left = ?  
       86 - 21 = ?",SVAMP,QWEN
50,guided,50,Randy has 78 blocks. He uses 19 blocks to build a tower How many blocks are left?,59,Subtraction,59,True,refiner_tiebreak,0.4,2,5,0.4,3,True,True,"{'-59': 1, '39': 1, '59': 2, '0': 1}",Step 1: 19 - 78 = ?,SVAMP,QWEN
51,guided,51,Zoe is on vacation. She has already taken 28 pictures. She has enough film left to take 32 more pictures. Zoe took 16 more pictures at the dolphin show How many pictures has Zoe taken altogether?,44,Addition,28,False,majority,0.6,0,5,0.0,2,False,,"{'28': 3, '76': 1, '60': 1}",Step 1: Taken + More_at_dolphin_show = ?,SVAMP,QWEN
52,guided,52,"While sorting some change into piggy banks, Diane put 72 coins in the first piggy bank, 81 coins in the second piggy bank, 90 coins in the third piggy bank, 99 coins in the fourth piggy bank, and 108 coins in the fifth piggy bank. If this pattern continues, how many coins will Diane put in the sixth piggy bank?",117,Multi-step,117,True,majority,1.0,1,1,1.0,0,False,,{'117': 1},Step 1: 99 + 18 = ?,SVAMP,QWEN
53,guided,53,"Next on his checklist are wax glues to stick the feathers together. If the feathers require 469 g of wax and right now he just needs 257 g, how many grams of wax glue does he already have?",212,Subtraction,55,False,majority,1.0,0,2,0.0,0,False,,{'55': 2},Step 1: Needed - Have = 257 - ? = 202,SVAMP,QWEN
54,guided,54,"Alissa picked 16 flowers. Her twin sister, Melissa, also picked 16 flowers. They gave their mother 18 flowers How many flowers did the sisters have left?",14,Subtraction,32,False,majority,0.75,0,4,0.0,1,False,,"{'32': 3, '36': 1}","Step 1: Picked + Picked = Given
          16 + 16 = ?",SVAMP,QWEN
55,guided,55,"When she got to school, she saw that the school is composed of 9 buildings, each having 30 classrooms How many classrooms does the school have?",270,Multiplication,270,True,majority,1.0,2,2,1.0,0,False,,{'270': 2},Step 1: Buildings * Classrooms per Building = 9 * 30 = ?,SVAMP,QWEN
56,guided,56,Jenny was told to clean up her room in fourteen days or she could not go to her best friend's birthday party. It is three days left but Jenny has cleaned up her room How many days did she spend?,11,Subtraction,11,True,majority,1.0,4,4,1.0,0,False,,{'11': 4},"Step 1: TotalDays - RemainingDays = CleanedUpSoFar
       14 - 3 = ?",SVAMP,QWEN
57,guided,57,Doug built a tent in the shape of a regular pentagon. Its perimeter is 60 feet What is the length of each side of the tent?,12,Multi-step,12,True,majority,1.0,3,3,1.0,0,False,,{'12': 3},Step 1: Total length / Number of sides = 60 / 5 = ?,SVAMP,QWEN
58,guided,58,A group of science students went on a field trip. They took 2 vans and 3 buses. There were 8 people in each van and 20 people in each bus How many people went on the field trip?,76,Addition,76,True,majority,1.0,5,5,1.0,0,False,,{'76': 5},Step 1: Vans * People per Van + Buses * People per Bus = 2 * 8 + 3 * 20 = ?,SVAMP,QWEN
59,guided,59,"During a senate campaign, a volunteer passed out a ""Vote for Hatfield"" button. The campaign button has a diameter of 8 centimeters What is the button's circumference?",25.12,Multi-step,25.12,True,majority,1.0,2,2,1.0,0,False,,{'25.12': 2},"Step 1: π × Diameter = Circumference
       3.14 × 8 = ?",SVAMP,QWEN
60,guided,60,Fifteen more than three times a number is the same as ten less than six times the number What is the number?,25,Multi-step,15,False,majority,0.6667,0,3,0.0,1,False,,"{'15': 2, '8.3333': 1}",Step 1: 6N - 10 = 3N + 15,SVAMP,QWEN
61,guided,61,An egg seller finds 432 eggs are either spoiled or broken and 1080 eggs are in good condition Find the ratio of bad eggs to good eggs.,2,Multi-step,-648,False,majority,0.6667,0,3,0.0,1,False,,"{'-648': 2, '-0.6': 1}",Step 1: Spoiled/Broken - Good = 432 - 1080 = -648,SVAMP,QWEN
62,guided,62,Tony made 14 L of lemonade for a party. His guests drank 9500 mL of the lemonade How many milliliters of lemonade did Tony have left over?,4500,Subtraction,4500,True,majority,1.0,2,2,1.0,0,False,,{'4500': 2},"Step 1: 14L * 1000mL/L = 14000 mL
Step 2: 14000 mL - 9500 mL = ?",SVAMP,QWEN
63,guided,63,"After New York, she decided to visit the Smithsonian in Washington DC. If she has 63 miniature aircrafts and she gave away 49 to the National Air and Space Museum, how many are left with her?",14,Subtraction,0,False,majority,0.75,0,4,0.0,1,False,,"{'49': 1, '0': 3}",Step 1: 49 - Given = 49 - 49 = ?,SVAMP,QWEN
64,guided,64,"There were 36 dogs and 29 cats in a pet center. After 20 of the dogs were adopted by people, the pet center collected another 12 cats How many pets were there in the pet center in the end?",57,Multi-step,57,True,refiner_tiebreak,0.3333,2,6,0.3333,4,True,True,"{'-16': 1, '41': 1, '16': 1, '57': 2, '28': 1}","Step 1: Adopted dogs - Remaining dogs = 20 - ? = ?
Step 2: Collected new cats + Existing cats = 12 + ? = ?",SVAMP,QWEN
65,guided,65,"Paul made forty-four dollars mowing lawns and twenty-eight dollars weed eating. If he only spent nine dollar a week, how long would the money last him?",8,Division,72,False,majority,1.0,0,5,0.0,0,False,,{'72': 5},Step 1: Total Money Earned = $44 + $28 = ?,SVAMP,QWEN
66,guided,66,Amelia works at the candy store. She has to sell 90 Jet Bars each week. She sold 45 on Monday. She sold 16 fewer Jet Bars on Tuesday How many more Jet Bars does Ameila have to sell?,16,Subtraction,29,False,majority,0.75,0,4,0.0,1,False,,"{'29': 3, '61': 1}",Step 1: Sold - Given = 45 - 16 = ?,SVAMP,QWEN
67,guided,67,It takes 3 eggs to make a cake How many cakes can you make with 37 eggs?,12,Division,12,True,majority,1.0,2,2,1.0,0,False,,{'12': 2},Step 1: 37 ÷ 3 =,SVAMP,QWEN
68,guided,68,"A farmer had ninety-seven tomatoes from his garden. If he picked eighty-three of them, how many would he have left?",14,Subtraction,-14,False,majority,0.5,1,4,0.25,2,False,,"{'14': 1, '-6': 1, '-14': 2}",Step 1: Picked - Total = 83 - 97 = ?,SVAMP,QWEN
69,guided,69,"A grocery store needed eight hundred ten cans of peas. If the peas come in boxes with four cans in each box, how many boxes would they need to order?",203,Division,202,False,majority,0.6667,0,3,0.0,1,False,,"{'202': 2, '80': 1}",Step 1: 810 ÷ 4 = ?,SVAMP,QWEN
70,guided,70,Gina mixed paint to make her favorite shade of purple. She filled up one third of the container with red paint. Then she filled the remaining space with 4 L of blue paint How many milliliters of paint did Gina mix?,6000,Multiplication,,False,majority,1.0,0,5,0.0,0,False,,{'': 5},Step 1: (Total Volume / 3) + 4 = ? mL,SVAMP,QWEN
71,guided,71,The school is planning a field trip. There are 60 students and 10 seats on each school bus How many buses are needed to take the trip?,6,Division,6,True,majority,0.75,3,4,0.75,1,False,,"{'6': 3, '50': 1}",Step 1: Total Students ÷ Seats per Bus = 60 ÷ 10 = ?,SVAMP,QWEN
72,guided,72,Tina had a large collection of beanie babies. She gave 8 beanie babies to her cousin. She gave half that amount to her sister. She gave 36 beanie babies to needy children. She kept 12 for herself How many beanie babies were in Tina's collection at first?,60,Addition,50,False,coin_flip,0.3333,0,6,0.0,4,True,False,"{'50': 2, '12': 2, '8': 1, '0': 1}","Step 1: Gave to cousin + Gave to sister = 8 + 4 = ?
Step 2: Collected amounts = 8 + 4 + 36 + 12 = ?",SVAMP,QWEN
73,guided,73,"The difference of two numbers is 70. If the larger number is 6 times the smaller number, find the numbers.",84,Multi-step,70,False,majority,1.0,0,5,0.0,0,False,,{'70': 5},"Step 1: Larger_number - Smaller_number = 70
Step 2: Larger_number = 6 × Smaller_number",SVAMP,QWEN
74,guided,74,"If the group was able to make 65 recycled materials from what they gathered and the teachers were able to make 28, how many recycled products will they be able to sell at the fair?",93,Addition,37,False,majority,1.0,0,2,0.0,0,False,,{'37': 2},Step 1: Gathered - Teachers = ?,SVAMP,QWEN
75,guided,75,Mrs. Randall has taught third grade for 18 years. She has 26 students this year. She also taught second grade for 8 years How many years has Mrs. Randall been teaching?,26,Addition,26,True,majority,1.0,2,2,1.0,0,False,,{'26': 2},Step 1: Years Teaching Third Grade + Years Teaching Second Grade = Total Years Teach,SVAMP,QWEN
76,guided,76,Paco had 35 cookies. He ate 6 of them How many cookies did Paco have left?,29,Subtraction,29,True,majority,0.6667,2,3,0.6667,1,False,,"{'24': 1, '29': 2}",Step 1: 35 - 6 = ?,SVAMP,QWEN
77,guided,77,A fast food restaurant had ninety-one hotdogs. After selling some they had twenty left What's the difference between the number of hotdogs before selling and after selling?,71,Subtraction,71,True,majority,0.6,3,5,0.6,2,False,,"{'91': 2, '71': 3}","Step 1: Sold = Initial - Left
       91 - 20 = ?",SVAMP,QWEN
78,guided,78,A book had a length of 5 inches and a total area of 50 square inches How wide is the book?,10,Multi-step,10,True,majority,1.0,3,3,1.0,0,False,,{'10': 3},"Step 1: Area / Length = Width
       50 ÷ 5 = ?",SVAMP,QWEN
79,guided,79,"Issa jogged two-thirds of the way home from school. Then he was tired, so he walked the remaining 3200 m How many kilometers did Issa travel from school to his house?",9.6,Multiplication,9600,False,majority,0.5,0,4,0.0,2,False,,"{'9600': 2, '1.07': 1, '3200': 1}",Step 1: Tired distance / Remaining fraction = 3200 / (1/3) = ?,SVAMP,QWEN
80,guided,80,Next on his list is the famous Empire State Building. There he learned that the building stands 1250 feet to the top floor and the antenna spire is 204 feet How tall is the Empire State Building?,1454,Addition,1454,True,majority,1.0,1,1,1.0,0,False,,{'1454': 1},"Step 1: Top Floor + Spire = Height:
       1250 + 204 = ?",SVAMP,QWEN
81,guided,81,The distance travelled by Ben and Tim is in the ratio 3:4. The distance travelled by Ben is 18 miles Find the distance travelled by Tim.,24,Multi-step,6,False,majority,1.0,0,1,0.0,0,False,,{'6': 1},Step 1: 3x = 18,SVAMP,QWEN
82,guided,82,"For a party Janet bought some cupcakes. She bought 2 chocolate, 13 vanilla and 2 strawberry What's the difference between the number of cupcakes of chocolate flavor and the vanilla flavor?",11,Subtraction,-11,False,majority,0.8,0,5,0.0,1,False,,"{'-11': 4, '2': 1}",Step 1: Chocolate - Vanilla = ?,SVAMP,QWEN
83,guided,83,"At the gym, Hillary swims every 6 days, runs every 4 days and cycles every 16 days. If she did all three activities today, in how many days will she do all three activities again on the same day?",48,Multi-step,48,True,majority,0.75,3,4,0.75,1,False,,"{'48': 3, '8': 1}","Step 1: Least Common Multiple (LCM) of 6, 4, and 16 = ?",SVAMP,QWEN
84,guided,84,"There are 72 boys and 90 girls on the math team. For the next math competition, Mr. Johnson would like to arrange all of the students in equal rows with only girls or only boys in each row What is the greatest number of students that can be in each row?",18,Multi-step,-342,False,coin_flip,0.2,1,5,0.2,4,True,False,"{'-342': 1, '36': 1, '12': 1, '18': 1, '72': 1}","Step 1: GCD(72, 90) = ?",SVAMP,QWEN
85,guided,85,A movie poster was 4 inches wide and 7 inches tall What is the area of the poster?,28,Multi-step,28,True,majority,1.0,3,3,1.0,0,False,,{'28': 3},Step 1: Width * Height = 4 * 7 = ?,SVAMP,QWEN
86,guided,86,Sally memorized eight poems. After some time she could only recite three of them How many poems did she forget?,5,Subtraction,5,True,majority,1.0,4,4,1.0,0,False,,{'5': 4},"Step 1: Total Poems - Memorized Poems = Forgotten Poems
          8 - 3 = ?",SVAMP,QWEN
87,guided,87,"Ellen had 380 legos, but she lost 57 of them How many legos does she have now?",323,Subtraction,330,False,coin_flip,0.25,1,4,0.25,3,True,True,"{'330': 1, '3': 1, '380': 1, '323': 1}",Step 1: 380 - 57 = ?,SVAMP,QWEN
88,guided,88,"3 tons of mulch cost $15,000.00 What is the price per pound?",2.5,Division,5,False,majority,0.75,1,4,0.25,1,False,,"{'2.5': 1, '5': 3}",Step 1: $15000 / 3000 = ?,SVAMP,QWEN
89,guided,89,Joey checked his pockets for money. He found 17 cents in his pants pocket. He found 24 cents more than that in his jacket pocket How much money did Joey find altogether?,58,Addition,58,True,majority,0.6,3,5,0.6,2,False,,"{'41': 2, '58': 3}","Step 1: Found_in_pants + Extra_found_jacket = ?  
       17 + (17+24) = ?",SVAMP,QWEN
90,guided,90,"There are 5929 Skittles in Steven's Skittle collection. Steven also has 11 erasers. If the Skittles are organized into 77 groups, how big is each group?",77,Division,77,True,majority,1.0,2,2,1.0,0,False,,{'77': 2},Step 1: 5929 ÷ 77 =,SVAMP,QWEN
91,guided,91,"At Billy's Restaurant a group with two adults and five children came in to eat. If each meal cost three dollars, how much was the bill?",21,Multiplication,6,False,majority,0.75,1,4,0.25,1,False,,"{'6': 3, '21': 1}",Step 1: 2 * 3 + 5 * 3 = ?,SVAMP,QWEN
92,guided,92,"On a modern art painting, there are 3 green dots in the first row, 6 green dots in the second row, 9 green dots in the third row, and 12 green dots in the fourth row. If this pattern continues, how many green dots will there be in the fifth row?",15,Multi-step,12,False,majority,0.5,1,4,0.25,2,False,,"{'12': 2, '15': 1, '9': 1}","Step 1: Add 3 to the previous row's count.
       ? + 9 = 12",SVAMP,QWEN
93,guided,93,Olivia was collecting cans for recycling. She had four bags with five cans inside each bag How many cans did she have?,20,Multiplication,20,True,majority,1.0,4,4,1.0,0,False,,{'20': 4},Step 1: 5 × 4 =,SVAMP,QWEN
