,mode,idx,question,gt_answer,final_answer,correct,strategy,confidence,correct_votes,total_votes,vote_consistency,wasted_votes,refiner_used,refiner_correct,vote_counts,plan,fineTunedOn,guideModel
12,guided,14,The bananas in Philip's collection are organized into 196 groups. If there are a total of 392 bananas in Philip's banana collection How big is each group?,2,2,True,majority,0.4,2,5,0.4,3,False,,{'2': 2},Step 1: Total Bananas ÷ Groups = 392 ÷ 196 = ?,SVAMP,QWEN
13,guided,15,The cave is 1218 feet deep and they are already at 849 feet. If they are travelling at speed of 17 How much farther until they reach the end of the cave?,369,369,True,majority,0.4,2,5,0.4,3,False,,{'369': 2},"Step 1: Total depth - Current depth = Distance left
          1218 - 849 = ?",SVAMP,QWEN
14,guided,16,The Ferris wheel in paradise park has 4 seats. If 20 people can ride the wheel at the same time How many people can each seat hold?,5,5,True,majority,0.6,3,5,0.6,2,False,,{'5': 3},"Step 1: Total capacity ÷ Number of seats = ?  
       20 ÷ 4 = ?",SVAMP,QWEN
15,guided,17,A farmer had 177 tomatoes and 12 potatoes in his garden. If he picked 53 tomatoes How many tomatoes and potatoes does he have left?,136,136,True,majority,0.6,3,5,0.6,2,False,,"{'136': 3, '177': 1}","Step 1: Picked - Tomatoes = 53 - ? = ?
Step 2: Remaining Tomatoes + Potatoes = ? + 12",SVAMP,QWEN
16,guided,18,Danny collects bottle caps. He lost 66 bottle caps at the park. Now he has 25 bottle caps in his collection How many bottle caps did danny have at first?,91,91,True,majority,0.8,4,5,0.8,1,False,,{'91': 4},"Step 1: Lost + Remaining = First Amount
   66 + 25 = ?",SVAMP,QWEN
17,guided,19,"Jack received 4 emails in the morning, 5 emails in the afternoon and 8 emails in the evening How many emails did Jack receive in the afternoon and evening?",13,13,True,majority,0.6,3,5,0.6,2,False,,"{'5': 1, '13': 3, '17': 1}",Step 1: Emails in afternoon + Evening = ?,SVAMP,QWEN
18,guided,20,Paco had 22 sweet cookies and 75 salty cookies. He ate 15 sweet cookies and 54 salty cookies How many sweet cookies did Paco have left?,7,7,True,majority,0.6,3,5,0.6,2,False,,"{'7': 3, '22': 1}",Step 1: 22 - 15 = ?,SVAMP,QWEN
19,guided,21,The ring toss game at the carnival made the same amount of money each day. In total in 5 days they earned 165 dollars How much did they make per day?,33,33,True,majority,0.6,3,5,0.6,2,False,,"{'33': 3, '115': 1}",Step 1: Total earnings ÷ Days = $165 ÷ 5 = $?,SVAMP,QWEN
20,guided,22,Dave had 24 files and 13 apps on his phone. After deleting some apps and files he had 17 apps and 21 files left How many files did he delete?,3,3,True,majority,0.8,4,5,0.8,1,False,,"{'3': 4, '24': 1}",Step 1: Initial Files - Remaining Files = ?,SVAMP,QWEN
21,guided,23,In a school there are 569 girls and 236 boys How many more girls than boys does the school have?,333,333,True,majority,0.6,3,5,0.6,2,False,,"{'333': 3, '3': 2}","Step 1: Girls - Boys = ?  
       569 - 236 = ?",SVAMP,QWEN
22,guided,24,Rebecca wants to split a collection of eggs into groups of 11. If each group has 2 eggs How many eggs does Rebecca have?,22,4,False,majority,0.6,0,5,0.0,2,False,,"{'4': 3, '2': 1}","Step 1: Group Count * Egg Per Group = Total Eggs
          2 * ? = ?",SVAMP,QWEN
23,guided,25,Mary is baking a cake. The recipe calls for 7 cups of sugar and 10 cups of flour. She already put in 4 cups of sugar How many more cups of sugar does she need to add?,3,3,True,majority,0.8,4,5,0.8,1,False,,{'3': 4},Step 1: Needed Sugar - Added Sugar = 7 - 4 = ?,SVAMP,QWEN
24,guided,26,Dave had 21 apps on his phone. He added 89 new apps. After deleting some he had 24 left How many more apps did he add than he deleted?,3,24,False,majority,0.4,0,5,0.0,3,False,,"{'21': 1, '110': 1, '24': 2}","Step 1: Added_new - Deleted = More_added
                  89 - ? = ?",SVAMP,QWEN
25,guided,27,During summer break 202958 kids from Lawrence county go to camp and the other 777622 kids stay home How many more kids stayed home compared to those who went to the camp?,574664,574664,True,majority,1.0,5,5,1.0,0,False,,{'574664': 5},Step 1: Stayed_home - Went_to_camp = 777622 - 202958 = ?,SVAMP,QWEN
26,guided,28,The grasshopper and the frog had a jumping contest. The grasshopper jumped 13 inches. The grasshopper jumped 2 inches farther than the grasshopper How far did the frog jump?,11,11,True,majority,1.0,5,5,1.0,0,False,,{'11': 5},"Step 1: GrasshopperJump - FartherDistance = FrogJump Distance
   13 - 2 = ?",SVAMP,QWEN
27,guided,29,Allan brought 3 balloons and 20 balls while Jake brought 5 balloons and 59 balls to the park How many balloons did Allan and Jake have in the park?,8,8,True,majority,0.8,4,5,0.8,1,False,,"{'8': 4, '3': 1}",Step 1: Balloons_bring_by_Allan + Balloons_bring_by_Jake = ?,SVAMP,QWEN
28,guided,30,He then went to see the oranges being harvested. He found out that they harvest 8 sacks per day How many days will it take to harvest 24 sacks of oranges?,3,3,True,majority,1.0,5,5,1.0,0,False,,{'3': 5},Step 1: 24 ÷ 8 = ?,SVAMP,QWEN
29,guided,31,Every day Ryan spends 6 hours on learning english and 5 hours on learning chinese. If he learns for 2 days How many hours does he spend on learning english in all?,12,12,True,majority,0.2,1,5,0.2,4,False,,{'12': 1},Step 1: 6 × 2 = ₁₂,SVAMP,QWEN
30,guided,32,Baker made 144 cakes. He sold 71 of them. Then he made 111 more cakes How many more cakes did baker make than those he sold?,184,,False,refiner_tiebreak,0.5,1,6,0.1667,3,True,False,"{'': 3, '73': 1, '184': 1, '40': 1}","Step 1: Sold - Made = ? 
Step 2: New Made - Sold = ?",SVAMP,QWEN
31,guided,33,There were 12 people on the bus. At the next stop 4 more people got on the bus. Each bus can not have more than 36 people How many people are there on the bus now?,16,16,True,majority,0.4,2,5,0.4,3,False,,"{'16': 2, '12': 1, '576': 1}",Step 1: 4 + 12 = ?,SVAMP,QWEN
32,guided,34,Allan brought 5 balloons and Jake brought 6 balloons to the park. Jake then bought 3 more balloons at the park How many balloons did Jake bring to the park?,9,9,True,majority,0.6,3,5,0.6,2,False,,{'9': 3},Step 1: Given + Bought = 6 + 3 = ?,SVAMP,QWEN
33,guided,35,An industrial machine worked for 5 minutes. It can make 4 shirts a minute How many shirts did machine make?,20,20,True,majority,1.0,5,5,1.0,0,False,,{'20': 5},Step 1: 4 × 5 =,SVAMP,QWEN
34,guided,36,Paco had 9 sweet cookies and 6 salty cookies. He ate 36 sweet cookies and 3 salty cookies How many salty cookies did Paco have left?,3,3,True,majority,0.8,4,5,0.8,1,False,,{'3': 4},Step 1: 36 - 3 = ?,SVAMP,QWEN
35,guided,37,A book has 3 chapters. The first chapter is 66 pages long the second chapter is 35 pages long and the third chapter is 24 pages long How many pages does the book have altogether?,125,125,True,majority,0.6,3,5,0.6,2,False,,{'125': 3},"Step 1: First Chapter + Second Chapter = ? 
Step 2: First Chapter + Second Chapter + Third Chapter = Total Pages",SVAMP,QWEN
36,guided,38,Some children were riding on the bus. At the bus stop 2 more children got on the bus. Then there were 41 children altogether on the bus How many children were riding on the bus before the bus stop?,39,41,False,majority,0.6,2,5,0.4,2,False,,"{'41': 3, '39': 2}","Step 1: Added passengers + Extra passengers = Initial riders
                  x       +    2     =   41",SVAMP,QWEN
37,guided,39,Rebecca wants to split a collection of eggs into 3 groups. Rebecca has 4 marbles and 15 eggs How many eggs will each group have?,5,5,True,majority,1.0,5,5,1.0,0,False,,{'5': 5},Step 1: 15 ÷ 3 = ?,SVAMP,QWEN
38,guided,40,After finding some bottle caps at the park danny has 32 bottle caps in his collection. If he had 25 bottle caps in his collection earlier How many bottle caps did he find at the park?,7,25,False,majority,0.4,0,5,0.0,3,False,,"{'25': 2, '0': 1, '32': 1}",Step 1: Initial amount + Found - Previous amount = 25 + F - 32 = ?,SVAMP,QWEN
39,guided,41,"Julia played tag with 15 kids on monday, 18 kids on tuesday and 97 kids on wednesday How many kids did she play with on monday and tuesday?",33,,False,refiner_tiebreak,0.5,1,6,0.1667,3,True,False,"{'': 3, '15': 1, '3': 1, '33': 1}",Step 1: 15 + 18 = ?,SVAMP,QWEN
40,guided,42,In Haley's class some boys love to play marbles. If Haley has 10 marbles and she gave 5 marbles to each boy How many boys did she give the marbles to?,2,2,True,majority,0.8,4,5,0.8,1,False,,"{'2': 4, '10': 1}",Step 1: Total given / Each received = ?,SVAMP,QWEN
41,guided,43,After resting they decided to go for a swim. If the depth of the water is 10 times Dean's height and he stands at 9 feet How much deeper is the water than Dean's height?,81,90,False,majority,0.6,1,5,0.2,2,False,,"{'90': 3, '81': 1}",Step 1: 10 × 9 = ?,SVAMP,QWEN
42,guided,44,A book has 3 chapters. The first chapter is 91 pages long the second chapter is 23 pages long and the third chapter is 25 pages long How many more pages does the first chapter have than the second chapter?,68,91,False,coin_flip,0.3333,2,6,0.3333,4,True,False,"{'91': 2, '68': 2, '78': 1, '': 1}",Step 1: First Chapter Pages - Second Chapter Pages = ?,SVAMP,QWEN
43,guided,45,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 317 visitors came to the Buckingham palace that day. If there were 295 visitors the previous day How many more visitors visited the Buckingham palace on that day than on the previous day?",22,22,True,majority,0.4,2,5,0.4,3,False,,"{'22': 2, '2': 1, '317': 1}",Step 1: 317 - 295 = ?,SVAMP,QWEN
44,guided,46,The Razorback t-shirt shop made $ 51 dollars from selling 3 t-shirt during the Arkansas and Texas tech game they What is the cost of each t-shirt?,17,17,True,majority,1.0,5,5,1.0,0,False,,{'17': 5},"Step 1: Total revenue / Number of shirts = Cost per shirt
       51 / 3 = ?",SVAMP,QWEN
45,guided,47,"Jack received 3 emails in the morning, 4 emails in the afternoon and 8 emails in the evening How many emails did Jack receive in the morning and evening?",11,11,True,majority,0.8,4,5,0.8,1,False,,{'11': 4},Step 1: Morning Emails + Evening Emails = ?,SVAMP,QWEN
46,guided,48,Lawrence county has 313473 kids. During summer break 274865 kids stay home and the rest go to camp How many kids go to the camp during the break?,38608,38608,True,majority,0.4,2,5,0.4,3,False,,{'38608': 2},"Step 1: Total kids in Lawrence County - Kids who stayed at home = Camp attendees
          313473 - 274865 = ?",SVAMP,QWEN
47,guided,49,The grasshopper and the frog had a jumping contest. The grasshopper jumped 35 inches. The grasshopper jumped 4 inches farther than the frog How much did they jump altogether?,66,66,True,coin_flip,0.3333,2,6,0.3333,4,True,False,"{'66': 2, '31': 2, '': 2}",Step 1: Frog's jump = Grasshopper's jump - 4 = ?,SVAMP,QWEN
48,guided,50,Winter is almost here and most animals are migrating to warmer countries. There are 3 bird families living near the mountain. 26 new bird families came to live near the mountain from the arctic while 2 bird families flew away further south for winter How many bird families were left near the mountain?,27,27,True,coin_flip,0.3333,2,6,0.3333,4,True,False,"{'27': 2, '3': 2, '37': 1, '': 1}","Step 1: Initial birds + New arrivals - Departures = ?  
   3 + 26 - 2 = ?",SVAMP,QWEN
49,guided,51,Adam could fit 8 action figures and 10 cabinets on each shelf in his room. His room has 4 shelves How many total items could his shelves hold?,72,18,False,majority,0.4,1,5,0.2,3,False,,"{'18': 2, '72': 1}","Step 1: Shelves * Items per Shelf = Total Items/Capable
         4 * (8 + 10) = ?",SVAMP,QWEN
50,guided,52,Robin's hair was 16 inches long. He cut off 11 inches. Then it again grew by 12 inches How long is his hair now?,17,5,False,majority,0.6,0,5,0.0,2,False,,{'5': 3},Step 1: 16 - 11 = ?,SVAMP,QWEN
51,guided,53,Friends of Katie had 57 games and she had 63 ds games How many more games does Katie have than her friends?,6,6,True,majority,0.4,2,5,0.4,3,False,,"{'63': 1, '6': 2}",Step 1: 63 - 57 = ?,SVAMP,QWEN
52,guided,54,Lucy went to the grocery store. She bought 10 packs of cookie and 4 packs of cake How many more packs of cookie did she buy over cake?,6,6,True,majority,0.8,4,5,0.8,1,False,,{'6': 4},Step 1: 10 - 4 = ?,SVAMP,QWEN
53,guided,55,"6 red peaches, 90 yellow peaches and 16 green peaches are in the basket How many red and green peaches are in the basket?",22,22,True,majority,0.8,4,5,0.8,1,False,,{'22': 4},Step 1: Red + Green = 6 + 16 = ?,SVAMP,QWEN
54,guided,56,Mary is baking a cake. The recipe calls for 10 cups of flour 2 cups of sugar and 80 cups of salt. She already put in 7 cups of flour How many more cups of flour than cups of sugar does she need to add now?,1,1,True,majority,0.2,1,5,0.2,4,False,,{'1': 1},Step 1: Needed Flour - Added Flour = ?,SVAMP,QWEN
55,guided,57,Paco had 17 cookies. He ate 14 cookies and gave 13 of them to his friend How many more cookies did he eat than those he gave to his friend?,1,1,True,majority,1.0,5,5,1.0,0,False,,{'1': 5},Step 1: Ate - Given Away = 14 - 13 = ?,SVAMP,QWEN
56,guided,58,In a school there are 315 girls and 309 boys. There are also 772 teachers How many people are there in that school?,1396,1,False,majority,0.6,0,5,0.0,2,False,,"{'1': 3, '624': 2}","Step 1: Girls + Boys = ? 
         315 + 309 = ?

Step 2: Total People = (Girls + Boys) + Teachers
          ? + 772 = ?",SVAMP,QWEN
57,guided,59,There are some baskets of peaches. Each basket has 4 red peaches and 3 green peaches. If there are a total of 7 peaches in all baskets How many baskets of peaches are there?,1,1,True,refiner_tiebreak,0.5,3,6,0.5,3,True,True,"{'7': 2, '1': 3, '': 1}","Step 1: Red + Green = Total per basket
Step 2: Basket Count = Total Peaches / (Red + Green)",SVAMP,QWEN
58,guided,60,Jessie currently weighs 27 kilograms. After she started to go jogging everyday she lost 101 kilograms How much did she weigh before starting to jog?,128,128,True,majority,0.4,2,5,0.4,3,False,,"{'27': 1, '128': 2}","Step 1:  Initial weight + Weight loss = ?  
       27 + 101 = ?",SVAMP,QWEN
59,guided,61,David did 51 push-ups in gym class today. David did 49 more push-ups than Zachary How many push-ups did Zachary and David do altogether?,53,2,False,majority,0.6,1,5,0.2,2,False,,"{'2': 3, '53': 1, '51': 1}",Step 1: 51 - 49 = ?,SVAMP,QWEN
60,guided,62,In a school there are 362 boys and 257 girls. 403 more girls joined the school How many more girls than boys does the school have?,298,660,False,refiner_tiebreak,0.5,2,6,0.3333,3,True,False,"{'660': 3, '298': 2, '358': 1}","Step 1: Joined Girls + Original Girls = ?  
Step 2: New Girls - Boys = ?",SVAMP,QWEN
61,guided,63,Josh had 22 marbles in his collection. He found 13 marbles ones while he lost 5 marbles How many marbles does he have now?,30,17,False,majority,0.4,1,5,0.2,3,False,,"{'17': 2, '33': 1, '13': 1, '30': 1}",Step 1: Found + Remaining - Lost = 13 + (22 - 5) = ?,SVAMP,QWEN
62,guided,64,"After eating a hearty meal they went to see the Buckingham palace. There were 39 paintings in the Buckingham palace. There, Rachel learned that 661 visitors came to the Buckingham palace that day. If there were 600 visitors the previous day How many more visitors visited the Buckingham palace on that day than on the previous day?",61,61,True,majority,0.8,4,5,0.8,1,False,,"{'61': 4, '150': 1}",Step 1: Total recent visitors - Previous day's visitors = ?,SVAMP,QWEN
63,guided,65,Nell collects baseball cards. She had 566 cards while Jeff had 234 cards. She gave some of her cards to Jeff and now has 535 cards left How many cards does Jeff have now?,265,535,False,majority,0.6,0,5,0.0,2,False,,"{'535': 3, '31': 1}",Step 1: 566 - ? = 535,SVAMP,QWEN
64,guided,66,Randy uses 36 blocks to build a tower. If he had 59 blocks How many blocks are left?,23,23,True,majority,0.6,3,5,0.6,2,False,,{'23': 3},Step 1: 59 - 36 = ?,SVAMP,QWEN
65,guided,67,At the stop 8 more people got on the train. Initially there were 11 people on the train How many people are there on the train now?,19,19,True,majority,0.8,4,5,0.8,1,False,,{'19': 4},"Step 1: Initial人数 + 上车人数 = 现有人数
   11 + 8 = ?",SVAMP,QWEN
66,guided,68,Rachel has 3 apple trees. She picked 8 apples from each of her trees. Now the trees have a total 9 apples still on them How many apples were there on all trees initially?,33,24,False,majority,0.8,1,5,0.2,1,False,,"{'33': 1, '24': 4}","Step 1: Picked + Remaining = Initial
         8 * 3 + 9 = ?",SVAMP,QWEN
67,guided,69,43 children were riding on the bus. At the bus stop some children got off the bus. Then there were 21 children left on the bus How many children got off the bus at the bus stop?,22,22,True,majority,0.8,4,5,0.8,1,False,,"{'22': 4, '43': 1}",Step 1: Initial children - Remaining children = 43 - 21 = ?,SVAMP,QWEN
68,guided,70,5 red peaches and 11 green peaches are in the basket How many more green peaches than red peaches are in the basket?,6,6,True,majority,0.8,4,5,0.8,1,False,,{'6': 4},Step 1: 11 - 5 = ?,SVAMP,QWEN
69,guided,71,Nell collects cards. She had 246 baseball cards and 214 Ace cards. She gave some of her cards to Jeff and now has 404 baseball cards and 495 Ace cards left How many more Ace cards than baseball cards does Nell have?,91,-158,False,majority,0.6,0,5,0.0,2,False,,"{'-158': 3, '407': 1}","Nell - Baseball:
246 - 404 = ?

Nell - Ace:
495 - 246 = ?",SVAMP,QWEN
70,guided,72,Each pack of dvds costs 76 dollars. If there is a discount of 25 dollars on each pack How much do you have to pay to buy each pack?,51,51,True,majority,0.4,2,5,0.4,3,False,,{'51': 2},Step 1: Original price - Discount = 76 - 25 = ?,SVAMP,QWEN
71,guided,73,They decided to hold the party in their backyard. They have 14 chairs for each set of table. If they have 9 sets of tables How many more chairs than tables do they have?,117,126,False,majority,1.0,0,5,0.0,0,False,,{'126': 5},Step 1: 14 × 9 =,SVAMP,QWEN
72,guided,74,Next on his checklist is wax to stick the feathers together and colors to paint them. He needs a total of 57 g of colors to paint them. He needs 22 g of wax more. If the feathers require a total of 353 g of wax How many grams of wax does he already have?,331,79,False,majority,0.8,0,5,0.0,1,False,,{'79': 4},"Step 1: Needed wax + Extra wax = Total required wax
          57 + 22 = ?",SVAMP,QWEN
73,guided,75,Frank was reading through his favorite book. The book had 2 chapters each with 405 pages. It took frank 664 days to finish the book How many chapters did he read per day?,332,,False,refiner_tiebreak,0.5,0,6,0.0,3,True,False,"{'': 3, '1.21': 1, '1.22': 1, '1.2198': 1}","Step 1: Total Pages / Days = Chps Per Day
         810 / 664 = ?",SVAMP,QWEN
74,guided,76,Jerry had 5 action figures and 2 books on a shelf in his room. Later he added 9 more books to the shelf How many more books than action figures were on his shelf?,6,,False,refiner_tiebreak,0.6667,0,6,0.0,2,True,False,"{'17': 1, '': 4, '11': 1}","Step 1: Added books + Initial books = ?  
Step 2: (Added books) - Action figures = ?",SVAMP,QWEN
75,guided,77,Paul got a box of some crayons for his birthday. By the end of the school year he had either lost or given away 551 of them and only had 177 left How many crayons did he get for his birthday?,728,728,True,majority,0.4,2,5,0.4,3,False,,"{'2689': 1, '728': 2, '550': 1}",Step 1: Lost + Given away = Total used = 551 + 177 = ?,SVAMP,QWEN
76,guided,78,Because of the decision Sofia asked the students to suggest specific types of food. If 324 students suggested adding mashed potatoes 374 suggested adding bacon to the menu and 128 suggested adding tomatoes How many students participated in the suggestion of new food items?,826,826,True,coin_flip,0.3333,2,6,0.3333,4,True,False,"{'826': 2, '698': 2, '': 1, '828': 1}","Step 1: Suggested_mashed_potatoes + Suggested_bacon + Suggested_tomatoes = ?  
       324 + 374 + 128 = ?",SVAMP,QWEN
77,guided,79,A book has 31 chapters. Each chapter is 61 pages long How many pages does the book have altogether?,1891,1891,True,majority,0.6,3,5,0.6,2,False,,"{'1891': 3, '1957': 1}",Step 1: Chapters × Pages per Chapter = 31 × 61 = ?,SVAMP,QWEN
78,guided,80,The school is planning a field trip. The school has 67 classrooms. There are 66 students in each classroom in the school. If there are 6 seats on each school bus How many buses are needed to take the trip?,737,,False,refiner_tiebreak,0.5,1,6,0.1667,3,True,False,"{'737': 1, '4422': 1, '': 3, '402': 1}",Step 1: Total Students = 67 × 66 = ?,SVAMP,QWEN
79,guided,81,Bobby ate 33 pieces of candy. Then he ate 4 more. He also ate 14 pieces of chocolate How many pieces of candy and chocolate did Bobby eat altogether?,51,37,False,majority,0.4,0,5,0.0,3,False,,{'37': 2},Step 1: 33 + 4 = ?,SVAMP,QWEN
80,guided,82,Paco had 36 cookies. He gave 14 cookies to his friend and ate 10 cookies How many cookies did Paco have left?,12,22,False,coin_flip,0.3333,2,6,0.3333,4,True,False,"{'22': 2, '12': 2, '': 2}","Step 1: 36 - 14 = ?  
Step 2: Result - 10 = ?",SVAMP,QWEN
81,guided,83,Paige raised 15 goldfish in the pond but stray cats loved eating them. 5 were eaten How many goldfish remained?,10,10,True,majority,0.8,4,5,0.8,1,False,,"{'10': 4, '15': 1}",Step 1: Initial - Eaten = 15 - 5 = ?,SVAMP,QWEN
82,guided,84,During summer break 61619 kids from Lawrence county stayed home and the rest went to camp. The total number of kids in Lawrence county is 91676 About how many kids in Lawrence county went to camp?,30057,30057,True,coin_flip,0.3333,2,6,0.3333,4,True,True,"{'30057': 2, '': 2, '20057': 1, '50057': 1}","Step 1: Total kids - Kids who stayed at home = Camp kids
          91676 - 61619 = ?",SVAMP,QWEN
83,guided,85,2 children were riding on the bus. At the bus stop some more children got on the bus. Then there were 10 children altogether on the bus How many more children are on the bus now than there were before the bus stop?,8,10,False,majority,0.4,1,5,0.2,3,False,,"{'10': 2, '6': 1, '8': 1}","Step 1: Before Stop Children + New Children = After Stop Total
              2 + ? = 10",SVAMP,QWEN
84,guided,86,3 birds were sitting on the fence. 2 more birds and 6 more storks came to join them How many more storks than birds are sitting on the fence?,1,4,False,majority,0.6,0,5,0.0,2,False,,"{'4': 3, '6': 1}",Step 1: 6 more storks - 2 more birds = ?,SVAMP,QWEN
85,guided,87,The Ferris wheel in paradise park has 6 seats. Each seat can hold 14 people. If there are 16 people on the wheel right now How many more people can join the wheel?,68,68,True,majority,0.6,3,5,0.6,2,False,,"{'84': 1, '68': 3}","Step 1: Capacity * Seats - Current人数 = Additional座位可用人数
         14 * 6 - 16 = ?",SVAMP,QWEN
86,guided,88,He then went to see the oranges being harvested. He found out that they harvest 74 sacks per day and discard 71 of them How many sacks of oranges will they have after 51 days of harvest?,153,153,True,majority,0.4,2,5,0.4,3,False,,"{'153': 2, '3': 1}","Step 1: Harvested - Discarded = Daily Result = 74 - 71 = ?
Step 2: Daily Result * Days = Total Sacks = ? * 51",SVAMP,QWEN
87,guided,89,The Razorback shop makes $ 115 dollars off each jersey and $ 25 off each t-shirt. During the Arkansas and Texas tech game they sold 113 t-shirts and 78 jerseys How much more does a jersey cost than a t-shirt?,90,90,True,majority,0.4,2,5,0.4,3,False,,"{'-90': 1, '90': 2, '0': 1}",Step 1: 25 - 115 =,SVAMP,QWEN
88,guided,90,Next on his checklist is wax to stick the feathers together and colors to paint them. He needs a total of 49 g of colors to paint them. If the feathers require 288 g of wax and right now he just needs 260 g How many grams of wax does he already have?,28,239,False,majority,0.4,0,5,0.0,3,False,,{'239': 2},"Step 1: Needed wax - Total required = Have wax
              288 g - 49 g = ?",SVAMP,QWEN
89,guided,91,Paul had 21 books. After selling some in a garage sale he bought 42 new ones. If he has 15 books now How many more books did he sell than he bought?,6,,False,refiner_tiebreak,0.3333,1,6,0.1667,4,True,False,"{'': 2, '90': 1, '21': 1, '6': 1, '48': 1}",Step 1: Sold - Bought = ?,SVAMP,QWEN
90,guided,92,"Julia played tag with 9 kids on monday, 7 kids on tuesday and 96 kids on wednesday How many more kids did she play with on monday than on tuesday?",2,2,True,majority,0.8,4,5,0.8,1,False,,"{'2': 4, '9': 1}",Step 1: Kids on Monday - Kids on Tuesday = ?,SVAMP,QWEN
91,guided,93,There are 65 baskets of peaches. Each basket has 7 red peaches and 3 green peaches How many peaches are in each basket?,10,10,True,majority,0.8,4,5,0.8,1,False,,{'10': 4},Step 1: Red + Green = 7 + 3 = ?,SVAMP,QWEN
92,guided,94,You had 14 bags with equal number of cookies. If you had 28 cookies and 86 candies in total How many bags of cookies do you have?,2,28,False,coin_flip,0.1667,0,6,0.0,5,True,False,"{'28': 1, '4': 1, '114': 1, '14': 1, '7': 1, '': 1}",Step 1: Total items / Cookies per bag = 28 / Bags,SVAMP,QWEN
93,guided,95,Carol was sending out birthday invitations to her friends. Each package of invitations she bought had 14 invitations in it and she bought 6 packs. Then she bought 11 extra invitations How many friends can she invite?,95,,False,refiner_tiebreak,0.6667,0,6,0.0,2,True,False,"{'85': 1, '': 4, '97': 1}",Step 1: Packs * Invitations per pack + Extra invites = 6 * 14 + 11 = ?,SVAMP,QWEN
