,mode,idx,question,gt_answer,op_type,final_answer,correct,strategy,confidence,correct_votes,total_votes,vote_consistency,wasted_votes,refiner_used,refiner_correct,vote_counts,plan,fineTunedOn,guideModel
37,guided,38,Miki bought 4 packs of red bouncy balls and 3 packs of yellow bouncy balls. Each package contained 7 bouncy balls How many more packs of red bouncy balls than yellow bouncy balls did Miki buy?,1,Subtraction,1,True,majority,0.8,4,5,0.8,1,False,,"{'1': 4, '7': 1}","Step 1: Red - Yellow = 4 - 3 =
Step 2: Red - Yellow = 1",GSM8k,LAMA-3.2-3B
38,guided,39,Joy will see her grandma in two days How many hours until she sees her?,48,Multiplication,30,False,coin_flip,0.1667,0,6,0.0,5,True,False,"{'30': 1, '3': 1, '6': 1, '24': 1, '6.86': 1, '0.95': 1}","Step 1: Today + 2 =? 
Step 2: Days * Hours per day =?",GSM8k,LAMA-3.2-3B
39,guided,40,"Adam put eighteen items in the shopping cart. After deleting some, he had eight left How many items did Adam delete?",10,Subtraction,10,True,refiner_tiebreak,0.5,3,6,0.5,3,True,True,"{'10': 3, '8': 1, '18': 2}","Step 1: Initial amount - Remaining amount = 18 - 8 =
Step 2: Subtracting to find out how much was deleted = 18 - 8",GSM8k,LAMA-3.2-3B
40,guided,41,"Ned was helping the cafeteria workers pick up lunch trays, but he could only carry eight trays at a time. If he had to pick up twenty-seven trays from one table and five trays from another, how many trips will he make?",4,Division,4,True,majority,0.4,2,5,0.4,3,False,,"{'27': 1, '11': 1, '4': 2, '32': 1}","Step 1: Total trays per trip + Remaining trays = 8 +? 
Step 2: Divide total trays by capacity per trip = (27 + 5) / 8",GSM8k,LAMA-3.2-3B
41,guided,42,"Allen, Charles, Lex and Shiela spent days reading books for their book report. The texts were printed very small so they were only able to cover very few pages a day. Allen read about the Solar System. He read 10 pages a day of a book which has 120 pages How many days did it take Allen to finish reading the book?",12,Division,12,True,majority,0.6,3,5,0.6,2,False,,"{'12': 3, '120': 2}","Step 1: Total pages in the book / Pages per day = Days taken
Step 2: 120 / 10 =?",GSM8k,LAMA-3.2-3B
42,guided,43,"A restaurant needs to buy three hundred eighty-seven new plates. If each box has five plates in it, how many boxes will they need to buy?",78,Division,77,False,majority,0.75,1,4,0.25,1,False,,"{'78': 1, '77': 3}","Step 1: Total Plates / Plates per Box = Boxes Needed
       387 ÷ 5 =?",GSM8k,LAMA-3.2-3B
43,guided,44,"The exit door leads to a river 487 inches across, if the bridge he needs to cross is only 295 inches, how much longer does he need to build if he wants to cross the river using the bridge?",192,Subtraction,192,True,coin_flip,0.4,2,5,0.4,3,True,False,"{'192': 2, '242': 2, '-192': 1}","Step 1: River length - Bridge width = 487 - 295 =
Step 2: Result = 192",GSM8k,LAMA-3.2-3B
44,guided,45,"Sam invited 9 friends to a birthday party, but 6 couldn't come. If he wanted to buy enough cupcakes so each person could have exactly 2, how many should he buy?",6,Multiplication,18,False,coin_flip,0.3333,0,6,0.0,4,True,False,"{'18': 2, '2': 1, '9': 2, '3': 1}","Step 1: Total guests + Remaining seats for everyone = 9 + 0 (since some didn't show up) = 9
Step 2: Cups per guest * Total guests = 2 * 9 =?",GSM8k,LAMA-3.2-3B
45,guided,46,"A P.E. teacher needs to divide 14 male students and 7 female students into teams, each with the same combination of male students and female students and nobody left out What is the greatest number of teams that can be formed?",7,Multi-step,21,False,majority,0.6,0,5,0.0,2,False,,"{'9': 1, '21': 3, '2': 1}","Step 1: Total students / Male students per team = Female students per team
Step 2: Divide both sides by 2 (since equal groups)
Step 3: Find common factors for 14 & 7",GSM8k,LAMA-3.2-3B
46,guided,47,A lab technician cuts a 12 inch piece of tubing into two pieces in such a way that one piece is 2 times longer than the other How long are the pieces?,4,Multi-step,12,False,refiner_tiebreak,0.5,0,6,0.0,3,True,False,"{'12': 3, '0': 1, '8': 2}","Step 1: Let's represent the length of shorter piece as x. Since it's twice as long as the other piece, let's call the longer piece 2x.
Step 2: Total length = Shorter + Longer = x + 2x = 3x (since they add up to form original 12 inches)
Step 3: Solve for x using equation 3x = 12. Divide both sides by 3 to get x = 4. Now we know each side has lengths 4 and 8.",GSM8k,LAMA-3.2-3B
47,guided,48,Divide 39 balloons into 7 equal groups How many balloons are there in each group?,5,Division,5.57,False,majority,0.5,0,4,0.0,2,False,,"{'5.58': 1, '5.57': 2, '39': 1}","Step 1: Total - Number of Groups = 39 ÷ 7 =
Step 2: 39 ÷ 7 =?",GSM8k,LAMA-3.2-3B
48,guided,49,"Even the chipmunks are trying to get away to find other warmer places to stay. If 21 chipmunk families were left from the original 86 families, how many chipmunk families went away?",65,Subtraction,65,True,majority,0.4,2,5,0.4,3,False,,"{'64': 1, '65': 2, '75': 1, '45': 1}","Step 1: Original - Remaining = 86 - 21
Step 2: Subtracting gives us the difference in family count between then and now.",GSM8k,LAMA-3.2-3B
49,guided,50,Randy has 78 blocks. He uses 19 blocks to build a tower How many blocks are left?,59,Subtraction,59,True,majority,0.6,3,5,0.6,2,False,,"{'78': 2, '59': 3}","Step 1: Total - Blocks used = Remaining blocks
Step 2: 78 - 19 =?",GSM8k,LAMA-3.2-3B
50,guided,51,Zoe is on vacation. She has already taken 28 pictures. She has enough film left to take 32 more pictures. Zoe took 16 more pictures at the dolphin show How many pictures has Zoe taken altogether?,44,Addition,60,False,majority,0.4,0,5,0.0,3,False,,"{'0': 1, '32': 1, '60': 2, '28': 1}","Step 1: Initial + Additional = Total
Step 2: Total + Taken = Total",GSM8k,LAMA-3.2-3B
51,guided,52,"While sorting some change into piggy banks, Diane put 72 coins in the first piggy bank, 81 coins in the second piggy bank, 90 coins in the third piggy bank, 99 coins in the fourth piggy bank, and 108 coins in the fifth piggy bank. If this pattern continues, how many coins will Diane put in the sixth piggy bank?",117,Multi-step,99,False,coin_flip,0.3333,1,6,0.1667,4,True,True,"{'99': 2, '81': 2, '100': 1, '117': 1}","Step 1: Previous amount + 9 = 72 + 9 =
Step 2: Resulting value + 9 = 81 + 9 =
Step 3: New resulting value + 9 = 90 + 9 =",GSM8k,LAMA-3.2-3B
52,guided,53,"Next on his checklist are wax glues to stick the feathers together. If the feathers require 469 g of wax and right now he just needs 257 g, how many grams of wax glue does he already have?",212,Subtraction,212,True,refiner_tiebreak,0.4,2,5,0.4,3,True,True,"{'-212': 1, '210': 1, '257': 1, '212': 2}","Step 1: Available - Needed = Remaining
Step 2: 469 - 257 =?",GSM8k,LAMA-3.2-3B
53,guided,54,"Alissa picked 16 flowers. Her twin sister, Melissa, also picked 16 flowers. They gave their mother 18 flowers How many flowers did the sisters have left?",14,Subtraction,14,True,majority,1.0,5,5,1.0,0,False,,{'14': 5},"Step 1: Total flowers picked by both sisters = Alissa's flowers + Melissa's flowers = 16 + 16 =
Step 2: Subtracting given away to mom = Total flowers - Flowers given away = (16 + 16) - 18 =?",GSM8k,LAMA-3.2-3B
54,guided,55,"When she got to school, she saw that the school is composed of 9 buildings, each having 30 classrooms How many classrooms does the school have?",270,Multiplication,270,True,majority,0.8,4,5,0.8,1,False,,"{'270': 4, '10': 1}","Step 1: Number of buildings * Number of classrooms per building = Total classrooms
Step 2: 9 * 30 =?",GSM8k,LAMA-3.2-3B
55,guided,56,Jenny was told to clean up her room in fourteen days or she could not go to her best friend's birthday party. It is three days left but Jenny has cleaned up her room How many days did she spend?,11,Subtraction,11,True,majority,0.8,4,5,0.8,1,False,,"{'11': 4, '3': 1}","Step 1: Total allowed time - Days passed = Remaining time
Step 2: 14 - 3 =?",GSM8k,LAMA-3.2-3B
56,guided,57,Doug built a tent in the shape of a regular pentagon. Its perimeter is 60 feet What is the length of each side of the tent?,12,Multi-step,12,True,majority,0.6,3,5,0.6,2,False,,"{'12': 3, '0': 1, '48': 1}","Step 1: Perimeter / Number of Sides = Length per Side
Step 2: 60 / 5 =
Step 3:   = 12",GSM8k,LAMA-3.2-3B
57,guided,58,A group of science students went on a field trip. They took 2 vans and 3 buses. There were 8 people in each van and 20 people in each bus How many people went on the field trip?,76,Addition,76,True,majority,0.8,4,5,0.8,1,False,,"{'76': 4, '16': 1}","Step 1: Vans * People per Van = 2 * 8 =
Step 2: Buses * People per Bus + (Vans * People per Van) = 3 * 20 + 16 =",GSM8k,LAMA-3.2-3B
58,guided,59,"During a senate campaign, a volunteer passed out a ""Vote for Hatfield"" button. The campaign button has a diameter of 8 centimeters What is the button's circumference?",25.12,Multi-step,8,False,majority,0.4,0,5,0.0,3,False,,"{'100.5747': 1, '8.05': 1, '8': 2, '0.0002': 1}","Step 1: Diameter * Pi (π) = Circumference
Step 2: 8 * π ≈ 25.1327",GSM8k,LAMA-3.2-3B
59,guided,60,Fifteen more than three times a number is the same as ten less than six times the number What is the number?,25,Multi-step,-10,False,majority,0.5,0,4,0.0,2,False,,"{'1.8333': 1, '-10': 2, '5': 1}","Step 1: Let's represent ""the number"" as x.
Six times the number = 6x
Fifteen more than that = 6x + 15
Ten less than six times the number = 6x - 10

Step 2: Set up an equation based on given information:
6x + 15 = 6x - 10",GSM8k,LAMA-3.2-3B
60,guided,61,An egg seller finds 432 eggs are either spoiled or broken and 1080 eggs are in good condition Find the ratio of bad eggs to good eggs.,2,Multi-step,0.4,False,majority,0.4,0,5,0.0,3,False,,"{'1502': 1, '0.4': 2, '7': 1, '4': 1}","Step 1: Total bad + Good = Bad = 432 + 1080 =
Step 2: Bad / Good = 1512 / 1080",GSM8k,LAMA-3.2-3B
61,guided,62,Tony made 14 L of lemonade for a party. His guests drank 9500 mL of the lemonade How many milliliters of lemonade did Tony have left over?,4500,Subtraction,4000,False,majority,0.4,0,5,0.0,3,False,,"{'4000': 2, '134500': 1, '4': 1, '5': 1}","Step 1: Total - Drunk = Remaining
Step 2: 14000 - 9500 =?",GSM8k,LAMA-3.2-3B
62,guided,63,"After New York, she decided to visit the Smithsonian in Washington DC. If she has 63 miniature aircrafts and she gave away 49 to the National Air and Space Museum, how many are left with her?",14,Subtraction,14,True,majority,0.6,3,5,0.6,2,False,,"{'14': 3, '7': 1, '24': 1}","Step 1: Initial amount - Amount given away = Remaining amount
Step 2: 63 - 49 =?",GSM8k,LAMA-3.2-3B
63,guided,64,"There were 36 dogs and 29 cats in a pet center. After 20 of the dogs were adopted by people, the pet center collected another 12 cats How many pets were there in the pet center in the end?",57,Multi-step,28,False,majority,0.8,0,5,0.0,1,False,,"{'28': 4, '16': 1}","Step 1: Initial total - Adopted dogs = 36 - 20 =
Step 2: Add new cat arrivals to previous count = (36 - 20) + 12 =",GSM8k,LAMA-3.2-3B
64,guided,65,"Paul made forty-four dollars mowing lawns and twenty-eight dollars weed eating. If he only spent nine dollar a week, how long would the money last him?",8,Division,8,True,refiner_tiebreak,0.5,3,6,0.5,3,True,True,"{'72': 2, '8': 3, '8.89': 1}","Step 1: Total earnings - Weekly expenses = Initial amount left
Step 2: Divide initial amount by weekly expense rate
Step 3: Resulting quotient (in weeks)",GSM8k,LAMA-3.2-3B
65,guided,66,Amelia works at the candy store. She has to sell 90 Jet Bars each week. She sold 45 on Monday. She sold 16 fewer Jet Bars on Tuesday How many more Jet Bars does Ameila have to sell?,16,Subtraction,29,False,majority,0.6,0,5,0.0,2,False,,"{'90': 1, '29': 3, '-45': 1}","Step 1: Total - Sold on Monday = Remaining
Step 2: Remaining - Sold on Tuesday =?",GSM8k,LAMA-3.2-3B
66,guided,67,It takes 3 eggs to make a cake How many cakes can you make with 37 eggs?,12,Division,-96.3333,False,coin_flip,0.2,1,5,0.2,4,True,False,"{'-96.3333': 1, '12': 1, '40': 1, '11': 1, '1': 1}","Step 1: Divide total eggs by eggs per cake = 37 ÷ 3 =
Step 2: Result = 12 remainder 1",GSM8k,LAMA-3.2-3B
67,guided,68,"A farmer had ninety-seven tomatoes from his garden. If he picked eighty-three of them, how many would he have left?",14,Subtraction,14,True,majority,0.6,3,5,0.6,2,False,,"{'97': 2, '14': 3}","Step 1: Total - Picked = Remaining
Step 2: 97 - 83",GSM8k,LAMA-3.2-3B
68,guided,69,"A grocery store needed eight hundred ten cans of peas. If the peas come in boxes with four cans in each box, how many boxes would they need to order?",203,Division,200,False,majority,0.4,0,5,0.0,3,False,,"{'4': 1, '200': 2, '500': 1, '2': 1}","Step 1: Total cans / Cans per box = Boxes needed
       800 ÷ 4 =?",GSM8k,LAMA-3.2-3B
69,guided,70,Gina mixed paint to make her favorite shade of purple. She filled up one third of the container with red paint. Then she filled the remaining space with 4 L of blue paint How many milliliters of paint did Gina mix?,6000,Multiplication,1200,False,majority,0.4,0,5,0.0,3,False,,"{'733.33': 1, '1200': 2, '200': 1, '4': 1}","Step 1: One-third + Remaining = Total
Step 2: (One-third) * 1000 + 400 =?",GSM8k,LAMA-3.2-3B
