,mode,idx,question,gt_answer,op_type,final_answer,correct,strategy,confidence,correct_votes,total_votes,vote_consistency,wasted_votes,refiner_used,refiner_correct,vote_counts,plan,fineTunedOn,guideModel
10,guided,10,Carla has some marbles. She bought 134 marbles. Now she has 187 marbles How many did she start with?,53,Subtraction,53,True,refiner_tiebreak,0.3333,2,6,0.3333,4,True,True,"{'-134': 1, '-319': 1, '134': 1, '53': 2, '-132': 1}","Step 1: Initial amount + Bought = Current amount
Step 2: Initial amount - Current amount
Step 3:? - 187",SVAMP,LAMA-3.2-3B
11,guided,11,On the first day of the week Pat had 39 stickers. Pat earned 22 more during the week How many stickers did Pat have at the end of the week?,61,Addition,61,True,majority,0.8,4,5,0.8,1,False,,"{'61': 4, '39': 1}","Step 1: Initial amount + Earned = Starting with 39 + 22 =
Step 2: Adding both amounts together = 61",SVAMP,LAMA-3.2-3B
12,guided,12,"For the roof, John would need 2 sets of metal bars for support. If each set has 7 metal bars, how many metal bars are there in all?",14,Multiplication,2,False,majority,0.8,0,5,0.0,1,False,,"{'2': 4, '98': 1}","Step 1: Sets * Bars per set = Total sets
Step 2: Multiply to find total bars
Step 3: Calculate product",SVAMP,LAMA-3.2-3B
13,guided,13,Sara bought decorations for her party. She paid $5 for balloons and $18 for tablecloths. She also spent $9 for streamers. She paid the cashier and got $8 back How much money did Sara give to the cashier?,40,Addition,24,False,majority,0.6,0,5,0.0,2,False,,"{'32': 2, '24': 3}","Step 1: Cost of items purchased + Initial amount = Total cost before refund
$5 (balloons) + $18 (tablecloths) + $9 (streamers) = $32

Step 2: Subtracting the change received from total cost gives us what was given to the cashier
$32 (total cost) - $8 (change) =?",SVAMP,LAMA-3.2-3B
14,guided,14,Lou's Shoes must sell 80 pairs of shoes each month. They sold 27 pairs last week and 12 pairs this week How many more pairs of shoes must they sell?,41,Multi-step,41,True,majority,0.8,4,5,0.8,1,False,,"{'41': 4, '39': 1}","Step 1: Total required - Pairs already sold = 80 - (27 + 12)
Step 2: Simplify inside parentheses = 80 - 39
Step 3: Subtract = 41",SVAMP,LAMA-3.2-3B
15,guided,15,Radio station Z-100 was giving away a $100 bill to every 100th caller during a contest and gave Jingle Ball tickets to every 40th caller How many callers must call before someone wins both a $100 bill and a Jingle Ball ticket?,200,Multi-step,4,False,coin_flip,0.1667,1,6,0.1667,5,True,True,"{'4': 1, '400': 1, '2': 1, '4000': 1, '500': 1, '200': 1}","Step 1: Find the least common multiple (LCM) of 100 and 40.
Step 2: LCM(100, 40) = 200
Step 3: Divide the LCM by the smaller value.
Step 4: 200 / 100 = 2",SVAMP,LAMA-3.2-3B
16,guided,16,"Tommy had some balloons. His mom gave him 34 more balloons for his birthday. Then, Tommy had 60 balloons How many balloons did Tommy have to start with?",26,Subtraction,60,False,majority,0.8,0,5,0.0,1,False,,"{'60': 4, '34': 1}","Step 1: Initial amount + Additional amount = Total amount
Step 2: Total amount - New total = Original amount
Step 3: 60 - 34 =?",SVAMP,LAMA-3.2-3B
17,guided,17,"Virginia has 40 bananas and 4 marbles. If she shares the bananas among 40 friends, how many bananas does each friend get?",1,Division,1,True,majority,1.0,5,5,1.0,0,False,,{'1': 5},"Step 1: Total items to share / Number of people sharing = Bananas / Friends
Step 2: 40 ÷ 40 =
Step 3: 1 ÷ 1 =",SVAMP,LAMA-3.2-3B
18,guided,18,"A farmer bought 164 rabbits. If the farmer wanted to fill 17 cages with the same number of rabbits, how many more rabbits should the farmer buy?",6,Subtraction,0,False,majority,0.4,0,5,0.0,3,False,,"{'0': 2, '10': 1, '9': 1, '11': 1}","Step 1: Total desired rabbits per cage / Actual rabbits per cage = Desired total rabbits / Actual total rabbits
Step 2: (17 * x) - 164 where x represents the unknown additional amount needed for each cage.
Step 3: Since we know that there will be 17 full cages and some empty ones, let's calculate how much space all the full cages take up in terms of ""x"". That would be 17*x. Now subtract this from the initial amount of rabbits they have. So it becomes: 164-(17*x). To find out how many more rabbits need to be added, set this equal to zero since you want them to fill every single cage completely without any leftovers. Therefore, 0=164-17*x. Solving for x gives us x=9. This means each cage needs 9 extra rabbits.",SVAMP,LAMA-3.2-3B
19,guided,19,"Roger had sixty-three dollars. If he spent forty-eight bucks on a new game, how many three dollar toys could he buy with the money he had left?",5,Division,63,False,refiner_tiebreak,0.5,2,6,0.3333,3,True,False,"{'5': 2, '15': 1, '63': 3}","Step 1: Initial amount - Spent amount = Remaining amount
Step 2: Remaining amount / Price per toy = Number of toys
Step 3: (63 - 48) / 3 =?",SVAMP,LAMA-3.2-3B
20,guided,20,"Billy bought five boxes of books at a yard sale. If each box had seven books, how many books did he buy?",35,Multiplication,35,True,majority,0.8,4,5,0.8,1,False,,"{'35': 4, '5': 1}","Step 1: Number of boxes * Books per box = Total books
Step 2: 5 * 7 =
Step 3: =?",SVAMP,LAMA-3.2-3B
21,guided,21,Annette and Caitlin weigh 95 pounds together. Caitlin and Sara weigh 87 pounds together How much more does Annette weigh than Sara?,8,Subtraction,8,True,coin_flip,0.1667,1,6,0.1667,5,True,False,"{'8': 1, '103': 1, '182': 1, '82': 1, '9': 1, '87': 1}","Step 1: Annette + Caitlin = 95
Step 2: Annette - Caitlin =?",SVAMP,LAMA-3.2-3B
22,guided,22,Rachel picked three apples from her tree. Now the tree has four apples still on it How many apples did the tree have to begin with?,7,Addition,4,False,coin_flip,0.1667,0,6,0.0,5,True,False,"{'4': 1, '16': 1, '0': 1, '20': 1, '-4': 1, '8': 1}","Step 1: Apples left + Apples eaten = Total initial apples
Step 2: 4 (Apples left) + x (Apples eaten)
Step 3: x + 4",SVAMP,LAMA-3.2-3B
23,guided,23,22 students are going on a field trip and 18 students are staying at school What is the ratio of the number of students who are going on the field trip to the number of students who are staying at school?,11,Multi-step,2,False,majority,0.6,0,5,0.0,2,False,,"{'4': 1, '2': 3, '22': 1}","Step 1: Total students going - Students staying = 22 - 18 =?
Step 2: Ratio = (Students going) : (Students staying)
= 4 : 18",SVAMP,LAMA-3.2-3B
24,guided,24,3 owls were sitting on the fence. 2 more owls joined them How many owls are on the fence now?,5,Addition,3,False,refiner_tiebreak,0.5,1,6,0.1667,3,True,False,"{'8': 2, '3': 3, '5': 1}","Step 1: Initial owls + New owls = Total owls
Step 2: 3 + 2 =
Step 3: 5",SVAMP,LAMA-3.2-3B
25,guided,25,"Ron and Chanarong had breakfast at a cafe. Muffins cost $2 each, and fruit cups cost $2 each. Ron had 1 muffin and 2 fruit cups. Chanarong had 1 muffin and 2 fruit cups How much did their breakfast cost?",12,Addition,4,False,coin_flip,0.3333,2,6,0.3333,4,True,True,"{'4': 2, '12': 2, '8': 2}","Step 1: Cost of one set (muffin + fruit cup) = $2 + $2 = $4
Step 2: Total cost for both sets = $4 * 2 = $8",SVAMP,LAMA-3.2-3B
26,guided,26,Adam could fit nine action figures on each shelf in his room. His room has three shelves How many action figures total could his shelves hold?,27,Multiplication,27,True,majority,1.0,5,5,1.0,0,False,,{'27': 5},"Step 1: Number of action figures per shelf * Total number of shelves = 9 * 3 =
Step 2: Multiply to find the product = 27",SVAMP,LAMA-3.2-3B
27,guided,27,"A man is thrice as old as his son. After 12 years, he will be twice as old as his son Find their present ages.",36,Multi-step,24,False,majority,0.6,1,5,0.2,2,False,,"{'12': 1, '24': 3, '36': 1}","Step 1: Let's represent the current age of the father as F and the current age of the son as S.
Since the father is thrice as old as his son:
F = 3S

Step 2: In 12 years, both will have aged by 12 each.
So, (F + 12) = 2 * (S + 12)

Step 3: Substitute F from step 1 into equation in step 2:
(3S + 12) = 2(S + 12)",SVAMP,LAMA-3.2-3B
28,guided,28,"In a telephone poll, 7 people said they like shopping and 20 people said they do not like shopping What is the ratio of the number of people who do not like shopping to the number of people who like shopping?",20,Multi-step,13,False,majority,0.8,0,5,0.0,1,False,,"{'1': 1, '13': 4}","Step 1: Not liking - Total = 20 - 7 =
Step 2: Ratio = (Not liking) : (Likes) = 20 : 7",SVAMP,LAMA-3.2-3B
29,guided,29,Mrs. Hilt bought a notebook for $1.30. She paid with nickels How many nickels did she use to buy the notebook?,26,Multi-step,26,True,refiner_tiebreak,0.3333,2,6,0.3333,4,True,True,"{'26': 2, '520': 1, '52': 1, '1.3': 1, '0.77': 1}","Step 1: Price of notebook / Value per nickel = Total amount spent in cents
Step 2: Convert dollars to cents and divide by value of one nickel (5 cents)
Step 3: Divide result from step 2 by cost per nickel",SVAMP,LAMA-3.2-3B
30,guided,30,A comic book costs 37 cents. The store owner reversed the digits by mistake. He wrote that number on the comic book How much did the store owner overcharge his customer?,36,Multi-step,36,True,majority,0.6667,2,3,0.6667,1,False,,"{'-36': 1, '36': 2}",Step 1: Original price - Reversed price = 37 - 73 =?,SVAMP,LAMA-3.2-3B
31,guided,31,Mary is baking a cake. The recipe calls for 9 cups of flour and 3 cups of sugar. She already put in 2 cups of flour How many more cups of flour does she need to add ?,7,Subtraction,7,True,majority,0.4,2,5,0.4,3,False,,"{'7': 2, '5': 1, '11': 1, '2.33': 1}","Step 1: Required - Used = Total needed
Step 2: 9 - 2 =
Step 3: =",SVAMP,LAMA-3.2-3B
32,guided,32,"Before reaching the mountains, Stanley stopped over a car shop to buy new tires for the road. If he bought four tires each for $60.00, how much did he spend for tires in total?",240,Multiplication,240,True,majority,0.4,2,5,0.4,3,False,,"{'960': 1, '2.4': 1, '240': 2, '4': 1}","Step 1: Number of tires * Cost per tire = Total cost
Step 2: 4 * $60.00 =?",SVAMP,LAMA-3.2-3B
33,guided,33,"At the end of the party, Mona gave away some souvenirs to her 6 closest friends. If each of them received 2 souvenir items, how many souvenirs did Mona give away?",12,Multiplication,12,True,majority,0.8,4,5,0.8,1,False,,"{'12': 4, '6': 1}","Step 1: Number of people * Items per person = Total given away
Step 2: 6 * 2 =?",SVAMP,LAMA-3.2-3B
34,guided,34,"A clown needed two hundred twenty-seven balloons for a party he was going to, but the balloons only came in packs of two How many packs of balloons would he need to buy?",114,Division,113.5,False,majority,0.5,0,4,0.0,2,False,,"{'115': 1, '113.5': 2, '113': 1}","Step 1: Total needed / Pack size = 227 ÷ 2 =
Step 2: If there's remainder, add one more pack because you can't buy fraction of a pack.",SVAMP,LAMA-3.2-3B
35,guided,35,"Being his favorite, Michael has 4 times more flying robots than Tom. If Tom has 3 flying robots, how many flying robots does Michael have?",12,Multiplication,12,True,majority,0.5,2,4,0.5,2,False,,"{'12': 2, '15': 1, '3': 1}","Step 1: Tom's robots - Given = 0 (not applicable)
Step 2: 3 * 4 =?",SVAMP,LAMA-3.2-3B
36,guided,36,The third angle of a triangle is the same size as the first. The second angle is 4 times the third Find the measure of the angles.,30,Multi-step,180,False,majority,0.8,1,5,0.2,1,False,,"{'180': 4, '30': 1}","Step 1: Let's represent the unknowns with variables.
Let x be the measure of each equal-sized angles (the first and third).
Since it's given that these two angles have the same measure:
Step 2: Third angle = First angle = x
Step 3: Second angle = 4 * Third angle = 4x",SVAMP,LAMA-3.2-3B
37,guided,37,A is two years older than B. A's father D is twice as old as A and B is twice old as his sister C. The ages of D and C differ by 40 years Find the ages of A and B.,26,Multi-step,40,False,majority,0.4,0,5,0.0,3,False,,"{'4': 1, '40': 2, '36': 1, '38': 1}","Step 1: Let's represent their current age in terms of one variable, e.g., x for all three (A, B, C).
Since B is younger than A, we'll say B = x.
Given that A is two years older than B, then A = x + 2.

Step 2: Since D's age differs from C's by 40 years, but it also states D is twice as old as A:
D = 2 * (x + 2)

Step 3: Set up an equation based on the information about the difference between D and C:
(2 * (x + 2)) - x = 40",SVAMP,LAMA-3.2-3B
38,guided,38,Miki bought 4 packs of red bouncy balls and 3 packs of yellow bouncy balls. Each package contained 7 bouncy balls How many more packs of red bouncy balls than yellow bouncy balls did Miki buy?,1,Subtraction,1,True,majority,0.8,4,5,0.8,1,False,,"{'1': 4, '3': 1}","Step 1: Red packs - Yellow packs = 4 - 3 =
Step 2: Packs difference = 1",SVAMP,LAMA-3.2-3B
39,guided,39,Joy will see her grandma in two days How many hours until she sees her?,48,Multiplication,48,True,refiner_tiebreak,0.3333,2,6,0.3333,4,True,True,"{'24': 1, '48': 2, '2': 1, '0': 1, '16': 1}","Step 1: Days until seeing grandma = Current day + Time taken to reach grandma's place
Step 2: Hours per day * Number of days = Total hours until seeing grandma
Step 3: Subtract current hour from total hours until seeing grandma",SVAMP,LAMA-3.2-3B
40,guided,40,"Adam put eighteen items in the shopping cart. After deleting some, he had eight left How many items did Adam delete?",10,Subtraction,10,True,majority,0.75,3,4,0.75,1,False,,"{'10': 3, '18': 1}","Step 1: Initial amount - Remaining amount = 18 - 8 =
Step 2: Subtract to find out how much was deleted = 18 - 8",SVAMP,LAMA-3.2-3B
41,guided,41,"Ned was helping the cafeteria workers pick up lunch trays, but he could only carry eight trays at a time. If he had to pick up twenty-seven trays from one table and five trays from another, how many trips will he make?",4,Division,4,True,majority,1.0,5,5,1.0,0,False,,{'4': 5},"Step 1: Total trays = Trays from first table + Trays from second table = 27 + 5 =
Step 2: Trips needed = Total trays / Number of trays per trip = 32 / 8 =?",SVAMP,LAMA-3.2-3B
42,guided,42,"Allen, Charles, Lex and Shiela spent days reading books for their book report. The texts were printed very small so they were only able to cover very few pages a day. Allen read about the Solar System. He read 10 pages a day of a book which has 120 pages How many days did it take Allen to finish reading the book?",12,Division,12,True,majority,1.0,5,5,1.0,0,False,,{'12': 5},"Step 1: Book length / Daily page count = Total days taken
Step 2: 120 / 10 =
Step 3: 12",SVAMP,LAMA-3.2-3B
43,guided,43,"A restaurant needs to buy three hundred eighty-seven new plates. If each box has five plates in it, how many boxes will they need to buy?",78,Division,77.4,False,majority,0.6,2,5,0.4,2,False,,"{'77.4': 3, '78': 2}","Step 1: Total plates required ÷ Plates per box = 387 ÷ 5 =
Step 2: Result of division = 74.8,
Since you can't buy part of a box, round up if necessary. In this case, no rounding is needed as it's an exact calculation.",SVAMP,LAMA-3.2-3B
44,guided,44,"The exit door leads to a river 487 inches across, if the bridge he needs to cross is only 295 inches, how much longer does he need to build if he wants to cross the river using the bridge?",192,Subtraction,192,True,majority,1.0,4,4,1.0,0,False,,{'192': 4},"Step 1: River length - Bridge length =? 
Step 2: 487 - 295 =?",SVAMP,LAMA-3.2-3B
45,guided,45,"Sam invited 9 friends to a birthday party, but 6 couldn't come. If he wanted to buy enough cupcakes so each person could have exactly 2, how many should he buy?",6,Multiplication,6,True,majority,0.6,3,5,0.6,2,False,,"{'6': 3, '3': 2}","Step 1: Total guests attending - Guests who didn't attend = Remaining guests.
Step 2: Remaining guests x Cupcakes per guest = Total cupcakes needed.
Step 3: Since it's an equality, we can simplify this as just one step:
Remaining guests = Total cupcakes needed.",SVAMP,LAMA-3.2-3B
46,guided,46,"A P.E. teacher needs to divide 14 male students and 7 female students into teams, each with the same combination of male students and female students and nobody left out What is the greatest number of teams that can be formed?",7,Multi-step,21,False,majority,0.6,0,5,0.0,2,False,,"{'3': 1, '14': 1, '21': 3}","Step 1: Total students / Number of groups = (Male + Female) / Group size
Step 2: Find common factors for 14 and 7.
Step 3: Determine which factor gives whole group sizes equal to both males and females.",SVAMP,LAMA-3.2-3B
47,guided,47,A lab technician cuts a 12 inch piece of tubing into two pieces in such a way that one piece is 2 times longer than the other How long are the pieces?,4,Multi-step,12,False,majority,0.6,1,5,0.2,2,False,,"{'12': 3, '4': 1, '8': 1}","Step 1: Let's represent the length of shorter piece as x. Then, since it's twice as long as the other, the longer piece will be 2x.
Step 2: Since there are only two pieces, their sum equals original length (12 inches). So we can write an equation: x + 2x = 12.
Step 3: Combine like terms to solve for x: 3x = 12. Divide both sides by 3 to find value of x.",SVAMP,LAMA-3.2-3B
48,guided,48,Divide 39 balloons into 7 equal groups How many balloons are there in each group?,5,Division,5.5714,False,majority,0.75,0,4,0.0,1,False,,"{'5.5714': 3, '44': 1}","Step 1: Total balloons ÷ Number of groups = 39 ÷ 7 =
Step 2: 39 ÷ 7 =?",SVAMP,LAMA-3.2-3B
49,guided,49,"Even the chipmunks are trying to get away to find other warmer places to stay. If 21 chipmunk families were left from the original 86 families, how many chipmunk families went away?",65,Subtraction,65,True,majority,0.8,4,5,0.8,1,False,,"{'65': 4, '44': 1}","Step 1: Original - Remaining = 86 - 21
Step 2: Subtract 21 from 86
Step 3: Result of subtraction",SVAMP,LAMA-3.2-3B
50,guided,50,Randy has 78 blocks. He uses 19 blocks to build a tower How many blocks are left?,59,Subtraction,59,True,majority,0.6,3,5,0.6,2,False,,"{'59': 3, '78': 2}","Step 1: Blocks initially - Blocks used = 78 - 19 =
Step 2: Remaining blocks = 59",SVAMP,LAMA-3.2-3B
51,guided,51,Zoe is on vacation. She has already taken 28 pictures. She has enough film left to take 32 more pictures. Zoe took 16 more pictures at the dolphin show How many pictures has Zoe taken altogether?,44,Addition,28,False,majority,0.4,0,5,0.0,3,False,,"{'0': 1, '16': 1, '28': 2, '32': 1}","Step 1: Initial + Remaining = Total
Step 2: Initial + Additional = New total
Step 3: Old + New = Final",SVAMP,LAMA-3.2-3B
52,guided,52,"While sorting some change into piggy banks, Diane put 72 coins in the first piggy bank, 81 coins in the second piggy bank, 90 coins in the third piggy bank, 99 coins in the fourth piggy bank, and 108 coins in the fifth piggy bank. If this pattern continues, how many coins will Diane put in the sixth piggy bank?",117,Multi-step,39,False,majority,0.6,0,5,0.0,2,False,,"{'39': 3, '29': 1, '9': 1}","Step 1: Last - Current = Fifth - Fourth = 108 - 99 =
Step 2: Result = 9
Step 3: Add 10 (since it's an increasing sequence) = 19",SVAMP,LAMA-3.2-3B
53,guided,53,"Next on his checklist are wax glues to stick the feathers together. If the feathers require 469 g of wax and right now he just needs 257 g, how many grams of wax glue does he already have?",212,Subtraction,212,True,majority,0.6,3,5,0.6,2,False,,"{'212': 3, '312': 1, '469': 1}","Step 1: Required - Used = Total available
Step 2: 469 - 257 =
Step 3: 212",SVAMP,LAMA-3.2-3B
54,guided,54,"Alissa picked 16 flowers. Her twin sister, Melissa, also picked 16 flowers. They gave their mother 18 flowers How many flowers did the sisters have left?",14,Subtraction,14,True,majority,1.0,5,5,1.0,0,False,,{'14': 5},"Step 1: Total flowers initially = Alissa's flowers + Melissa's flowers = 16 + 16 =
Step 2: Subtract given away to mom = Total flowers - Flowers given to mom = (16 + 16) - 18 =?",SVAMP,LAMA-3.2-3B
55,guided,55,"When she got to school, she saw that the school is composed of 9 buildings, each having 30 classrooms How many classrooms does the school have?",270,Multiplication,270,True,majority,0.8,4,5,0.8,1,False,,"{'270': 4, '280': 1}","Step 1: Type ""there"" (no calculation)
Step 2: Multiply ""the"" by ""number of classrooms per building""
Step 3: Add ""and"" (no calculation)",SVAMP,LAMA-3.2-3B
56,guided,56,Jenny was told to clean up her room in fourteen days or she could not go to her best friend's birthday party. It is three days left but Jenny has cleaned up her room How many days did she spend?,11,Subtraction,11,True,majority,0.8,4,5,0.8,1,False,,"{'11': 4, '14': 1}","Step 1: Total allowed time - Days already passed = Remaining days left
Step 2: 14 - 3 =
Step 3: 11",SVAMP,LAMA-3.2-3B
57,guided,57,Doug built a tent in the shape of a regular pentagon. Its perimeter is 60 feet What is the length of each side of the tent?,12,Multi-step,12,True,majority,1.0,5,5,1.0,0,False,,{'12': 5},"Step 1: Perimeter / Number of sides = Length per side
Step 2: 60 ÷ 5 =
Step 3: 12",SVAMP,LAMA-3.2-3B
58,guided,58,A group of science students went on a field trip. They took 2 vans and 3 buses. There were 8 people in each van and 20 people in each bus How many people went on the field trip?,76,Addition,76,True,majority,0.6,3,5,0.6,2,False,,"{'76': 3, '16': 2}","Step 1: Vans * People per van = 2 * 8 =
Step 2: Buses * People per bus = 3 * 20 =
Step 3: Add both results together = (2 * 8) + (3 * 20)",SVAMP,LAMA-3.2-3B
59,guided,59,"During a senate campaign, a volunteer passed out a ""Vote for Hatfield"" button. The campaign button has a diameter of 8 centimeters What is the button's circumference?",25.12,Multi-step,8,False,coin_flip,0.2,0,5,0.0,4,True,False,"{'8': 1, '12.57': 1, '25.1429': 1, '25.1327': 1, '25.13': 1}","Step 1: Diameter * Pi = Circumference
Step 2: 8 * 22 / 7 =?",SVAMP,LAMA-3.2-3B
60,guided,60,Fifteen more than three times a number is the same as ten less than six times the number What is the number?,25,Multi-step,8.33,False,coin_flip,0.3333,1,3,0.3333,2,True,False,"{'8.33': 1, '25': 1, '5.1667': 1}","Step 1: Let's represent an unknown number with ""x"".
Step 2: Translate given information into equation - ""Fifteen more"" can be written as ""+15"", and ""three times"" can be represented by multiplying x with 3. So we have: 3x + 15.
Step 3: Similarly, ""ten less"" translates to subtracting 10 from something which would give us: 6x - 10.
Since both expressions equal each other according to the problem statement, set them equal to one another for solving: 3x + 15 = 6x - 10.",SVAMP,LAMA-3.2-3B
61,guided,61,An egg seller finds 432 eggs are either spoiled or broken and 1080 eggs are in good condition Find the ratio of bad eggs to good eggs.,2,Multi-step,2,True,majority,0.6,3,5,0.6,2,False,,"{'2': 3, '1502': 2}","Step 1: Total bad + Good = Spoiled + Unspoiled = 432 + 1080 =
Step 2: Bad / Good = 432 / 1080 =
Step 3: Simplify fraction if possible (not required here)",SVAMP,LAMA-3.2-3B
62,guided,62,Tony made 14 L of lemonade for a party. His guests drank 9500 mL of the lemonade How many milliliters of lemonade did Tony have left over?,4500,Subtraction,4500,True,majority,0.75,3,4,0.75,1,False,,"{'4500': 3, '4': 1}","Step 1: Initial amount - Amount consumed = Remaining amount
Step 2: 14000 - 9500 =?",SVAMP,LAMA-3.2-3B
63,guided,63,"After New York, she decided to visit the Smithsonian in Washington DC. If she has 63 miniature aircrafts and she gave away 49 to the National Air and Space Museum, how many are left with her?",14,Subtraction,14,True,majority,1.0,5,5,1.0,0,False,,{'14': 5},"Step 1: Initial amount - Amount given away = Remaining amount
Step 2: 63 - 49 =?",SVAMP,LAMA-3.2-3B
64,guided,64,"There were 36 dogs and 29 cats in a pet center. After 20 of the dogs were adopted by people, the pet center collected another 12 cats How many pets were there in the pet center in the end?",57,Multi-step,16,False,majority,0.6,0,5,0.0,2,False,,"{'16': 3, '28': 2}","Step 1: Initial total - Adopted dogs = 36 - 20 =?
Step 2: Add new cats to previous count =? + 12",SVAMP,LAMA-3.2-3B
65,guided,65,"Paul made forty-four dollars mowing lawns and twenty-eight dollars weed eating. If he only spent nine dollar a week, how long would the money last him?",8,Division,72,False,coin_flip,0.3333,1,6,0.1667,4,True,True,"{'9': 1, '72': 2, '7': 2, '8': 1}","Step 1: Total earnings - Weekly expenses = Initial amount left
Step 2: Divide initial amount by weekly expense rate
Step 3: Resulting quotient in weeks",SVAMP,LAMA-3.2-3B
66,guided,66,Amelia works at the candy store. She has to sell 90 Jet Bars each week. She sold 45 on Monday. She sold 16 fewer Jet Bars on Tuesday How many more Jet Bars does Ameila have to sell?,16,Subtraction,45,False,majority,0.4,0,5,0.0,3,False,,"{'45': 2, '61': 1, '90': 1, '29': 1}","Step 1: Total bars left - Bars already sold on Monday = 90 - 45 =?
Step 2: Bars still needed for the week =? - (Bars already sold)",SVAMP,LAMA-3.2-3B
67,guided,67,It takes 3 eggs to make a cake How many cakes can you make with 37 eggs?,12,Division,12,True,majority,0.4,2,5,0.4,3,False,,"{'12.33333...': 1, '12.6667': 1, '12': 2, '12.3333': 1}","Step 1: Divide total eggs by eggs per cake = 37 ÷ 3 =
Step 2: Result =?",SVAMP,LAMA-3.2-3B
