,mode,idx,question,gt_answer,final_answer,correct,strategy,confidence,correct_votes,total_votes,vote_consistency,wasted_votes,refiner_used,refiner_correct,vote_counts,plan,fineTunedOn,guideModel
25,guided,25,Mary is baking a cake. The recipe calls for 7 cups of sugar and 10 cups of flour. She already put in 4 cups of sugar How many more cups of sugar does she need to add?,3,3,True,majority,0.6,3,5,0.6,2,False,,"{'3': 3, '6': 1}","Step 1: Total required - Used = 7 - 4 
Step 2: Answer = 7 - 4",GSM8k,LAMA-3.2-3B
26,guided,26,Dave had 21 apps on his phone. He added 89 new apps. After deleting some he had 24 left How many more apps did he add than he deleted?,3,110,False,majority,0.6,0,5,0.0,2,False,,"{'110': 3, '86': 1, '189': 1}","Step 1: New apps + Initial apps = 89 + 21 = 
Step 2: Total after adding and initial apps = 110
Step 3: Apps left - Total after adding and initial apps = 24 - 110",GSM8k,LAMA-3.2-3B
27,guided,27,During summer break 202958 kids from Lawrence county go to camp and the other 777622 kids stay home How many more kids stayed home compared to those who went to the camp?,574664,57264,False,coin_flip,0.1667,1,6,0.1667,5,True,False,"{'57264': 1, '': 1, '574664': 1, '77562': 1, '287332': 1, '571364': 1}","Step 1: Kids at home - Kids going to camp = 777622 - 202958 
Step 2: Result of subtraction = 574664",GSM8k,LAMA-3.2-3B
28,guided,28,The grasshopper and the frog had a jumping contest. The grasshopper jumped 13 inches. The grasshopper jumped 2 inches farther than the grasshopper How far did the frog jump?,11,5.5,False,majority,0.4,0,5,0.0,3,False,,"{'13': 1, '5.5': 2}","Step 1: Grasshopper's distance - Frog's distance = 13 - x 
Step 2: Since the grasshopper jumped 2 inches farther than the frog, we can set up an equation to solve for x:
   13 - x = x + 2
Step 3: Solve for x by adding x to both sides of the equation:
   13 - x + x = x + 2 + x
   13 = 2x + 2
   Subtract 2 from both sides:
    11 = 2x
   Divide both sides by 2:
     5.5 = x",GSM8k,LAMA-3.2-3B
29,guided,29,Allan brought 3 balloons and 20 balls while Jake brought 5 balloons and 59 balls to the park How many balloons did Allan and Jake have in the park?,8,23,False,majority,0.8,0,5,0.0,1,False,,"{'23': 4, '87': 1}","Step 1: All balloons + Balls of Allan = Balloons of Allan + Balls of Allan 
= 3 + 20 

Step 2: All balloons + Balls of Jake = Total balloons 
= (Balloons of Allan) + 5 + (Balls of Jake)
= (3 + 20) + 5 + 59",GSM8k,LAMA-3.2-3B
30,guided,30,He then went to see the oranges being harvested. He found out that they harvest 8 sacks per day How many days will it take to harvest 24 sacks of oranges?,3,0.33,False,majority,0.6,0,5,0.0,2,False,,"{'0.33': 3, '17': 1, '25': 1}","Step 1: Sacks per day ÷ Total sacks = 8 ÷ 24 =
Step 2: 8 ÷ 24 = 0.33",GSM8k,LAMA-3.2-3B
31,guided,31,Every day Ryan spends 6 hours on learning english and 5 hours on learning chinese. If he learns for 2 days How many hours does he spend on learning english in all?,12,2,False,majority,0.4,0,5,0.0,3,False,,"{'2': 2, '22': 1, '4': 1, '1': 1}","Step 1: English per day - Chinese per day = 6 - 5 = 
Step 2: (English per day) * Number of days = 6 * 2",GSM8k,LAMA-3.2-3B
32,guided,32,Baker made 144 cakes. He sold 71 of them. Then he made 111 more cakes How many more cakes did baker make than those he sold?,184,73,False,majority,0.8,0,5,0.0,1,False,,"{'73': 4, '253': 1}","Step 1: Cakes made - Cakes sold = 144 - 71 =
Step 2: Cakes made - Cakes sold = 73",GSM8k,LAMA-3.2-3B
33,guided,33,There were 12 people on the bus. At the next stop 4 more people got on the bus. Each bus can not have more than 36 people How many people are there on the bus now?,16,12,False,majority,0.6,1,5,0.2,2,False,,"{'12': 3, '32': 1, '16': 1}","Step 1: Initial passengers + New passengers 
= 12 + 4 

Step 2: Total capacity limit 
= 12 + 4 ≤ 36",GSM8k,LAMA-3.2-3B
34,guided,34,Allan brought 5 balloons and Jake brought 6 balloons to the park. Jake then bought 3 more balloons at the park How many balloons did Jake bring to the park?,9,6,False,majority,0.4,1,5,0.2,3,False,,"{'6': 2, '9': 1, '11': 1}","Step 1: Total balloons Jake has now = Balloons he already had + New balloons 
          = 6 + 3 

Step 2: Total balloons Jake has now = 9",GSM8k,LAMA-3.2-3B
35,guided,35,An industrial machine worked for 5 minutes. It can make 4 shirts a minute How many shirts did machine make?,20,20,True,majority,1.0,5,5,1.0,0,False,,{'20': 5},"Step 1: Time * Rate = Shirts 
   5 * 4 =?",GSM8k,LAMA-3.2-3B
36,guided,36,Paco had 9 sweet cookies and 6 salty cookies. He ate 36 sweet cookies and 3 salty cookies How many salty cookies did Paco have left?,3,3,True,majority,0.6,3,5,0.6,2,False,,"{'3': 3, '6': 1, '0': 1}","Step 1: Salty - Eaten = 6 - 3 = 
Step 2: Answer = 6 - 3",GSM8k,LAMA-3.2-3B
37,guided,37,A book has 3 chapters. The first chapter is 66 pages long the second chapter is 35 pages long and the third chapter is 24 pages long How many pages does the book have altogether?,125,101,False,refiner_tiebreak,0.5,2,6,0.3333,3,True,False,"{'101': 3, '125': 2, '66': 1}","Step 1: Chapter 1 + Chapter 2 = 66 + 35 =
Step 2: Add 24 to that result = 101",GSM8k,LAMA-3.2-3B
38,guided,38,Some children were riding on the bus. At the bus stop 2 more children got on the bus. Then there were 41 children altogether on the bus How many children were riding on the bus before the bus stop?,39,39,True,majority,1.0,5,5,1.0,0,False,,{'39': 5},"Step 1: Total - Additional = 41 - 2 
Step 2: Result of subtraction = 39",GSM8k,LAMA-3.2-3B
39,guided,39,Rebecca wants to split a collection of eggs into 3 groups. Rebecca has 4 marbles and 15 eggs How many eggs will each group have?,5,5,True,majority,0.8,4,5,0.8,1,False,,"{'5': 4, '0.5': 1}","Step 1: Total eggs / Number of groups = Eggs per group 
       15 ÷ 3 =?",GSM8k,LAMA-3.2-3B
40,guided,40,After finding some bottle caps at the park danny has 32 bottle caps in his collection. If he had 25 bottle caps in his collection earlier How many bottle caps did he find at the park?,7,7,True,majority,0.8,4,5,0.8,1,False,,{'7': 4},"Step 1: Danny's current caps - Earlier caps = Caps found 
     32 - 25 =?

Step 2: Answer = 7",GSM8k,LAMA-3.2-3B
41,guided,41,"Julia played tag with 15 kids on monday, 18 kids on tuesday and 97 kids on wednesday How many kids did she play with on monday and tuesday?",33,33,True,refiner_tiebreak,0.3333,2,6,0.3333,4,True,True,"{'64': 1, '270': 1, '130': 1, '15': 1, '33': 2}","Step 1: Monday + Tuesday = 
Step 2: 15 + 18",GSM8k,LAMA-3.2-3B
42,guided,42,In Haley's class some boys love to play marbles. If Haley has 10 marbles and she gave 5 marbles to each boy How many boys did she give the marbles to?,2,2,True,majority,1.0,5,5,1.0,0,False,,{'2': 5},"Step 1: Total given / Number of marbles per boy = 10 ÷ 5 
Step 2: Answer = 10 ÷ 5",GSM8k,LAMA-3.2-3B
43,guided,43,After resting they decided to go for a swim. If the depth of the water is 10 times Dean's height and he stands at 9 feet How much deeper is the water than Dean's height?,81,81,True,majority,0.6,3,5,0.6,2,False,,"{'90': 1, '81': 3, '89': 1}","Step 1: Water depth - Dean's height = 10 * 9 - 9 
Step 2: 90 - 9",GSM8k,LAMA-3.2-3B
44,guided,44,A book has 3 chapters. The first chapter is 91 pages long the second chapter is 23 pages long and the third chapter is 25 pages long How many more pages does the first chapter have than the second chapter?,68,68,True,majority,0.8,4,5,0.8,1,False,,"{'68': 4, '45': 1}","Step 1: First chapter length - Second chapter length = 91 - 23 =
Step 2: Answer = 68",GSM8k,LAMA-3.2-3B
45,guided,45,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 317 visitors came to the Buckingham palace that day. If there were 295 visitors the previous day How many more visitors visited the Buckingham palace on that day than on the previous day?",22,22,True,majority,0.8,4,5,0.8,1,False,,"{'22': 4, '317': 1}","Step 1: Current - Previous = 317 - 295 
Step 2: Answer = 22",GSM8k,LAMA-3.2-3B
46,guided,46,The Razorback t-shirt shop made $ 51 dollars from selling 3 t-shirt during the Arkansas and Texas tech game they What is the cost of each t-shirt?,17,17,True,majority,0.8,4,5,0.8,1,False,,{'17': 4},"Step 1: Total money / Number of shirts sold = Cost per shirt 
       $51 ÷ 3 

Step 2: Simplify 
     $17",GSM8k,LAMA-3.2-3B
47,guided,47,"Jack received 3 emails in the morning, 4 emails in the afternoon and 8 emails in the evening How many emails did Jack receive in the morning and evening?",11,11,True,majority,0.6,3,5,0.6,2,False,,"{'11': 3, '190': 1}","Step 1: Morning + Evening = 
   3 + 8 =
Step 2: Answer = 11",GSM8k,LAMA-3.2-3B
48,guided,48,Lawrence county has 313473 kids. During summer break 274865 kids stay home and the rest go to camp How many kids go to the camp during the break?,38608,43908,False,coin_flip,0.1667,0,6,0.0,5,True,False,"{'43908': 1, '43808': 1, '43608': 1, '': 1, '52408': 1, '324135': 1}","Step 1: Total kids - Kids staying home = 313473 - 274865 =
Step 2: Answer = 313473 - 274865",GSM8k,LAMA-3.2-3B
49,guided,49,The grasshopper and the frog had a jumping contest. The grasshopper jumped 35 inches. The grasshopper jumped 4 inches farther than the frog How much did they jump altogether?,66,39,False,coin_flip,0.1667,0,6,0.0,5,True,False,"{'39': 1, '74': 1, '70': 1, '113': 1, '45': 1, '35': 1}","Step 1: Frog's jump + Grasshopper's jump 
= 35 + 39 

Note: Since ""the grasshopper jumped 4 inches farther"" implies that the grasshopper jumped more than the frog by 4 inches, we add 4 to the frog's jump (which isn't directly stated but can be inferred).",GSM8k,LAMA-3.2-3B
50,guided,50,Winter is almost here and most animals are migrating to warmer countries. There are 3 bird families living near the mountain. 26 new bird families came to live near the mountain from the arctic while 2 bird families flew away further south for winter How many bird families were left near the mountain?,27,24,False,majority,0.8,0,5,0.0,1,False,,"{'24': 4, '26': 1}","Step 1: New - Left = 26 + (-2) 
Step 2: Simplified = 26 - 2",GSM8k,LAMA-3.2-3B
51,guided,51,Adam could fit 8 action figures and 10 cabinets on each shelf in his room. His room has 4 shelves How many total items could his shelves hold?,72,72,True,majority,0.4,2,5,0.4,3,False,,"{'72': 2, '18': 1, '80': 1, '320': 1}","Step 1: Number of shelves * Number of items per shelf 
= 4 * (8 + 10) 
= 4 * 18 

Step 2: Multiply 
= 72",GSM8k,LAMA-3.2-3B
52,guided,52,Robin's hair was 16 inches long. He cut off 11 inches. Then it again grew by 12 inches How long is his hair now?,17,17,True,majority,0.8,4,5,0.8,1,False,,"{'17': 4, '5': 1}","Step 1: Initial length - Cut-off length = 16 - 11 = 
Step 2: Result from step 1 + Growth = 5 + 12 =",GSM8k,LAMA-3.2-3B
53,guided,53,Friends of Katie had 57 games and she had 63 ds games How many more games does Katie have than her friends?,6,6,True,majority,1.0,5,5,1.0,0,False,,{'6': 5},"Step 1: Katie's games - Friends' games = 63 - 57 =
Step 2: Answer = 63 - 57",GSM8k,LAMA-3.2-3B
54,guided,54,Lucy went to the grocery store. She bought 10 packs of cookie and 4 packs of cake How many more packs of cookie did she buy over cake?,6,6,True,majority,0.8,4,5,0.8,1,False,,"{'6': 4, '1.5': 1}","Step 1: Cookie - Cake = 10 - 4 
Step 2: Answer = 6",GSM8k,LAMA-3.2-3B
55,guided,55,"6 red peaches, 90 yellow peaches and 16 green peaches are in the basket How many red and green peaches are in the basket?",22,22,True,majority,0.6,3,5,0.6,2,False,,"{'22': 3, '18': 1, '20': 1}","Step 1: Red + Green = Total 
   Red = 6
   Green = 16
Step 2: 6 + 16 =?",GSM8k,LAMA-3.2-3B
56,guided,56,Mary is baking a cake. The recipe calls for 10 cups of flour 2 cups of sugar and 80 cups of salt. She already put in 7 cups of flour How many more cups of flour than cups of sugar does she need to add now?,1,1,True,majority,0.4,2,5,0.4,3,False,,"{'1': 2, '6': 1, '8': 1, '0': 1}","Step 1: Flour - Sugar = 10 - 2 = 
Step 2: Flour - Sugar",GSM8k,LAMA-3.2-3B
57,guided,57,Paco had 17 cookies. He ate 14 cookies and gave 13 of them to his friend How many more cookies did he eat than those he gave to his friend?,1,4,False,majority,0.6,0,5,0.0,2,False,,"{'4': 3, '3': 2}","Step 1: Cookies eaten - Cookies given = 14 - 13 = 
Step 2: Answer = 1",GSM8k,LAMA-3.2-3B
58,guided,58,In a school there are 315 girls and 309 boys. There are also 772 teachers How many people are there in that school?,1396,624,False,majority,0.6,0,5,0.0,2,False,,"{'1296': 1, '1226': 1, '624': 3}","Step 1: Girls + Boys = Total students 
       315 + 309 =
Step 2: Add Teachers to total students 
        644 + 772",GSM8k,LAMA-3.2-3B
59,guided,59,There are some baskets of peaches. Each basket has 4 red peaches and 3 green peaches. If there are a total of 7 peaches in all baskets How many baskets of peaches are there?,1,1,True,majority,0.6,3,5,0.6,2,False,,"{'7': 2, '1': 3}","Step 1: Total peaches per basket = Red + Green = 4 + 3 = 
Step 2: Number of baskets = Total peaches / Peaches per basket = 7 / 7",GSM8k,LAMA-3.2-3B
60,guided,60,Jessie currently weighs 27 kilograms. After she started to go jogging everyday she lost 101 kilograms How much did she weigh before starting to jog?,128,128,True,refiner_tiebreak,0.3333,2,6,0.3333,4,True,True,"{'118': 1, '-101': 1, '0': 1, '128': 2, '27': 1}","Step 1: Current weight - Weight after jogging = 27 - x 
Step 2: Since we know that she lost 101 kg, then x must be 27 + 101 = 128",GSM8k,LAMA-3.2-3B
61,guided,61,David did 51 push-ups in gym class today. David did 49 more push-ups than Zachary How many push-ups did Zachary and David do altogether?,53,53,True,majority,0.6,3,5,0.6,2,False,,"{'53': 3, '104': 1, '60': 1}","Step 1: 
David's total + Zachary's total =?

Step 2:
David's total - (Zachary's total)",GSM8k,LAMA-3.2-3B
62,guided,62,In a school there are 362 boys and 257 girls. 403 more girls joined the school How many more girls than boys does the school have?,298,660,False,majority,0.6,2,5,0.4,2,False,,"{'660': 3, '298': 2}","Step 1: Girls + New girls = Total girls 
   257 + 403 =?

Step 2: Boys + New information (none) 

Step 3: Total girls - Total boys 
  ? - 362",GSM8k,LAMA-3.2-3B
63,guided,63,Josh had 22 marbles in his collection. He found 13 marbles ones while he lost 5 marbles How many marbles does he have now?,30,30,True,refiner_tiebreak,0.5,3,6,0.5,3,True,True,"{'22': 2, '30': 3, '18': 1}","Step 1: Initial marbles + Found marbles = 22 + 13 = 
Step 2: Subtract Lost marbles = (22 + 13) - 5",GSM8k,LAMA-3.2-3B
64,guided,64,"After eating a hearty meal they went to see the Buckingham palace. There were 39 paintings in the Buckingham palace. There, Rachel learned that 661 visitors came to the Buckingham palace that day. If there were 600 visitors the previous day How many more visitors visited the Buckingham palace on that day than on the previous day?",61,61,True,majority,0.4,2,5,0.4,3,False,,"{'61': 2, '62': 1, '1': 1}","Step 1: Visitors today - Visitors yesterday = 661 - 600 
Step 2: Result of subtraction = 61",GSM8k,LAMA-3.2-3B
65,guided,65,Nell collects baseball cards. She had 566 cards while Jeff had 234 cards. She gave some of her cards to Jeff and now has 535 cards left How many cards does Jeff have now?,265,0,False,majority,0.4,0,5,0.0,3,False,,"{'900': 1, '-98': 1, '-331': 1, '0': 2}","Step 1: Initial amount given to Jeff + Current amount with Jeff = 
        234 + x 

Step 2: Subtract initial amount with Nell from both sides of equation
            (Initial amount with Jeff) - (Initial amount with Nell)
          234 + x - 566 = 0
          234 - 332 = x
          -98 = x",GSM8k,LAMA-3.2-3B
66,guided,66,Randy uses 36 blocks to build a tower. If he had 59 blocks How many blocks are left?,23,23,True,majority,0.4,2,5,0.4,3,False,,"{'23': 2, '24': 1, '29': 1, '0': 1}","Step 1: Total Blocks - Used Blocks = Remaining Blocks 
Step 2: 59 - 36",GSM8k,LAMA-3.2-3B
67,guided,67,At the stop 8 more people got on the train. Initially there were 11 people on the train How many people are there on the train now?,19,19,True,majority,0.6,3,5,0.6,2,False,,"{'19': 3, '20': 1}","Step 1: Initial + Added = Total 
   11 + 8 =?",GSM8k,LAMA-3.2-3B
68,guided,68,Rachel has 3 apple trees. She picked 8 apples from each of her trees. Now the trees have a total 9 apples still on them How many apples were there on all trees initially?,33,33,True,majority,0.6,3,5,0.6,2,False,,"{'33': 3, '24': 1, '9': 1}","Step 1: Total apples now + Apples left = 9 + x 
Step 2: Since she picked 8 apples per tree and had 3 trees, so she picked 8 * 3 = 24 apples in total.
Step 3: So initial apples = 24 (picked) + 9 (left) = 33",GSM8k,LAMA-3.2-3B
69,guided,69,43 children were riding on the bus. At the bus stop some children got off the bus. Then there were 21 children left on the bus How many children got off the bus at the bus stop?,22,22,True,majority,0.4,2,5,0.4,3,False,,"{'43': 1, '22': 2, '23': 1, '10': 1}","Step 1: Total - Remaining = 43 - 21 
Step 2: Answer = 22",GSM8k,LAMA-3.2-3B
70,guided,70,5 red peaches and 11 green peaches are in the basket How many more green peaches than red peaches are in the basket?,6,6,True,majority,0.8,4,5,0.8,1,False,,"{'6': 4, '7': 1}","Step 1: Green - Red = 11 - 5 
Step 2: Answer = 6",GSM8k,LAMA-3.2-3B
71,guided,71,Nell collects cards. She had 246 baseball cards and 214 Ace cards. She gave some of her cards to Jeff and now has 404 baseball cards and 495 Ace cards left How many more Ace cards than baseball cards does Nell have?,91,-158,False,majority,0.8,0,5,0.0,1,False,,"{'-158': 4, '-123': 1}","Step 1: Baseball cards given away = 246 - 404 
Step 2: Ace cards given away = 214 - 495 
Step 3: Difference in Ace cards and baseball cards = (Ace cards given away) - (Baseball cards given away)",GSM8k,LAMA-3.2-3B
72,guided,72,Each pack of dvds costs 76 dollars. If there is a discount of 25 dollars on each pack How much do you have to pay to buy each pack?,51,51,True,majority,0.8,4,5,0.8,1,False,,"{'51': 4, '12.75.': 1}","Step 1: Original price - Discount = Cost after discount 
   $76 - $25 =?

Step 2: Answer = $51",GSM8k,LAMA-3.2-3B
73,guided,73,They decided to hold the party in their backyard. They have 14 chairs for each set of table. If they have 9 sets of tables How many more chairs than tables do they have?,117,117,True,refiner_tiebreak,0.5,3,6,0.5,3,True,True,"{'117': 3, '126': 2, '108': 1}","Step 1: Chairs - Tables = 14 * 9 - 9 
Step 2: 126 - 9",GSM8k,LAMA-3.2-3B
74,guided,74,Next on his checklist is wax to stick the feathers together and colors to paint them. He needs a total of 57 g of colors to paint them. He needs 22 g of wax more. If the feathers require a total of 353 g of wax How many grams of wax does he already have?,331,296,False,majority,0.6,0,5,0.0,2,False,,"{'274': 1, '296': 3}","Step 1: Total wax required - Wax needed for painting = 353 - 57 = 
Step 2: Subtract additional wax needed from result in step 1 = (353 - 57) - 22",GSM8k,LAMA-3.2-3B
