,mode,idx,question,gt_answer,final_answer,correct,strategy,confidence,correct_votes,total_votes,vote_consistency,wasted_votes,refiner_used,refiner_correct,vote_counts,plan,fineTunedOn,guideModel
10,guided,10,An industrial machine made 9 shirts yesterday and 44 shirts today. It can make 3 shirts a minute How many minutes did the machine work yesterday?,3,53,False,majority,0.8,0,5,0.0,1,False,,"{'53': 4, '17.67.': 1}","Step 1: Total shirts produced = Shirts made yesterday + Shirts made today = 9 + 44 =
Step 2: Time taken to produce all shirts = Total shirts / Rate per minute = (9 + 44) / 3 =
Step 3: Simplify expression inside parentheses first, then divide = 53 / 3 =?",SVAMP,LAMA-3.2-3B
11,guided,11,Bryan took a look at his books and magazines. If he has 9 books and 46 magazines in each of his 10 bookshelves How many magazines does he have in total?,460,460,True,majority,0.4,2,5,0.4,3,False,,"{'460': 2, '21260': 1, '414': 1, '21040': 1}","Step 1: Number of shelves * Magazines per shelf = Total magazines
Step 2: Multiply to find the product
Step 3: Result =?",SVAMP,LAMA-3.2-3B
12,guided,12,Dave had 17 apps on his phone. After adding some he had 18 left How many apps did he add?,1,17,False,majority,0.6,0,5,0.0,2,False,,"{'17': 3, '-1': 2}","Step 1: Initial - Final =? (initial amount) - (final amount)
Step 2: 17 - 18",SVAMP,LAMA-3.2-3B
13,guided,13,Dan has $ 4. He bought a candy bar for $ 7 and a chocolate for $ 6 How much money did he spend buying the candy bar and chocolate?,13,13,True,majority,0.8,4,5,0.8,1,False,,"{'14': 1, '13': 4}","Step 1: Candy bar cost + Chocolate cost = $ 7 + $ 6 =
Step 2: Sum of costs = $ 13",SVAMP,LAMA-3.2-3B
14,guided,14,The bananas in Philip's collection are organized into 196 groups. If there are a total of 392 bananas in Philip's banana collection How big is each group?,2,2,True,majority,1.0,5,5,1.0,0,False,,{'2': 5},"Step 1: Total bananas / Number of groups = Bananas per group
Step 2: 392 ÷ 196 =
Step 3: 2",SVAMP,LAMA-3.2-3B
15,guided,15,The cave is 1218 feet deep and they are already at 849 feet. If they are travelling at speed of 17 How much farther until they reach the end of the cave?,369,369,True,majority,1.0,5,5,1.0,0,False,,{'369': 5},"Step 1: Depth - Current depth = Cave depth - Starting point depth = 1218 - 849 =
Step 2: Distance to go = Result from step 1 =?",SVAMP,LAMA-3.2-3B
16,guided,16,The Ferris wheel in paradise park has 4 seats. If 20 people can ride the wheel at the same time How many people can each seat hold?,5,5,True,majority,0.4,2,5,0.4,3,False,,"{'5': 2, '10': 1, '20': 1}","Step 1: Total riders / Number of seats = People per seat
Step 2: 20 ÷ 4 =
Step 3: 5",SVAMP,LAMA-3.2-3B
17,guided,17,A farmer had 177 tomatoes and 12 potatoes in his garden. If he picked 53 tomatoes How many tomatoes and potatoes does he have left?,136,124,False,majority,0.4,0,5,0.0,3,False,,"{'122': 1, '124': 2, '12': 1, '189': 1}","Step 1: Tomatoes - Picked = Remaining Tomatoes
Step 2: Total Fruits - Remaining Fruits = Remaining Vegetables
Step 3: (Tomatoes + Potatoes) - Remaining Fruits",SVAMP,LAMA-3.2-3B
18,guided,18,Danny collects bottle caps. He lost 66 bottle caps at the park. Now he has 25 bottle caps in his collection How many bottle caps did danny have at first?,91,91,True,refiner_tiebreak,0.5,3,6,0.5,3,True,True,"{'-41': 2, '91': 3, '25': 1}","Step 1: Current - Lost = Initial
Step 2: 25 + 66 =
Step 3: 91",SVAMP,LAMA-3.2-3B
19,guided,19,"Jack received 4 emails in the morning, 5 emails in the afternoon and 8 emails in the evening How many emails did Jack receive in the afternoon and evening?",13,5,False,majority,0.4,0,5,0.0,3,False,,"{'12': 1, '5': 2, '26': 1, '17': 1}","Step 1: Afternoon + Evening = 
Step 2: 5 + 8 =?",SVAMP,LAMA-3.2-3B
20,guided,20,Paco had 22 sweet cookies and 75 salty cookies. He ate 15 sweet cookies and 54 salty cookies How many sweet cookies did Paco have left?,7,7,True,refiner_tiebreak,0.5,3,6,0.5,3,True,True,"{'12': 1, '22': 2, '7': 3}","Step 1: Initial amount of sweets - Amount eaten = Remaining sweets
Step 2: 22 - 15 =
Step 3: Result =?",SVAMP,LAMA-3.2-3B
21,guided,21,The ring toss game at the carnival made the same amount of money each day. In total in 5 days they earned 165 dollars How much did they make per day?,33,33,True,majority,0.8,4,5,0.8,1,False,,{'33': 4},"Step 1: Total earnings / Number of days = Amount per day
Step 2: $165 ÷ 5 =
Step 3: $33",SVAMP,LAMA-3.2-3B
22,guided,22,Dave had 24 files and 13 apps on his phone. After deleting some apps and files he had 17 apps and 21 files left How many files did he delete?,3,-1,False,refiner_tiebreak,0.5,2,6,0.3333,3,True,False,"{'1': 1, '-1': 3, '3': 2}","Step 1: Initial files - Remaining files = 24 - 21 =
Step 2: Initial apps - Remaining apps = 13 - 17 =
Step 3: Files deleted = (Initial files - Remaining files) + (Initial apps - Remaining apps)",SVAMP,LAMA-3.2-3B
23,guided,23,In a school there are 569 girls and 236 boys How many more girls than boys does the school have?,333,333,True,majority,1.0,5,5,1.0,0,False,,{'333': 5},"Step 1: Girls - Boys = 
Step 2: 569 - 236 =
Step 3: Result =?",SVAMP,LAMA-3.2-3B
24,guided,24,Rebecca wants to split a collection of eggs into groups of 11. If each group has 2 eggs How many eggs does Rebecca have?,22,11,False,majority,0.6,0,5,0.0,2,False,,"{'11': 3, '110': 1, '14': 1}","Step 1: Unknowns / Group size = Total eggs
Step 2: Unknowns ÷ Group size = Total eggs ÷ 11 =?",SVAMP,LAMA-3.2-3B
25,guided,25,Mary is baking a cake. The recipe calls for 7 cups of sugar and 10 cups of flour. She already put in 4 cups of sugar How many more cups of sugar does she need to add?,3,3,True,majority,0.8,4,5,0.8,1,False,,"{'17': 1, '3': 4}","Step 1: Required - Used = Total needed
Step 2: 7 - 4 =
Step 3: =?",SVAMP,LAMA-3.2-3B
26,guided,26,Dave had 21 apps on his phone. He added 89 new apps. After deleting some he had 24 left How many more apps did he add than he deleted?,3,21,False,majority,0.4,0,5,0.0,3,False,,"{'21': 2, '86': 1, '0': 1, '100': 1}","Step 1: Initial - Deleted = Remaining
Step 2: Added - Deleted =?",SVAMP,LAMA-3.2-3B
27,guided,27,During summer break 202958 kids from Lawrence county go to camp and the other 777622 kids stay home How many more kids stayed home compared to those who went to the camp?,574664,574664,True,refiner_tiebreak,0.5,3,6,0.5,3,True,True,"{'777622': 2, '776564': 1, '574664': 3}","Step 1: Kids staying home - Kids going to camp = 777622 - 202958.
Step 2: Subtract to find difference in attendance.",SVAMP,LAMA-3.2-3B
28,guided,28,The grasshopper and the frog had a jumping contest. The grasshopper jumped 13 inches. The grasshopper jumped 2 inches farther than the grasshopper How far did the frog jump?,11,11,True,majority,0.8,4,5,0.8,1,False,,"{'13': 1, '11': 4}","Step 1: Distance jumped by frog = Distance jumped by grasshopper - Additional distance covered by grasshopper
Step 2: Distance jumped by frog = 13 - 2
Step 3: Distance jumped by frog = 11",SVAMP,LAMA-3.2-3B
29,guided,29,Allan brought 3 balloons and 20 balls while Jake brought 5 balloons and 59 balls to the park How many balloons did Allan and Jake have in the park?,8,67,False,majority,0.4,1,5,0.2,3,False,,"{'8': 1, '16': 1, '87': 1, '67': 2}","Step 1: All balloons + Balls = Total items
Step 2: Add both quantities together (Allan's + Jake's)
Step 3: Combine like terms (Balloons + Balloons)",SVAMP,LAMA-3.2-3B
30,guided,30,He then went to see the oranges being harvested. He found out that they harvest 8 sacks per day How many days will it take to harvest 24 sacks of oranges?,3,1,False,majority,0.6,0,5,0.0,2,False,,"{'1': 3, '0.3333': 2}","Step 1: Sacks harvested per day ÷ Total desired sacks = Days required
Step 2: 8 ÷ 24 =
Step 3: 1/3",SVAMP,LAMA-3.2-3B
31,guided,31,Every day Ryan spends 6 hours on learning english and 5 hours on learning chinese. If he learns for 2 days How many hours does he spend on learning english in all?,12,22,False,majority,0.6,0,5,0.0,2,False,,"{'22': 3, '44': 1, '11': 1}","Step 1: English + Chinese = Total time per day
Step 2: Multiply by Number of days
Step 3: (English + Chinese) * Days =?",SVAMP,LAMA-3.2-3B
32,guided,32,Baker made 144 cakes. He sold 71 of them. Then he made 111 more cakes How many more cakes did baker make than those he sold?,184,40,False,majority,0.4,0,5,0.0,3,False,,"{'73': 1, '215': 1, '40': 2, '144': 1}","Step 1: Made - Sold = New amount left in stock.
Step 2: New amount left in stock - Initial sales = Additional baked goods.
Step 3: Additional baked goods = 111 - 71.",SVAMP,LAMA-3.2-3B
33,guided,33,There were 12 people on the bus. At the next stop 4 more people got on the bus. Each bus can not have more than 36 people How many people are there on the bus now?,16,16,True,majority,0.4,2,5,0.4,3,False,,"{'16': 2, '20': 1, '12': 1}","Step 1: Initial passengers + New arrivals = Total passengers
Step 2: 12 + 4 =
Step 3: 16",SVAMP,LAMA-3.2-3B
34,guided,34,Allan brought 5 balloons and Jake brought 6 balloons to the park. Jake then bought 3 more balloons at the park How many balloons did Jake bring to the park?,9,6,False,majority,0.6,0,5,0.0,2,False,,"{'3': 2, '6': 3}","Step 1: Initial amount Jake had + Amount he bought = Total amount now
Step 2: Total amount now - Initial amount Jake had = New total for Jake
Step 3: Since we want only what Jake originally brought, subtract that from new total for Jake.",SVAMP,LAMA-3.2-3B
35,guided,35,An industrial machine worked for 5 minutes. It can make 4 shirts a minute How many shirts did machine make?,20,20,True,majority,1.0,5,5,1.0,0,False,,{'20': 5},"Step 1: Time * Rate = Quantity
Step 2: 5 * 4 =?",SVAMP,LAMA-3.2-3B
36,guided,36,Paco had 9 sweet cookies and 6 salty cookies. He ate 36 sweet cookies and 3 salty cookies How many salty cookies did Paco have left?,3,3,True,majority,0.8,4,5,0.8,1,False,,"{'6': 1, '3': 4}","Step 1: Initial amount of salty cookies - Amount eaten = Remaining salty cookies
Step 2: 6 - 3 =?",SVAMP,LAMA-3.2-3B
37,guided,37,A book has 3 chapters. The first chapter is 66 pages long the second chapter is 35 pages long and the third chapter is 24 pages long How many pages does the book have altogether?,125,125,True,majority,0.6,3,5,0.6,2,False,,"{'125': 3, '101': 2}","Step 1: Chapter 1 + Chapter 2 = 66 + 35 =
Step 2: Add to that the length of Chapter 3, so it becomes 66 + 35 + 24 =?",SVAMP,LAMA-3.2-3B
38,guided,38,Some children were riding on the bus. At the bus stop 2 more children got on the bus. Then there were 41 children altogether on the bus How many children were riding on the bus before the bus stop?,39,39,True,coin_flip,0.3333,2,6,0.3333,4,True,False,"{'39': 2, '2': 2, '41': 2}","Step 1: Total - Additional = Remaining
Step 2: Remaining - New arrivals = Initial riders
Step 3: Subtract new info (no calculation needed)",SVAMP,LAMA-3.2-3B
39,guided,39,Rebecca wants to split a collection of eggs into 3 groups. Rebecca has 4 marbles and 15 eggs How many eggs will each group have?,5,19,False,majority,0.8,0,5,0.0,1,False,,"{'19': 4, '7': 1}","Step 1: Total items = Marbles + Eggs = 4 + 15 =
Step 2: Divide by Number of Groups = (4 + 15) / 3 =
Step 3: Each Group Size = (4 + 15) / 3 =",SVAMP,LAMA-3.2-3B
40,guided,40,After finding some bottle caps at the park danny has 32 bottle caps in his collection. If he had 25 bottle caps in his collection earlier How many bottle caps did he find at the park?,7,32,False,majority,0.8,1,5,0.2,1,False,,"{'7': 1, '32': 4}","Step 1: Current - Earlier = 32 - 25
Step 2: Find difference between current and earlier amounts to determine how much was added (not subtracted). Since it's ""found"", use addition instead of subtraction for this part:
Step 3: Added =? + 25",SVAMP,LAMA-3.2-3B
41,guided,41,"Julia played tag with 15 kids on monday, 18 kids on tuesday and 97 kids on wednesday How many kids did she play with on monday and tuesday?",33,33,True,majority,0.6,3,5,0.6,2,False,,"{'66': 1, '33': 3, '285': 1}","Step 1: Monday + Tuesday = 
Step 2: = 15 + 18",SVAMP,LAMA-3.2-3B
42,guided,42,In Haley's class some boys love to play marbles. If Haley has 10 marbles and she gave 5 marbles to each boy How many boys did she give the marbles to?,2,10,False,majority,0.6,1,5,0.2,2,False,,"{'2': 1, '10': 3, '1': 1}","Step 1: Marbles given / Marbles per person = Number of people
Step 2: Marbles given = 5 * Number of people
Step 3: Since we know that Haley started with 10 marbles, we can set up an equation:
Marbles given = Initial marbles - Remaining marbles
Since all marbles were given away, there are no remaining marbles left.
So, Marbles given = 10 - 0 = 10 (this confirms our previous calculation)
Therefore, confirming that our initial assumption about calculating how many people was correct.",SVAMP,LAMA-3.2-3B
43,guided,43,After resting they decided to go for a swim. If the depth of the water is 10 times Dean's height and he stands at 9 feet How much deeper is the water than Dean's height?,81,81,True,majority,0.8,4,5,0.8,1,False,,"{'81': 4, '0': 1}","Step 1: Water depth - Dean's height = Depth - Height =? 
Step 2: Since it's given that the depth is 10 times his height, we can express this as:
   (10 * Dean's height) - Dean's height =?
Step 3: Substitute known values into equation from step two:
   (10 * 9) - 9 =?",SVAMP,LAMA-3.2-3B
44,guided,44,A book has 3 chapters. The first chapter is 91 pages long the second chapter is 23 pages long and the third chapter is 25 pages long How many more pages does the first chapter have than the second chapter?,68,68,True,majority,0.8,4,5,0.8,1,False,,"{'68': 4, '91': 1}","Step 1: First chapter length - Second chapter length = 91 - 23 =
Step 2: Result of subtraction = 68",SVAMP,LAMA-3.2-3B
45,guided,45,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 317 visitors came to the Buckingham palace that day. If there were 295 visitors the previous day How many more visitors visited the Buckingham palace on that day than on the previous day?",22,22,True,majority,0.8,4,5,0.8,1,False,,"{'317': 1, '22': 4}","Step 1: Current - Previous = New - Old
Step 2: 317 - 295 =
Step 3: = 22",SVAMP,LAMA-3.2-3B
46,guided,46,The Razorback t-shirt shop made $ 51 dollars from selling 3 t-shirt during the Arkansas and Texas tech game they What is the cost of each t-shirt?,17,17,True,majority,0.8,4,5,0.8,1,False,,"{'17': 4, '51': 1}","Step 1: Revenue - Number sold = Cost per item
Step 2: $51 ÷ 3 =?",SVAMP,LAMA-3.2-3B
47,guided,47,"Jack received 3 emails in the morning, 4 emails in the afternoon and 8 emails in the evening How many emails did Jack receive in the morning and evening?",11,15,False,majority,0.6,0,5,0.0,2,False,,"{'15': 3, '3': 2}","Step 1: Morning + Evening = 
Step 2: Add the results of step 1 to Afternoon.",SVAMP,LAMA-3.2-3B
48,guided,48,Lawrence county has 313473 kids. During summer break 274865 kids stay home and the rest go to camp How many kids go to the camp during the break?,38608,338608,False,majority,0.4,0,5,0.0,3,False,,"{'3848': 1, '338608': 2, '38458': 1}","Step 1: Total - Staying Home = Going To Camp
Step 2: 313473 - 274865 =
Step 3: Result = 38308",SVAMP,LAMA-3.2-3B
49,guided,49,The grasshopper and the frog had a jumping contest. The grasshopper jumped 35 inches. The grasshopper jumped 4 inches farther than the frog How much did they jump altogether?,66,34,False,coin_flip,0.1667,1,6,0.1667,5,True,True,"{'34': 1, '': 1, '4': 1, '35': 1, '22': 1, '66': 1}","Step 1: Frog's jump length + Given =? 
Step 2: Grasshopper's jump length - Distance between their jumps =?

Note: This assumes that ""the grasshopper jumped 4 inches farther"" means the difference in their jumps, not an additional distance covered by each individually. If it meant both jumped 4 more inches together, then we'd need another piece of information (e.g., how far apart they started).",SVAMP,LAMA-3.2-3B
50,guided,50,Winter is almost here and most animals are migrating to warmer countries. There are 3 bird families living near the mountain. 26 new bird families came to live near the mountain from the arctic while 2 bird families flew away further south for winter How many bird families were left near the mountain?,27,0,False,majority,0.6,1,5,0.2,2,False,,"{'0': 3, '27': 1, '39': 1}","Step 1: Initial birds + New birds = Total initial birds
Step 2: Total initial birds - Birds that flew away = Remaining birds
Step 3: Remaining birds - Birds that stayed in other places (not specified) =?",SVAMP,LAMA-3.2-3B
51,guided,51,Adam could fit 8 action figures and 10 cabinets on each shelf in his room. His room has 4 shelves How many total items could his shelves hold?,72,72,True,majority,0.8,4,5,0.8,1,False,,"{'72': 4, '32': 1}","Step 1: Items per shelf * Number of shelves = Action figures/shelf * Shelves = 8 * 4 =
Step 2: Add other items/shelf * Additional shelves = Cabinets/shelf * Shelves = 10 * 4 =
Step 3: Sum both totals = (Items per shelf) + (Other items per shelf) = 32 + 40 =?",SVAMP,LAMA-3.2-3B
52,guided,52,Robin's hair was 16 inches long. He cut off 11 inches. Then it again grew by 12 inches How long is his hair now?,17,17,True,majority,0.8,4,5,0.8,1,False,,"{'17': 4, '5': 1}","Step 1: Initial length - Cut-off = 16 - 11 =
Step 2: Result from step 1 + New growth = 5 + 12 =",SVAMP,LAMA-3.2-3B
53,guided,53,Friends of Katie had 57 games and she had 63 ds games How many more games does Katie have than her friends?,6,6,True,majority,1.0,5,5,1.0,0,False,,{'6': 5},"Step 1: Katie's games - Friends' games = 63 - 57 =
Step 2: Answer = 6",SVAMP,LAMA-3.2-3B
54,guided,54,Lucy went to the grocery store. She bought 10 packs of cookie and 4 packs of cake How many more packs of cookie did she buy over cake?,6,6,True,majority,1.0,5,5,1.0,0,False,,{'6': 5},"Step 1: Cookie - Cake = 10 - 4 =
Step 2: Answer = 6",SVAMP,LAMA-3.2-3B
55,guided,55,"6 red peaches, 90 yellow peaches and 16 green peaches are in the basket How many red and green peaches are in the basket?",22,22,True,majority,1.0,5,5,1.0,0,False,,{'22': 5},"Step 1: Red + Green = Total
Step 2: Red + Green = 6 + 16 =
Step 3: Simplify (if necessary)",SVAMP,LAMA-3.2-3B
56,guided,56,Mary is baking a cake. The recipe calls for 10 cups of flour 2 cups of sugar and 80 cups of salt. She already put in 7 cups of flour How many more cups of flour than cups of sugar does she need to add now?,1,12,False,majority,0.6,0,5,0.0,2,False,,"{'12': 3, '5': 1, '0': 1}","Step 1: Required - Used = Total needed
Step 2: Flour + Sugar = 10 + 2 =
Step 3: 10 - 2 =?",SVAMP,LAMA-3.2-3B
57,guided,57,Paco had 17 cookies. He ate 14 cookies and gave 13 of them to his friend How many more cookies did he eat than those he gave to his friend?,1,1,True,majority,0.4,2,5,0.4,3,False,,"{'4': 1, '-10': 1, '3': 1, '1': 2}","Step 1: Eaten - Given = 14 - 13 =
Step 2: Answer =? (no calculation needed)",SVAMP,LAMA-3.2-3B
58,guided,58,In a school there are 315 girls and 309 boys. There are also 772 teachers How many people are there in that school?,1396,1294,False,majority,0.6,0,5,0.0,2,False,,"{'1294': 3, '624': 1, '315': 1}","Step 1: Girls + Boys = Total students
Step 2: Students + Teachers = Total people",SVAMP,LAMA-3.2-3B
59,guided,59,There are some baskets of peaches. Each basket has 4 red peaches and 3 green peaches. If there are a total of 7 peaches in all baskets How many baskets of peaches are there?,1,1,True,majority,1.0,5,5,1.0,0,False,,{'1': 5},"Step 1: Total peaches per basket = Red + Green = 4 + 3 =?
Step 2: Divide both sides by the result to find the number of baskets = Total peaches / Peaches per basket =? /?",SVAMP,LAMA-3.2-3B
60,guided,60,Jessie currently weighs 27 kilograms. After she started to go jogging everyday she lost 101 kilograms How much did she weigh before starting to jog?,128,-74,False,majority,0.8,0,5,0.0,1,False,,{'-74': 4},"Step 1: Current weight - Weight loss = Initial weight
Step 2: 27 - 101 =?",SVAMP,LAMA-3.2-3B
61,guided,61,David did 51 push-ups in gym class today. David did 49 more push-ups than Zachary How many push-ups did Zachary and David do altogether?,53,51,False,coin_flip,0.3333,0,6,0.0,4,True,False,"{'51': 2, '149': 1, '100': 2, '76': 1}","Step 1: David's push-ups + Zachary's push-ups = Total push-ups
Step 2: (David's push-ups) + (Zachary's push-ups)
Step 3: 51 + 49",SVAMP,LAMA-3.2-3B
62,guided,62,In a school there are 362 boys and 257 girls. 403 more girls joined the school How many more girls than boys does the school have?,298,298,True,majority,0.8,4,5,0.8,1,False,,"{'745': 1, '298': 4}","Step 1: Girls + New joinings = Existing girls + Additional girls
Step 2: (Existing girls) - Boys = 257 + 403 - 362
Step 3: Resultant difference = 298",SVAMP,LAMA-3.2-3B
63,guided,63,Josh had 22 marbles in his collection. He found 13 marbles ones while he lost 5 marbles How many marbles does he have now?,30,22,False,majority,0.6,1,5,0.2,2,False,,"{'30': 1, '22': 3, '35': 1}","Step 1: Initial amount + Found = 22 + 13 =
Step 2: Subtracting Lost = (22 + 13) - 5 =?",SVAMP,LAMA-3.2-3B
64,guided,64,"After eating a hearty meal they went to see the Buckingham palace. There were 39 paintings in the Buckingham palace. There, Rachel learned that 661 visitors came to the Buckingham palace that day. If there were 600 visitors the previous day How many more visitors visited the Buckingham palace on that day than on the previous day?",61,661,False,majority,0.6,2,5,0.4,2,False,,"{'661': 3, '61': 2}","Step 1: Current - Previous = 661 - 600
Step 2: Subtract
Step 3: Result of subtraction",SVAMP,LAMA-3.2-3B
65,guided,65,Nell collects baseball cards. She had 566 cards while Jeff had 234 cards. She gave some of her cards to Jeff and now has 535 cards left How many cards does Jeff have now?,265,535,False,refiner_tiebreak,0.3333,0,6,0.0,4,True,False,"{'466': 1, '535': 2, '0': 1, '332': 1, '566': 1}","Step 1: Initial amount given to Jeff + Current amount with others = Total initial amount
Step 2: Subtract this from his current total to find out how much he received initially
Step 3: This equals the difference between their starting amounts.",SVAMP,LAMA-3.2-3B
66,guided,66,Randy uses 36 blocks to build a tower. If he had 59 blocks How many blocks are left?,23,36,False,coin_flip,0.3333,0,6,0.0,4,True,False,"{'36': 2, '-23': 2, '0': 2}","Step 1: Total blocks initially - Blocks used = Remaining blocks
Step 2: 59 - 36 =?",SVAMP,LAMA-3.2-3B
67,guided,67,At the stop 8 more people got on the train. Initially there were 11 people on the train How many people are there on the train now?,19,19,True,majority,1.0,5,5,1.0,0,False,,{'19': 5},"Step 1: Initial passengers + Additional passengers = Total passengers
Step 2: 11 + 8 =
Step 3: 19",SVAMP,LAMA-3.2-3B
68,guided,68,Rachel has 3 apple trees. She picked 8 apples from each of her trees. Now the trees have a total 9 apples still on them How many apples were there on all trees initially?,33,24,False,majority,0.6,2,5,0.4,2,False,,"{'24': 3, '33': 2}","Step 1: Total picked * Number of trees = 8 * 3 =
Step 2: Add back to what was left = (8 * 3) + 9 =?",SVAMP,LAMA-3.2-3B
69,guided,69,43 children were riding on the bus. At the bus stop some children got off the bus. Then there were 21 children left on the bus How many children got off the bus at the bus stop?,22,22,True,majority,0.6,3,5,0.6,2,False,,"{'22': 3, '43': 2}","Step 1: Initial - Remaining = Total who stayed
Step 2: Initial - Remaining = 43 - 21",SVAMP,LAMA-3.2-3B
70,guided,70,5 red peaches and 11 green peaches are in the basket How many more green peaches than red peaches are in the basket?,6,6,True,majority,0.6,3,5,0.6,2,False,,"{'6': 3, '7': 1, '1': 1}","Step 1: Green - Red =? 
Step 2: 11 - 5",SVAMP,LAMA-3.2-3B
71,guided,71,Nell collects cards. She had 246 baseball cards and 214 Ace cards. She gave some of her cards to Jeff and now has 404 baseball cards and 495 Ace cards left How many more Ace cards than baseball cards does Nell have?,91,249,False,majority,0.8,0,5,0.0,1,False,,"{'249': 4, '4': 1}","Step 1: Initial amount of Ace cards - Initial amount of baseball cards = 495 - 246.
Step 2: Subtract given away Ace cards from initial amount of Ace cards = 495 - (some).
Step 3: Since we don't know how much was given away for each type, let's find out how many were given away in total first. Total cards given away = (Initial - Current) * 2 = (246 + 214 - 404). Then subtract this value from both types separately. For example: Given away Ace cards = 495 - ((246 + 214 - 404).",SVAMP,LAMA-3.2-3B
